leg1hip,leg1knee,leg2hip,leg2knee
-1.0534527,3.8248968,1.8843137,0.9016722
-1.5353594,-2.899402,3.5608525,1.2343452
-0.7226938,4.442719,0.57047445,-0.065945536
2.6184604,-0.3207419,1.564014,0.06827214
-1.6526405,5.40817,1.132866,1.0644362
0.6166961,1.4052753,0.31669843,-0.7812771
-1.495811,2.4972694,2.1551135,2.3242254
1.609048,-1.9060173,0.3958907,-1.3328193
-1.3726997,1.5638163,3.3147056,1.6887394
1.1328753,0.93528914,-0.24555986,-0.991383
-1.7093313,0.48995343,3.2707617,1.4962214
0.21894866,3.8116262,0.6295847,0.3007991
-2.095118,4.6738153,1.098783,0.8236505
0.40542948,-0.7386731,1.5019133,0.049863297
0.6042268,-0.35540405,1.7847784,0.8419761
1.5640689,-0.97174805,0.42940885,-1.0840931
-3.0335236,4.9399076,2.232146,2.6533391
1.0738797,2.060208,0.7055247,-0.81807524
0.73723125,0.30537906,2.2023647,0.8553338
1.7151375,-0.5480592,1.4802833,-0.043070033
0.8216701,0.2040801,-0.4717365,-1.6075702
1.210713,-0.5712229,0.6915555,-0.4418507
1.4355421,0.5226358,0.87608683,-0.16352437
1.4359667,-0.36331743,0.51676035,-0.8765564
0.9499325,-0.60211366,1.1744914,-0.15817565
3.4512725,-1.665367,0.08329867,-2.5444016
-1.5782492,3.7883542,0.66365826,0.39141414
-0.21433255,3.6839986,1.3522775,0.3755771
-0.65159905,4.620404,0.5788764,0.19515029
0.49564156,-0.549673,0.21954985,-0.5575672
1.8483237,1.1328526,3.2223198,0.5466452
1.0854753,0.88323456,0.41213793,-0.35791516
-1.2271795,5.642936,1.2715532,1.4648497
1.4187268,1.1823981,1.1345288,0.5667451
2.9436314,-1.1350709,1.1008114,-0.7960507
-0.8437434,3.2837753,2.1842012,1.0756161
1.2291414,-0.6322638,0.97104955,-0.24874184
2.639663,-0.76432234,2.105736,-1.0978642
-1.764007,5.0522337,1.1528852,0.9602919
2.116877,-0.09930915,1.4887447,-0.2617985
3.2597861,-1.634753,0.33738112,-3.0165424
0.62848705,-0.6186053,-0.44025695,-1.6817361
-1.481519,5.104463,0.9204942,0.5197765
-0.38485083,3.4137905,2.1564507,1.2868818
0.43459794,2.9317348,0.4422707,-0.54361415
0.32251334,1.2524273,0.09228276,-1.3286328
0.5362425,0.77024925,3.2049804,1.0104415
0.79464066,0.44994867,0.455764,-0.6620808
-0.79517716,3.1571085,0.24526559,-0.108936906
2.026974,0.10470283,1.6825583,0.18614373
