leg1hip,leg1knee,leg2hip,leg2knee
-1.9256036,4.449243,1.9860945,1.5394964
0.81827,1.3911477,0.049067464,-1.1022471
3.1770976,-0.94584674,1.7913152,-0.75740784
1.8667974,-0.25990158,2.5426319,1.2750442
0.44793063,-1.2827773,0.85543454,0.4916628
0.13960159,-1.4720068,1.2970228,0.43331388
0.07727888,2.7855911,0.3349595,-0.84142035
2.9549344,-1.6502934,0.3905866,-2.4511914
0.33263448,2.1929967,1.8266063,0.8990997
2.0951416,-0.26699862,1.7196021,-0.41236082
0.13144088,2.5310152,1.6453693,0.785353
2.1473143,-0.41761363,-0.29591608,-2.293955
2.3305626,-0.9193621,0.14872834,-1.5001876
1.3999591,-0.43510664,3.232231,0.3564512
1.5907409,0.6838263,1.1123464,0.5655386
2.0993268,-0.7708413,1.4302927,-1.0067451
2.8507073,-0.54833454,1.7801565,-0.9748082
0.5200788,0.073172346,2.2426677,1.5738952
-0.046609126,2.4343693,1.7128848,0.92806596
1.3849614,-0.53222895,-0.089457884,-1.5564935
1.4334998,0.3972225,2.8123171,2.080381
2.0863914,0.7552256,2.9346108,0.05043744
-2.5258691,5.2583194,2.9733746,2.2578058
2.9159477,-0.842581,2.0499442,-0.1359533
0.5145175,1.4551606,0.6969984,-0.49800646
-0.18217027,1.5746667,3.3502955,1.1649647
1.4352529,1.7402081,0.05952135,-0.5590607
2.9941316,-0.78709763,1.9728882,-0.06136182
1.0493206,0.101910755,1.8372202,1.1528126
-2.5111864,3.441624,2.1170123,2.7925396
-1.6605473,3.5260048,0.7637255,0.813421
2.669039,-0.17453724,-0.05181083,-1.6840003
1.2610507,-0.07491529,-0.38886386,-1.282888
3.7902908,-1.8080178,1.2528207,-1.8491554
-0.30494004,5.2968984,0.3694631,-0.6598951
2.290313,0.259497,2.1211078,0.02178077
2.2288554,-0.56444126,2.2144434,0.2441603
-0.023012385,-0.16426843,2.267039,1.6243873
1.2333919,-0.14771374,-0.4722904,-1.5475739
-0.21517137,4.0515985,0.85345346,-0.047012832
1.2255371,2.4179275,0.3285269,-0.8070208
0.30170962,3.4175615,0.8933025,1.054031
-2.566863,4.1226997,1.7525144,1.996304
1.6175935,-0.30055442,0.3765446,-1.3299745
-0.2620298,5.067357,2.097813,1.0168486
-0.49770126,3.8493106,1.0494802,0.32312137
1.650044,-0.8880096,0.3273403,-1.5221107
-0.5340438,0.50015855,1.444255,0.5809788
-1.5713351,3.9536762,2.6716263,2.1322293
2.7980964,-0.061664026,1.3874037,-0.5117828
