leg1hip,leg1knee,leg2hip,leg2knee
2.3467581,-1.5581546,0.8050909,-0.90115374
-0.28126413,4.4695477,0.3661514,-0.5115212
0.46700528,2.9460082,0.34794974,-0.6930378
2.5934498,-1.7757621,1.4147439,-0.8740477
1.2802625,0.13515854,0.5538302,-0.4920714
-0.5939284,4.2332816,1.8832183,0.99477607
1.0729172,1.5231104,1.1034375,0.29897505
1.8911037,-1.3563075,0.023811728,-2.0040708
2.935916,-1.2073596,1.1998818,-1.5222762
0.8618579,-0.18593724,0.5538776,-0.7297191
0.85316527,-0.4221015,-0.19472937,-1.2592373
2.9656103,-0.859639,-0.010138467,-1.8197834
1.1678035,0.12373343,-0.35685998,-1.5041809
0.93916875,1.0910949,-0.198967,-0.8877223
-0.66087157,2.7412128,2.1751096,0.87798613
-1.5819278,4.8462358,0.95092726,0.6321364
1.275831,0.28801933,2.842109,0.15962248
0.39412734,3.2938402,0.34532648,-0.72129047
2.4179733,-0.4691834,0.12587336,-1.889854
1.8602774,-0.9913891,1.76646,0.6395612
1.2163616,-1.5013607,1.5891676,0.35151514
0.46513143,-1.4739478,0.77928966,0.2559108
2.0926883,-2.2513845,1.6248077,-0.07314956
-0.60717094,4.681752,1.1298099,0.31530064
3.0541222,-2.421806,0.15387711,-2.3050632
-0.20428073,2.1968062,2.1341898,1.0618694
-1.6499648,5.3752465,0.9592755,0.7410502
0.6504564,-0.5939336,0.11000897,-1.1873224
1.0300856,0.42911738,2.1320941,1.2997832
2.1589878,-0.8143961,1.5723727,-0.27563995
-1.8826346,1.1776335,0.502974,-0.20204778
0.48698357,-1.2235798,1.9594972,0.4031533
-1.1009165,5.3804126,0.82780117,0.53920764
0.9749,0.2668458,2.6257908,1.3157985
-0.79398835,3.4600422,0.3574959,-0.009045187
-0.32159275,2.4617593,0.9486729,1.1484578
2.2142837,-1.4381511,0.2826442,-1.5365828
-0.6707106,2.6093678,1.116714,-0.117797926
-1.912217,3.7956822,2.9132035,2.258663
-1.2438434,3.3738005,1.2616811,1.8298806
0.77805626,0.7748286,0.2935304,-1.0522873
-2.0346804,3.8721623,1.4752661,1.0256467
0.40467164,1.363735,1.7878978,0.82424074
-0.8527623,-0.44131088,1.5900689,2.3934119
1.7813144,-0.6839028,0.44008756,-1.1010907
0.3512218,0.19945356,2.8814356,1.0449616
-0.3958309,3.720135,0.43421793,-0.40321887
1.8322322,-1.0428289,1.6317451,-0.14646739
1.7000031,2.1005187,0.45296073,-0.9247629
1.8867837,-0.5312798,0.11779861,-1.5892005
