leg1hip,leg1knee,leg2hip,leg2knee
3.7115614,-1.1316233,0.01814843,-2.8343325
0.9670354,1.3190614,3.1126125,0.29944295
0.66395503,4.641459,0.8142629,0.5773268
2.8752654,-0.2855429,2.0162337,-0.07409565
0.98252034,-0.947449,2.5300906,0.37394178
2.108734,0.7546564,0.9548122,-0.04580502
0.8879327,-0.09682679,2.8398829,1.8435125
1.8619096,-1.3787422,0.22792448,-1.4245133
1.8238106,0.13800016,2.3789287,0.7276526
-0.13551505,3.155255,0.4310791,-0.532766
2.567654,-0.13149054,2.2614167,0.5285595
-1.9137633,5.3934064,2.3084266,1.6523318
0.1791561,2.4387424,0.55930805,-0.15025552
0.86557317,-0.67680675,3.1742442,0.8469496
2.5254364,-0.4375434,2.1422606,-1.2838751
-0.30268338,2.862653,0.47469807,-0.4617508
-1.9839761,5.380136,1.185292,1.0042089
2.1122456,-0.21064788,1.778208,0.56803197
-1.8545144,5.2860026,0.9792614,0.48458302
0.17952678,5.6924157,0.7746481,0.47251225
1.2430799,-0.5089587,1.692008,0.57834727
-2.5933762,1.6626474,0.62421733,-0.50455874
1.796659,-0.29892233,2.7296329,0.49384898
-0.26869237,3.8295693,2.1835608,1.3082477
0.057570927,2.3154993,1.0821781,1.4033343
-0.8924433,4.6875978,0.8212774,0.5797754
-0.11683609,1.5087122,1.1570885,1.7455177
1.7747673,0.37486845,1.6650729,0.06510122
-1.7096558,4.1786833,2.0643933,1.4905009
-2.0024579,5.636678,1.2826067,1.1007324
1.385838,-0.52157265,2.7765944,2.016881
-2.5772727,4.6725025,2.3548596,2.2617908
-1.1457103,4.73567,0.52324563,-0.039000202
3.4075873,-1.7880554,0.0439423,-2.4770694
-2.826307,5.072061,2.7861814,3.2506046
-1.9189298,4.8947678,1.7908099,2.7891169
-0.75812644,4.05123,0.5522533,0.014327835
1.1687437,0.8607511,0.06043139,-0.46897167
2.5788891,-1.6471572,1.5752766,-0.7286752
-1.276787,5.032664,0.6834547,-0.024828676
1.1651981,-0.034157004,2.0708,1.0312899
-0.13943297,-0.10596076,1.8513229,0.98836154
-1.8157799,2.9090328,2.818494,1.9213283
-2.0457196,5.5701814,1.5286888,1.9194875
1.3632156,0.36745423,-0.59824085,-1.7369425
-1.7700629,5.375082,1.1792969,0.75398225
-0.9385992,4.5749044,0.63396823,0.56872356
3.4180098,-2.2074783,1.3795424,-2.6428642
1.6607753,0.15819274,3.5869753,1.2184713
0.8885055,1.5517495,0.46842664,-0.567582
