leg1hip,leg1knee,leg2hip,leg2knee
0.88825625,0.38911924,2.690494,1.2147818
-0.69923794,4.525448,0.65975404,0.7468698
2.0767505,-0.10186052,2.4364545,0.82650393
1.0004365,0.31067494,3.2412324,1.4334697
2.5309217,-0.79322416,2.1631243,-1.0349885
1.0531492,0.9189674,0.52678245,-0.6355385
1.1801103,1.320642,0.04940603,-1.5939517
3.392966,-0.72870654,-0.0012268126,-1.8227293
-1.2045236,4.5630293,0.53077525,0.13060984
-0.24868363,-0.08793786,1.9383241,-0.12526056
-0.7409186,5.1216235,0.5600619,0.25469393
0.55051106,1.8465575,0.24543451,-0.9941512
-1.2621212,0.06263773,2.4863617,1.5347755
-0.23093775,2.5317237,0.8106549,0.052030217
-1.6603105,5.8525863,1.2971412,1.1057912
2.02134,-0.7433507,3.3350017,0.43275088
1.0472785,0.5230179,0.27706507,-0.9554598
2.7087376,-1.0191653,0.27667123,-1.3192828
-2.6836784,-0.3007929,1.4836332,0.032209214
1.7064259,0.65355915,2.4724407,1.1496899
1.4913127,-0.2858477,1.8889741,0.7161752
2.2689617,-0.33431932,0.18413594,-1.5813334
2.9786458,-2.0426795,1.1786811,-1.3669147
0.39260358,-0.016716633,1.8862798,0.7012606
-0.3571923,2.748583,1.652009,0.6740988
2.2074852,0.7518918,-0.19628392,-1.6933529
-0.6462153,4.945435,0.5572211,-0.13820297
-2.122258,2.2372868,2.0281525,3.3459806
-0.050107162,2.6808407,2.159061,0.73245716
3.0867298,-0.9379272,0.7840073,-1.2123735
2.0793958,-0.7870266,1.6388509,0.07043034
2.4478705,-0.31278569,1.7547872,-0.7166856
-0.6645244,5.2524056,0.57575846,0.300363
2.957731,-0.88884336,1.3174182,-1.398356
1.905566,0.38014778,0.37262583,-0.189897
1.1275597,0.8938458,-0.19128434,-0.6641993
1.9766309,-0.94246596,2.3897514,0.95867795
2.4224548,-0.11489031,-0.07859965,-1.7777112
0.5525228,-0.2707849,1.9089787,1.163756
2.7590873,-1.0100559,2.0656433,-1.1153612
-1.9150243,1.185085,0.55469805,-0.14797936
0.18308005,3.6078556,1.9855462,0.9040687
0.7407384,3.1407282,0.40202326,-0.705656
0.78764796,2.347072,0.27497122,-0.81894726
2.6072068,-0.5088529,2.030974,-0.078491226
2.0878456,0.22380376,0.20744397,-1.8059855
-2.6124263,3.688587,1.9222405,2.4212468
3.016774,-1.7087064,0.92589533,-1.0621986
1.3372266,0.7699508,0.51767033,-0.602799
-0.9973436,4.5791087,0.7838713,0.64232916
