leg1hip,leg1knee,leg2hip,leg2knee
-1.7736595,4.650379,1.4918064,2.099856
1.258275,-0.5105249,3.2622826,1.00162
-0.1358533,4.539396,0.4232735,-0.4387893
0.92305213,3.0831168,0.50177646,-0.328132
-0.8134756,4.296439,0.5891992,0.109367296
2.8118587,-1.2949917,0.9295138,-1.0549474
0.4105443,3.8676107,0.70395875,-0.08270167
-0.46929792,0.23799731,2.171731,1.1130106
-0.99788356,2.945191,3.2674377,1.3608594
2.6694548,-0.85292166,2.1910193,-0.6911784
2.4245074,-0.63641876,1.4909501,-0.38858026
1.126173,-0.020324681,3.1460721,0.64724797
2.6097124,-0.4094044,2.1562874,-0.018673886
-1.4794408,3.748442,1.3449225,1.9746954
-2.0675833,3.947577,2.9724376,2.3039145
-0.2788123,4.506658,0.84875953,0.9096311
2.6377876,-1.834754,1.9757708,-1.7543621
-0.9138343,3.5292258,0.45418197,0.30084503
-0.40944207,0.16133566,3.1117902,1.0235353
-1.5116055,1.1927629,0.4129101,0.30230808
0.4792936,-0.8198759,2.409505,0.7037508
0.38205716,-0.6540485,3.6887043,1.5578644
-0.45585635,4.3392553,0.62225795,0.36359718
-1.6973084,5.1707497,1.0710094,0.7790645
3.4172616,-1.482146,0.0024782866,-3.1237466
2.8101027,-1.15909,2.01354,-0.102130875
1.4988462,0.09812218,1.650639,-0.49203902
-0.1336915,1.2187643,2.8211915,1.0571783
-1.9394203,3.9208653,1.66205,2.2361383
-1.5094627,4.890924,0.905794,0.7159996
1.1614864,-0.12403034,0.77248025,0.2854094
-2.2171404,5.5923347,1.4267781,1.674609
-1.3134149,4.6427946,0.62956196,0.21632037
-1.0898168,3.8662412,1.1892431,1.607261
1.1005278,0.89232564,0.66274047,-0.13759321
3.464304,-0.50086975,1.6750004,-0.864495
-0.6615526,3.8972893,0.72223514,0.4810732
-1.4775687,5.159087,0.97797525,0.82755154
1.7385032,0.71105886,0.07343977,-0.6664111
-2.5055563,5.282912,3.0336392,1.8257325
2.457165,-1.3186467,1.368552,-0.7139301
1.9929721,-0.13959606,1.4020196,0.16185853
3.0465686,-1.0920966,0.9298964,-1.910538
3.1446054,-1.6598682,0.44647813,-2.8546631
1.5999448,0.3247527,-0.43940485,-1.9450879
3.014269,-1.1580617,1.3542926,-0.47951865
1.4154074,2.642461,-0.12418364,-1.09916
2.8487012,-1.2055913,1.943198,-0.425
2.85817,-0.77479804,0.23438339,-1.7844354
0.82978475,-1.0279357,0.6623802,-0.49729183
