leg1hip,leg1knee,leg2hip,leg2knee
1.4172176,0.07001005,2.1060212,0.7180804
3.4398372,-1.5230334,0.086065166,-2.797881
1.6238993,0.53283006,1.852592,0.21961093
1.3788385,-0.6183826,0.24941844,-2.1349015
-0.39712307,2.9953277,0.81404823,0.7688635
-1.5508938,2.4421208,1.3605034,1.9247373
1.219096,0.29943842,2.7729628,1.7783049
1.9084873,-1.403134,0.1719274,-1.5011344
2.329858,-0.75613505,1.446331,-0.48397917
2.0637896,0.35338706,2.5036602,1.1104053
1.8570843,-0.78310513,1.7140354,0.3896951
2.5796702,-0.39718634,1.4262097,-0.48035148
-1.8637943,5.128547,0.87084085,0.4693815
-2.3945858,3.9359472,1.3892539,1.6736369
-0.093812644,4.6294446,0.6870891,0.50567186
3.1582277,-1.3995008,1.7435777,-0.80269235
3.0392833,-0.7752016,1.9012027,-0.25340408
3.6490452,-1.5227935,0.34991342,-2.2130365
0.3976689,3.4399073,0.35684085,-0.59814703
3.0718584,-0.4290418,1.9537482,-1.3335042
-1.0423988,4.688516,0.6571107,0.115072474
-1.8413284,5.3024645,0.69082576,0.1716123
-2.7753503,4.531633,1.600173,1.3925178
2.0421941,-1.3447381,1.6447518,-0.043663293
1.3143573,-0.11740723,1.6274549,-0.844161
-1.2735245,0.26641765,2.232313,2.048353
1.7364726,-0.95414704,1.4385111,0.0621891
0.85356194,-0.39760908,1.9753915,0.60168463
2.4854217,-1.0882924,2.0548065,-0.21543509
-1.8493567,4.990646,2.067839,2.419895
1.35236,-0.18271364,1.5319221,-0.49113223
1.3311896,1.514751,0.43718928,-0.699349
0.7843474,-1.4607419,1.5891961,0.06939545
-1.2131943,4.1599107,2.083578,0.9021031
-2.4175932,3.2305138,1.7375796,2.4508586
3.0634995,-2.0152028,0.1586976,-2.3368642
2.7173111,-1.4040921,1.2790267,-0.84324414
2.4958293,-0.5232773,1.3194623,-0.28565204
0.60493076,3.1826062,0.71112514,-0.035071198
3.6350083,-1.253443,0.48450625,-1.7970781
0.5764182,1.9291508,0.10329009,-0.9660527
2.8078258,-0.5256017,1.3573987,-0.6231913
-0.45797217,3.3013327,0.635541,0.24464184
0.7815346,0.14168769,0.28319138,-1.280035
-0.938306,0.5433722,3.454132,1.092308
-1.1462493,4.1969657,1.0992658,0.086853385
0.42561057,0.31539112,-0.13615614,-1.5350301
0.2105355,3.5270998,0.5985451,-0.24533384
-1.6978242,5.5536895,0.9055991,0.547197
-2.849338,3.8960407,2.9373426,2.0626597
