leg1hip,leg1knee,leg2hip,leg2knee
1.053401,-0.84618604,1.82546,-0.017839182
-0.43764386,4.2309804,0.5704722,0.0030380897
0.43705663,0.72802633,1.968762,0.4286633
0.6117916,1.7199454,1.1477232,-0.40921983
0.07197536,3.5651724,0.46363062,-0.23764086
2.3842328,-0.77864254,1.3702269,-0.7723475
1.3303101,-0.46459395,3.3767161,1.7780006
2.3328297,0.21703061,0.2724014,-1.1573621
2.3642092,-1.4640455,2.24077,-0.81660986
2.781234,-1.6425292,1.4561479,-0.48163813
-0.87979734,4.3279605,0.6553267,0.3019662
-0.7161759,4.253814,0.67132705,0.49214
0.5361895,-0.102897614,1.9230549,0.5323912
-0.6820067,5.6739097,0.8968214,0.7938241
0.34405977,3.0440948,0.4263584,-0.51274395
2.3271365,-0.32820684,0.41046637,-1.4474688
2.473357,-0.78690696,2.189309,0.4775558
0.98996043,0.76818985,0.41768795,-0.83539087
2.5515673,0.012040492,0.26318517,-1.1861205
2.2706077,-0.4844193,1.532305,-0.23410527
0.39256388,1.6799866,0.43570137,-0.29509506
-1.0128621,4.519684,0.7719838,0.4914589
-0.7937106,4.4242735,2.1614153,1.0782695
1.5662811,0.81610256,0.17363246,-1.1815962
3.0610507,-1.06335,1.7277763,-0.5750428
-0.3071839,0.6220296,2.966616,1.2358913
2.530105,-1.0403148,0.32047975,-1.9679812
-0.44910768,4.2689795,0.4863382,-0.04623607
1.9478034,0.8314542,0.10838289,-0.52282524
1.7987697,0.030668732,1.6794231,-0.22635767
0.7915939,0.07537252,2.2822766,1.3549614
-0.0075590834,3.348282,0.4146269,-0.23937722
-1.1811367,5.487986,1.0166209,0.956737
3.2810328,-1.0649446,0.36316222,-2.612296
0.14010146,1.5340973,1.8981484,1.1064756
-2.6959236,5.970569,2.883129,2.3426702
0.60770446,-0.51399213,0.7887925,-0.37181947
0.615848,1.9512432,0.5416507,-0.2057646
-0.9541054,2.494062,2.779669,1.5633886
1.9722662,-1.72886,0.8657687,-0.9128944
-2.6616437,5.753216,1.5009437,1.5561237
1.3412619,-0.652011,3.1076162,0.6598777
3.2568576,-0.9745721,0.09716506,-2.3136864
-2.0020647,5.5607934,1.2951168,1.2360055
-1.52228,3.5810268,0.53161407,0.13265666
1.5448327,-0.33084628,3.3747654,1.2582111
2.3704512,-0.61007994,2.2896624,-0.71049714
2.5180085,-0.27631074,1.8345084,-0.5936076
-1.9781265,4.4185486,1.2228299,1.3364294
1.4333168,0.5877375,0.10033048,-1.751632
