Hull Angle,Hull Angular Velocity,Velocity X,Velocity Y,Hip Joint 1 Angle,Hip Joint 1 Speed,Knee Joint 1 Angle,Knee Joint 1 Speed,Leg 1 Ground Contact Flag,Hip Joint 2 Angle,Hip Joint 2 Speed,Knee Joint 2 Angle,Knee Joint 2 Speed,Leg 2 Ground Contact Flag,Lidar Sensor 1,Lidar Sensor 2,Lidar Sensor 3,Lidar Sensor 4,Lidar Sensor 5,Lidar Sensor 6,Lidar Sensor 7,Lidar Sensor 8,Lidar Sensor 9,Lidar Sensor 10
0.23472604,-0.019360406,0.4326094,0.015842155,-0.37916887,-1.0,-0.28597748,0.8494935,0.0,1.1204375,0.0,0.033690035,1.0000004,0.0,0.29783306,0.3012154,0.31175724,0.33076134,0.36086297,0.4070488,0.47913173,0.59850323,0.84224993,1.0
0.1733782,-0.046828862,0.5837719,-0.0003897693,-0.34188062,1.0000002,-0.19097245,-1.0,0.0,1.1028581,0.0,0.06579876,-1.0000002,0.0,0.31589353,0.319481,0.32979563,0.34946963,0.38376305,0.44055772,0.5395054,0.6916994,0.95439607,1.0
0.20978904,-0.008990013,0.6260792,0.020923853,-0.4503572,-1.1469052,0.04078859,1.0000001,1.0,1.1092583,0.0,0.29215688,-0.48471603,0.0,0.31585777,0.31929553,0.33030912,0.3493386,0.3820828,0.43637377,0.531996,0.68986183,0.9553677,1.0
0.003353184,0.04124555,0.60125685,0.018062914,0.04590023,1.0031886,-0.60076594,-0.9998992,0.0,1.1373849,-6.6399574e-05,0.012747109,-1.0308545,0.0,0.32806626,0.3332594,0.3467363,0.373033,0.41782787,0.48651785,0.58084655,0.7321901,1.0,1.0
0.24652691,0.0029784427,0.37179536,-0.026782786,-0.12668782,0.9999999,-0.640203,-0.67907673,0.0,1.1295538,0.0,-0.094745755,0.71184915,0.0,0.29621345,0.29957741,0.3100619,0.32896265,0.3589006,0.40483528,0.47652623,0.59529376,0.83940446,1.0
0.09261524,0.010543609,0.50503516,0.0015689083,0.14377749,-0.9646293,-0.54978323,0.44427228,1.0,1.118008,-0.000743784,-0.13171089,0.54434407,1.0,0.32479423,0.33051738,0.34505337,0.36814678,0.40051675,0.44414243,0.5039856,0.6092882,0.83557075,1.0
0.11030521,0.00790349,0.59534967,-0.04113914,0.22833918,-0.9998834,-0.5447533,0.30227584,0.0,1.1059439,-2.4363399e-06,0.25186098,0.91950774,0.0,0.34036985,0.3437823,0.35341048,0.37097877,0.39976758,0.45233554,0.53715396,0.6807753,0.9946742,1.0
0.03668244,0.045100503,0.550773,-0.0030760989,0.035612673,0.99998844,-0.66323733,-0.99999976,0.0,1.1330283,2.3841858e-07,-0.05237782,-0.9999938,1.0,0.3242735,0.330085,0.3443428,0.36933073,0.41441354,0.47202122,0.58626795,0.7525604,0.9821588,1.0
0.137556,-0.004395066,0.52537894,-0.0064924015,0.049327824,0.99999946,-0.5545262,0.67577887,0.0,1.1309437,1.1175871e-08,-0.09367871,1.0000006,1.0,0.3124512,0.31512702,0.3274566,0.34986302,0.3875434,0.450432,0.5460158,0.6885426,0.95028436,1.0
0.1371928,-4.2730964e-05,0.48248327,0.0205433,-0.05575535,-0.99999994,-0.4117365,0.6289745,1.0,1.1150526,-1.4551915e-10,0.18793845,1.0000004,0.0,0.32323724,0.32690808,0.3383491,0.3589527,0.39224303,0.44726697,0.5326185,0.6493644,0.83606887,1.0
0.20492484,0.007854974,0.5570903,-0.007295258,0.06277564,-1.0005409,-0.50682306,0.42355195,1.0,1.111835,1.1388212e-05,0.14823931,1.0001024,0.0,0.32659525,0.3236695,0.32913312,0.34326786,0.37397277,0.41998446,0.49518758,0.62256485,0.94542325,1.0
0.17701091,-0.009933343,0.6019962,0.011570059,-0.0117837,-0.9976907,-0.5108067,0.57880884,1.0,1.1221141,-4.883483e-05,-0.09460652,1.003415,1.0,0.31781384,0.32038563,0.33025023,0.34678182,0.37566984,0.422905,0.4982121,0.6226772,0.8316091,1.0
0.16590266,0.020608436,0.4714974,-0.0042647333,0.22955677,-0.918693,-0.4777627,0.2869961,1.0,1.1084362,-0.042358994,-0.10453272,0.99999946,0.0,0.34169108,0.33952588,0.3514085,0.36576113,0.38676304,0.42590055,0.49069864,0.6035155,0.7987382,1.0
0.21238928,-0.00888009,0.40113863,0.019250613,-0.13167672,-0.36683378,-0.4765092,0.28766406,0.0,1.1178652,8.892268e-06,-0.19167769,-0.999934,0.0,0.30888724,0.31239513,0.32332823,0.34303766,0.37425655,0.42215657,0.49684775,0.63482845,0.8412555,1.0
-0.032704964,-0.045626268,0.6190232,-0.035013154,0.044706065,1.0000004,-0.48223186,-1.0,0.0,1.1104478,0.0,0.20740652,-1.0000001,0.0,0.3451681,0.35307914,0.36936983,0.39841452,0.4404466,0.499663,0.5888378,0.7292584,0.9894918,1.0
0.047661874,0.00336012,0.622254,-0.047670983,0.27033928,-0.9985102,-0.5140617,0.30955526,1.0,1.1232536,0.45070323,0.28481048,0.9999854,0.0,0.3435307,0.34685808,0.3597206,0.3833405,0.41822723,0.47080818,0.5492272,0.68562406,0.9365704,1.0
0.14229286,-0.005769502,0.5237718,0.010925347,0.044287045,0.9999997,-0.50026524,0.21787362,0.0,1.0995824,3.7252903e-09,0.0035614371,1.0000004,0.0,0.3333178,0.33563346,0.34494418,0.36431924,0.39447024,0.44080055,0.52110267,0.654607,0.9275949,1.0
-0.028781999,0.0065678535,0.5851962,0.018665034,0.22796267,1.0000005,-0.63490415,0.0,0.0,1.1298213,-7.450581e-09,0.07412815,0.99999934,0.0,0.35287854,0.35975647,0.37416288,0.39803457,0.43496114,0.49475414,0.5836571,0.73880047,1.0,1.0
0.18545906,-0.020461025,0.6018781,0.015271719,-0.23926015,-0.97170925,-0.15692115,0.7698124,1.0,1.1773303,1.0,0.24524385,-1.0000002,0.0,0.32564482,0.32759836,0.33727992,0.35596392,0.3839503,0.42735904,0.4993176,0.6151595,0.8273311,1.0
0.007339954,-0.06337475,0.6462588,-0.03342413,-0.2945228,0.5716266,-0.1800474,-0.99999994,1.0,1.1059448,0.0,0.3804552,0.43968606,0.0,0.32485855,0.33212936,0.35008848,0.37852475,0.42118156,0.48674634,0.5777486,0.72103864,0.99164814,1.0
0.08847436,-0.003972225,0.61542296,0.029148096,-0.27567753,-1.191797,-0.096668005,0.9838397,1.0,1.1089101,0.0,0.38318467,0.15577288,0.0,0.33280885,0.33940837,0.3506061,0.369661,0.39754927,0.4352672,0.49621072,0.6145186,0.85143834,1.0
-0.091986746,-0.0713895,0.62474513,-0.061651245,0.015410949,1.0000002,-0.42306626,-1.0,0.0,1.1245788,-0.11638284,0.24066925,-0.46151802,1.0,0.33305278,0.34467694,0.36572483,0.39593235,0.4335716,0.4939925,0.5811301,0.6952715,0.91441315,1.0
0.1532132,-0.0009880025,0.5757708,-0.040877704,0.17856942,1.0000006,-0.6506423,-1.0000001,1.0,1.1303163,-1.21071935e-08,-0.12787151,0.47950682,1.0,0.31881776,0.32184136,0.33227256,0.35115063,0.37930185,0.42383564,0.49804553,0.6228236,0.8441299,1.0
-0.01378402,-0.0012559646,0.6049698,-0.031507123,0.23758844,-0.9995782,-0.49131322,0.4292406,1.0,1.1044888,-8.804724e-06,0.08206928,0.9999246,0.0,0.34775957,0.3565745,0.37081188,0.39484233,0.43158594,0.48656917,0.56933063,0.69507384,0.97742045,1.0
-0.031828865,0.04066769,0.56407,0.009382836,0.101486176,0.9999993,-0.55517435,-0.9999998,0.0,1.1347684,0.0,-0.0035858154,-1.0,1.0,0.35727173,0.36438146,0.37671602,0.39621663,0.42427048,0.46669993,0.5464059,0.6566454,0.95964533,1.0
0.039201483,-0.02195152,0.6507762,-0.023848899,-0.049391028,-0.9998696,-0.3484738,0.6859927,1.0,1.1240727,-2.7567148e-06,0.36152464,0.99997336,0.0,0.32300916,0.3286157,0.34200963,0.36490223,0.40170527,0.45675933,0.5441093,0.700134,1.0,1.0
0.10563394,0.0045483354,0.5674892,-0.01236349,0.13832803,1.0000005,-0.5089482,0.935756,0.0,1.1309668,-9.313226e-09,-0.07674968,0.99999946,0.0,0.33884144,0.33854997,0.3472545,0.36581206,0.39910358,0.44250143,0.5037828,0.5910992,0.76064116,1.0
0.0120885195,-0.00782747,0.70256966,-0.03578941,-0.23757707,-1.3129387,-0.21734142,0.9902629,0.0,1.1226487,0.0,0.3242088,-0.092894025,0.0,0.31961027,0.33006966,0.3482434,0.37301737,0.40625262,0.45059788,0.51688933,0.6304627,0.8427329,1.0
0.113436006,-0.010776008,0.5830343,0.058356658,-0.0032949597,-1.0014813,-0.3638966,0.7143865,1.0,1.1267297,3.1262636e-05,0.14800501,1.0002818,0.0,0.33684468,0.33934903,0.3484664,0.36590376,0.3946886,0.44451994,0.52632195,0.68552077,0.96658576,1.0
0.10071132,-0.009887866,0.6148533,-0.013580909,-0.031318318,-0.9999075,-0.31613922,0.60029227,0.0,1.1208624,-1.9520521e-06,0.30587804,-0.093686305,0.0,0.33762878,0.33979607,0.3532017,0.37755927,0.40925664,0.4573074,0.52659416,0.65079474,0.9045756,1.0
-0.03845007,-0.06840847,0.6361122,-0.042312894,-0.13506405,1.0000001,-0.19452763,-0.99999994,0.0,1.1745106,0.9999999,0.17627448,-1.6911675,0.0,0.33397624,0.34298182,0.36456415,0.3963794,0.43936336,0.4977185,0.5904184,0.7107632,0.9336961,1.0
0.09175621,0.01932891,0.7023061,-0.005048486,-0.25281835,-1.4898257,-0.15798855,1.0009634,0.0,1.1008687,4.313886e-06,0.27065277,-0.9999378,0.0,0.32928184,0.3351159,0.35034767,0.37829107,0.41604468,0.4774479,0.5840558,0.7759307,1.0,1.0
0.086196974,0.013490161,0.56970763,-0.040550828,0.15049803,-1.0,-0.5703113,0.3598167,1.0,1.1257637,0.0,0.02283001,1.0000005,0.0,0.32150537,0.3279328,0.3427737,0.3731221,0.4115225,0.47621998,0.5899598,0.7345947,0.959322,1.0
0.13801809,-0.004993606,0.61761403,0.0062997257,-0.3410253,0.17044182,-0.050106764,-0.99999994,1.0,1.1286001,1.8626451e-09,0.30213803,-0.99999934,0.0,0.33969575,0.34031683,0.35222712,0.36980754,0.39687455,0.43835613,0.5207217,0.6888488,1.0,1.0
0.02115361,0.027417429,0.60622716,0.002571024,0.1948175,0.9999995,-0.5598903,-2.132209,1.0,1.1311884,1.4901161e-08,0.019493878,-0.9999995,0.0,0.32964605,0.3350348,0.3495519,0.3786749,0.42561427,0.49009702,0.58286244,0.7354298,1.0,1.0
0.13596208,0.0485072,0.5516896,0.040108647,-0.06931017,0.99999297,-0.4167272,-1.0000001,0.0,1.1348732,1.4901161e-07,-0.059814453,-0.99999696,1.0,0.3375393,0.33768085,0.34483352,0.36024255,0.3857045,0.43238652,0.50837904,0.6259721,0.8379058,1.0
0.06289199,0.054780502,0.5433955,-0.046555236,0.48671538,0.9997349,-0.62254846,-0.77343017,1.0,1.1274444,5.9604645e-06,-0.2612611,-1.0272471,1.0,0.35338476,0.35700685,0.3642284,0.3798948,0.4058023,0.45756638,0.5264149,0.6415511,0.95625216,1.0
0.09408711,0.030823978,0.5432448,-0.020454451,0.42270136,0.99999964,-0.6827506,-0.8656754,1.0,1.1229737,0.0,-0.06920409,-0.9999998,0.0,0.34130144,0.34539863,0.3574052,0.37812468,0.41242397,0.46133092,0.5321124,0.6559794,0.8301387,1.0
0.031396065,-0.033135153,0.6895959,-0.0016118349,-0.05393095,-0.9998917,-0.26593935,0.7768448,0.0,1.1244512,-2.2947788e-06,0.37494272,0.31289375,0.0,0.3297633,0.33203006,0.3425534,0.36344212,0.39762712,0.44842407,0.52589303,0.64443386,0.85715675,1.0
0.1693097,0.02058118,0.6412541,0.009139756,-0.030424658,-1.2794591,-0.35965145,0.6407921,1.0,1.1220864,0.0,0.26738036,-0.45130488,0.0,0.3222519,0.3237548,0.33508545,0.353682,0.38324407,0.42808574,0.49324247,0.60444313,0.7715596,1.0
0.09134186,-0.029940382,0.63663435,0.00341895,-0.32903516,0.35636526,-0.05808425,-0.99999994,1.0,1.1349097,0.0,0.23260236,-0.9999997,0.0,0.32493618,0.32724163,0.33886293,0.36533982,0.4099721,0.47218698,0.5707484,0.7523493,1.0,1.0
-0.0003361437,-0.02142344,0.66010034,-0.018739507,0.08391569,-1.0017582,-0.4360149,0.62240684,0.0,1.1212792,3.696978e-05,0.34018093,0.29737267,0.0,0.32766235,0.33722362,0.35682952,0.38668174,0.42643476,0.48448798,0.5723986,0.7215252,1.0,1.0
0.07052843,-0.035681996,0.6492596,-0.010247159,-0.40575922,-0.9712553,0.009117842,1.0000004,1.0,1.1199222,0.0,0.3152014,-0.23714477,0.0,0.31041652,0.31741145,0.33327553,0.361074,0.40208402,0.45897597,0.54338795,0.68186134,0.97375214,1.0
0.14035016,-0.034223348,0.405638,0.010324883,0.088107795,0.23521608,-0.549983,0.0,1.0,1.1193852,0.0,-0.058612823,0.9999997,0.0,0.32158375,0.3252358,0.3366183,0.35713458,0.38959378,0.44303823,0.5306609,0.6508602,0.8315057,1.0
0.10637711,-0.04688342,0.45945844,0.0137745775,-0.31493866,1.0000006,-0.22486639,-1.0,0.0,1.1283977,-2.9802322e-08,0.11813617,-1.0000004,0.0,0.3149434,0.31852007,0.32966754,0.3497634,0.38159436,0.4303838,0.51229525,0.6476253,0.8313609,1.0
0.021226224,-0.005397281,0.59189606,-0.013366889,0.13737428,0.99999964,-0.5099598,0.94885635,0.0,1.1333543,7.450581e-09,0.06466174,0.59988415,0.0,0.31965998,0.3278462,0.34629542,0.37791023,0.41230276,0.4765428,0.5821405,0.7531441,1.0,1.0
0.19861215,0.023404839,0.5607087,0.01639208,0.13765125,0.9999996,-0.67417955,-1.4698013,1.0,1.1188264,0.0,-0.09973574,-0.36695266,0.0,0.3296427,0.33158103,0.3408986,0.3576484,0.38434482,0.42799193,0.49710995,0.5908797,0.7645938,1.0
0.044124458,-0.047738347,0.6470145,0.0027762547,-0.15543951,1.0000004,-0.28934848,-1.0223994,0.0,1.1011951,0.0,0.21785206,-0.16387008,1.0,0.33644384,0.33622733,0.34536535,0.36441657,0.39758107,0.44747102,0.5302685,0.6908104,0.99948025,1.0
0.030038146,-0.00500729,0.69295436,-0.015399462,-0.27924913,-1.2886199,-0.15109372,1.0220499,0.0,1.1201092,0.00010036118,0.26631415,-0.99860424,0.0,0.3249011,0.32984883,0.3425051,0.3643123,0.39879534,0.45046687,0.52848005,0.67603445,1.0,1.0
0.1354472,-0.011180845,0.5209733,-0.028812138,0.18956111,1.0000004,-0.5869808,-0.9999998,1.0,1.1349072,-7.450581e-09,0.016775608,0.9999997,0.0,0.33077127,0.33227104,0.34208137,0.3613685,0.39020592,0.43841693,0.5195999,0.65196955,0.9253909,1.0
