l_tor,no_tor,r_tor
-6.6963563,-5.359645,11.1906185
-8.580332,-6.9904003,14.640203
-0.21169621,-0.521817,0.6173913
11.203745,-3.095956,-9.384147
14.841024,-4.078207,-12.444467
3.470563,-1.0136645,-2.927638
3.0624285,-0.9003373,-2.5648108
-19.55174,-16.125845,33.835148
-12.84003,-10.562139,22.128233
9.919849,-2.7629726,-8.312269
2.0284662,-0.6164251,-1.7021657
8.276085,-2.3304846,-6.9440517
-1.7312227,-1.3634691,2.8917093
3.2907848,-0.96017385,-2.7471304
-12.959617,-10.639213,22.33403
-9.083174,-7.440008,15.592491
-9.754993,-7.998829,16.771858
-9.882119,-8.128614,17.015139
0.37802184,-0.425316,-0.10775471
-17.685091,-14.569686,30.552797
-15.910762,-13.125257,27.488821
-16.090279,-13.279223,27.813763
2.2629924,-0.6867673,-1.9049104
1.023174,-0.45776147,-0.70504963
-11.025562,-9.06944,19.004818
-11.602152,-9.54319,20.040157
-12.400369,-10.180684,21.351374
2.901797,-0.8581699,-2.4483848
-5.52676,-4.480165,9.414211
-0.4224848,-0.60670096,0.83477175
-8.328758,-6.7788296,14.204838
-16.112616,-13.284114,27.812107
-7.391062,-6.0299616,12.671192
2.9832845,-0.8815899,-2.5191042
-20.56601,-16.97505,35.565426
2.4889348,-0.7475841,-2.0984433
-1.5241975,-1.2099591,2.5598352
-2.0422058,-1.6202526,3.4093924
2.7839067,-0.8267682,-2.3507833
-11.20862,-9.187538,19.270132
-10.749038,-8.809911,18.46914
-13.160646,-10.812252,22.684181
-4.4948854,-3.5428615,7.389588
2.4592686,-0.7382602,-2.0717826
11.866169,-3.268155,-9.951983
-9.968485,-8.159372,17.114346
-8.127332,-6.69767,14.054977
-9.308596,-7.608999,15.904616
1.5925194,-0.5056723,-1.3108553
3.848545,-1.1120354,-3.243921
-2.6642532,-2.161423,4.5629992
7.5090837,-2.1050892,-6.313288
5.911542,-1.6690475,-4.9620953
-0.93060625,-0.7470042,1.532668
1.4073824,-0.47105864,-1.14894
7.8663263,-2.2008128,-6.609222
5.5965137,-1.579926,-4.7114444
-19.956339,-16.481499,34.507366
-10.844904,-8.898756,18.650742
-14.073304,-11.5949,24.295101
7.2682276,-2.03688,-6.1003733
-7.1586037,-5.8438277,12.1976
-17.401594,-14.334841,30.058743
9.654758,-2.6755438,-8.115981
6.0868387,-1.7238724,-5.114995
-20.18902,-16.654205,34.91402
-15.055044,-12.355308,25.963451
-7.3503847,-6.0453043,12.675585
2.99895,-0.8797258,-2.5115173
15.225399,-4.1807423,-12.76449
10.300248,-2.8592381,-8.644966
