l_tor,l_tor,l_tor,l_tor,l_tor,l_tor,no_tor,no_tor,no_tor,no_tor,no_tor,no_tor,r_tor,r_tor,r_tor,r_tor,r_tor,r_tor
cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2
17.649958,1.8108385,29.241442,3.1414468,1.4045875,4.043826,6.572803,0.67394257,10.892809,1.1695532,0.522604,1.5052929,14.004802,1.4366642,23.203072,2.4924903,1.114307,3.2083998
1.5034482,0.73885673,1.2484777,0.6491587,0.63106304,0.3025026,0.43874618,0.2201491,0.3728081,0.19289213,0.18860787,0.09439368,1.2482904,0.61651284,1.0422195,0.5413309,0.52695733,0.2552212
0.56124127,0.6471921,0.4738103,0.78139484,0.62479424,0.24781129,0.14605805,0.18629889,0.15271711,0.2203736,0.17843993,0.07603565,0.4557265,0.53805894,0.40480465,0.64663136,0.51849484,0.20930213
24.224941,7.8415017,13.921331,5.526778,5.1388597,5.9251986,6.911633,2.2423704,3.9982069,1.5758405,1.4684994,1.6874475,20.116245,6.515286,11.578816,4.5891676,4.269006,4.918859
0.5946656,0.525246,0.4471557,0.5874178,0.5190685,0.55209696,0.1692699,0.15455069,0.14590508,0.17033952,0.15152669,0.16493945,0.49100518,0.4373694,0.38081813,0.48767406,0.4315882,0.46132746
0.15167457,0.43583167,0.5027856,0.35290688,0.42189774,0.4336443,0.04303489,0.13206755,0.15424481,0.106297664,0.12791958,0.13306849,0.12450492,0.36437073,0.42138642,0.29465526,0.3527919,0.36372256
0.51219773,0.5839368,0.35582137,0.7081388,0.5846498,0.4320516,0.13297762,0.1679911,0.120994836,0.19953254,0.16666219,0.12810692,0.41552383,0.48496985,0.3074294,0.58544797,0.484628,0.3614419
0.19924252,0.41046733,0.3150175,0.49487898,0.44816506,0.48877156,0.054285847,0.12295626,0.102222286,0.14564367,0.13307422,0.14723337,0.16255769,0.34243512,0.26726192,0.41140026,0.37329352,0.40838164
1.5978649,0.074276984,0.0019826293,0.026503474,0.14543675,0.01516515,0.50073403,0.021700595,0.00019975007,0.009704217,0.044087104,0.0032634288,1.3361635,0.06149915,0.0015442073,0.022734597,0.12110788,0.012198836
0.074876174,0.35964882,0.23602581,0.42844078,0.41135144,0.48309654,0.01998772,0.10933092,0.07673333,0.12843665,0.12400976,0.14701402,0.060393907,0.29991388,0.19944602,0.35633817,0.34253561,0.40308464
0.13652258,0.37510148,0.33695364,0.36963558,0.3590482,0.47634816,0.042058907,0.1149747,0.105941355,0.11310177,0.10992232,0.14675114,0.113208055,0.3123938,0.2819273,0.3076721,0.2989074,0.3971748
7.6711683,1.0837008,3.721914,2.1035917,1.140668,0.9619951,2.716853,0.3836562,1.3172126,0.7442883,0.40353173,0.34063208,6.2177467,0.8783693,3.0166776,1.7048913,0.92445546,0.7797354
0.0897293,0.39720988,0.27038157,0.4219201,0.419222,0.41797817,0.032027204,0.11918966,0.08578093,0.12477517,0.12509225,0.12687445,0.078481644,0.33186275,0.22857827,0.3514146,0.3498342,0.3503952
0.114403486,0.21259582,0.009669945,0.24804457,0.23952645,0.2691825,0.04687435,0.08616699,0.0046378076,0.1004672,0.096995614,0.10901204,0.08883867,0.16494992,0.0077531934,0.19242969,0.1858142,0.20886046
0.27169138,0.18187447,0.5830318,0.38841712,0.18349239,0.16023636,0.08474061,0.05565436,0.18270102,0.12083271,0.0560668,0.04881435,0.22724792,0.15136395,0.4869172,0.32388982,0.15272194,0.13337804
0.20778298,0.18569194,0.40687406,0.25661653,0.1857636,0.039134547,0.10848204,0.09816706,0.21332836,0.13539062,0.098351456,0.021153904,0.13913092,0.12451159,0.27265665,0.17202865,0.1245743,0.026256867
2.8905349,1.0842808,2.0045736,0.99179757,1.0182507,0.09251827,0.8349703,0.31835988,0.5902816,0.29054597,0.29907447,0.021244027,2.3987098,0.9031843,1.6708857,0.8257081,0.8482394,0.07308306
2.1638198,0.18085143,3.5111005,0.25762495,0.18658711,0.42541522,0.69757676,0.057639968,1.1337692,0.081850834,0.058996905,0.13837627,1.7824566,0.14867558,2.893544,0.21164562,0.1532434,0.35111126
0.5349045,0.17508736,1.2335225,0.43909162,0.22016783,0.1031805,0.16572198,0.055604283,0.3843947,0.13659704,0.069332875,0.034162205,0.4422955,0.14537135,1.0221479,0.36358693,0.18256271,0.086227596
0.026993565,0.16089678,0.22379886,0.23084301,0.17094547,0.09909622,0.01328899,0.07501612,0.10377384,0.1074402,0.079832196,0.04590968,0.019734886,0.11667444,0.1622223,0.16734703,0.12397906,0.071846485
1.2616352,0.12775773,0.2618392,0.20690894,0.18775532,0.1623491,0.40107584,0.037912298,0.081073284,0.062130187,0.05631328,0.048527285,1.0511264,0.105286054,0.2168239,0.17078528,0.15493393,0.13399622
2.02361,1.8590604,0.15430583,1.513797,2.071011,2.8424742,1.1560265,1.06241,0.08767794,0.86489207,1.1835499,1.6246895,1.2989138,1.1933726,0.09903716,0.9717085,1.3294294,1.8246442
2.6215003,0.8723796,1.3213108,0.8005875,0.5979948,0.8997561,0.81064403,0.2681408,0.41383284,0.24351585,0.18187773,0.2758696,2.1931686,0.7293481,1.1087477,0.6680218,0.49911192,0.7519754
