l_tor,l_tor,l_tor,l_tor,l_tor,l_tor,no_tor,no_tor,no_tor,no_tor,no_tor,no_tor,r_tor,r_tor,r_tor,r_tor,r_tor,r_tor
cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2
1.206398,0.20980835,0.20861626,0.32544136,1.2254715,1.4305115,0.32782555,0.059902668,0.06020069,0.0834465,0.3451109,0.3966689,1.0097027,0.17344952,0.19133091,0.28014183,1.0615587,1.2403727
1.4972687,0.3027916,0.2169609,0.15616417,1.5330315,1.7887354,0.24840236,0.07227063,0.06839633,0.039041042,0.1962483,0.20965934,1.3160706,0.2604723,0.19192696,0.1513958,1.4126301,1.6766787
1.4388561,0.3194809,0.22351742,0.013113022,1.7428398,1.9592047,0.23588538,0.067055225,0.06556511,0.046044588,0.19475818,0.18641353,1.2618303,0.28192997,0.18715858,0.027418137,1.6075373,1.8316507
1.2147427,0.17642975,0.25212765,0.25510788,1.5115738,1.6921759,0.28178096,0.04529953,0.061690807,0.048279762,0.31530857,0.3412366,1.052022,0.15258789,0.21994114,0.21755695,1.3828278,1.5628338
1.4871359,0.24497509,0.20265579,0.06735325,1.6951561,1.8584728,0.24229288,0.052899122,0.0628829,0.06347895,0.18656254,0.16987324,1.3035536,0.21606684,0.16927719,0.043213367,1.565814,1.7431378
1.2946129,0.16450882,0.24020672,0.2527237,1.7130375,1.8686056,0.26389956,0.051409006,0.060349703,0.044852495,0.25451183,0.2925098,1.1181831,0.14066696,0.21219254,0.21994114,1.5562773,1.7136335
1.5550852,0.2682209,0.086426735,0.014901161,1.7142296,1.8119812,0.2539158,0.051259995,0.07018447,0.053197145,0.21621585,0.1898408,1.4260411,0.24855137,0.049173832,0.038146973,1.6635656,1.7932057
1.2242794,0.23245811,0.15854836,0.27537346,1.3124943,1.5580654,0.31977892,0.058710575,0.046789646,0.068843365,0.33259392,0.38325787,1.0418892,0.20444393,0.14603138,0.24318695,1.1605024,1.3816357
1.4674664,0.20265579,0.2360344,0.029802322,1.4781952,1.4984608,0.3004074,0.053942204,0.06407499,0.050365925,0.27298927,0.24706125,1.2743473,0.17642975,0.20265579,0.023841858,1.3309717,1.3679266
1.2612343,0.28967857,0.21576881,0.13232231,1.2588501,1.4305115,0.3451109,0.084638596,0.06318092,0.024437904,0.3555417,0.39696693,1.0567904,0.24616718,0.19907951,0.10967255,1.090765,1.2409687
1.2362003,0.20742416,0.2527237,0.33080578,1.4823675,1.744628,0.28803945,0.055283308,0.05543232,0.056773424,0.30905008,0.35226345,1.0687113,0.17821789,0.21338463,0.29802322,1.3530254,1.603365
1.1992455,0.2014637,0.20742416,0.32663345,1.2278557,1.4364719,0.33199787,0.0628829,0.05543232,0.08195639,0.34093857,0.39488077,1.0097027,0.17046928,0.18954277,0.28550625,1.0633469,1.2469292
1.2075901,0.20623207,0.20384789,0.33020973,1.2266636,1.4352798,0.3311038,0.06258488,0.056624413,0.08136034,0.3415346,0.39547682,1.0102987,0.17166138,0.19013882,0.28669834,1.0627508,1.2463331
1.1265278,0.18417835,0.29683113,0.2682209,1.308322,1.4859438,0.31292439,0.05632639,0.07122755,0.065267086,0.34093857,0.3913045,0.9548664,0.16272068,0.2592802,0.23663044,1.1515617,1.3101101
1.4984608,0.3027916,0.2169609,0.15556812,1.5342236,1.7887354,0.24825335,0.07212162,0.06824732,0.039041042,0.1962483,0.20965934,1.3154745,0.2604723,0.19192696,0.15199184,1.412034,1.6760826
1.5807152,0.31232834,0.07867813,0.03159046,1.6617775,1.7207861,0.23856759,0.051259995,0.07361174,0.057071447,0.19282103,0.16227365,1.3890862,0.27954578,0.05543232,0.012516975,1.5306473,1.6191602
1.4394522,0.2938509,0.13589859,0.027418137,1.3494492,1.5419722,0.39368868,0.085532665,0.04172325,0.006556511,0.3823638,0.42647123,1.2129545,0.24855137,0.1269579,0.020861626,1.1718273,1.3417006
1.4221668,0.25689602,0.1847744,0.01847744,1.5538931,1.6319752,0.25048852,0.06645918,0.06958842,0.018179417,0.20295382,0.22158027,1.2266636,0.2193451,0.16331673,0.005364418,1.4078617,1.4865398
1.5932322,0.27120113,0.08195639,0.00834465,1.783967,1.8882751,0.17106533,0.037550926,0.07495284,0.06720424,0.10162592,0.07271767,1.527071,0.26375055,0.03248453,0.024437904,1.8280745,1.988411
1.2004375,0.19013882,0.2682209,0.27656555,1.449585,1.6146898,0.27954578,0.05185604,0.057816505,0.048577785,0.2899766,0.31650066,1.0246038,0.16570091,0.24199486,0.24437904,1.2916327,1.4483929
1.2397766,0.20623207,0.2747774,0.3260374,1.4656782,1.7505884,0.28818846,0.053346157,0.059604645,0.054836273,0.30130148,0.35196543,1.0770559,0.17881393,0.24080276,0.29325485,1.3422966,1.6242266
