cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2
0.9948243,0.101609945,0.9631056,-0.26912364,-0.030203713,-0.45077586
0.9998513,-0.017246742,0.9217084,-0.3878835,-0.016326474,0.062130254
0.99903166,0.043997332,0.9726169,-0.23241417,0.15163222,0.25304744
0.9902061,0.13961312,0.9868122,-0.16186954,-0.1044308,-0.083597824
0.99461305,0.103657275,0.95051825,-0.31066865,0.114813834,0.31106254
0.9952055,0.097805604,0.9985027,-0.054702703,-0.05862996,0.038746204
0.99999887,-0.0014916112,0.93337095,-0.35891315,0.027431786,0.28218102
0.9963278,0.085620575,0.9963369,-0.08551526,-0.08205031,-0.1640076
0.9990238,0.044175535,0.90780735,-0.41938746,0.15013102,0.09281833
0.9945616,0.10415008,0.9527071,-0.30389,-0.061857246,-0.40590364
0.995889,0.09058211,0.99225265,-0.124236494,0.1371589,0.13488019
0.9928302,0.11953314,0.99514985,-0.09837053,0.058366224,-0.21307261
0.9915538,0.12969612,0.993414,-0.1145802,0.057681706,-0.20595765
0.9938101,0.111091934,0.9961293,-0.08790025,0.10295535,-0.029085927
0.999999,-0.0014231206,0.9205787,-0.39055702,-0.113784365,-0.01569184
0.9996733,0.025558636,0.96380126,-0.26662162,0.11247727,0.30481386
0.9999767,-0.0068241195,0.91358477,-0.4066484,0.05771229,-0.15725707
0.99906105,0.043324057,0.93444717,-0.3561018,-0.1786368,-0.1347989
0.99932295,0.036791068,0.9301026,-0.3672998,0.017375775,0.39557385
0.98824126,0.15290272,0.9886928,-0.14995486,-0.02757849,-0.0369392
0.99194044,0.12670481,0.9860061,-0.16670933,0.13789064,0.09750616
0.99585503,0.09095452,0.9371619,-0.34889466,-0.077027716,-0.37621397
0.99657655,0.082675256,0.9951,-0.0988735,-0.027439421,-0.30244905
0.9960665,0.08860882,0.9723603,-0.23348528,-0.18259987,-0.17799444
0.98914963,0.14691159,0.9898968,-0.1417898,0.02784007,-0.14309275
0.9962214,0.08684955,0.9807098,-0.19546942,-0.17772453,-0.16471893
0.99982446,-0.018734634,0.92243266,-0.3861579,0.01427047,-0.069655366
0.99818635,0.06019999,0.9837436,-0.1795787,-0.06726544,-0.37455338
0.9998972,-0.014339743,0.92127407,-0.38891396,0.01920403,-0.14905906
0.9958925,0.09054342,0.9722357,-0.23400377,0.010305189,0.47788405
0.9998407,0.017848488,0.894684,-0.44669956,0.09700315,-0.10482459
0.99977237,0.02133509,0.8981292,-0.43973157,-0.03521492,0.23292968
0.9976369,0.06870632,0.93851984,-0.34522533,0.17516187,0.1854783
0.99053574,0.13725488,0.9883852,-0.15196958,-0.013347819,0.25764054
0.99402285,0.109172314,0.99041635,-0.13811383,0.027153173,-0.3864434
0.99058557,0.13689505,0.98922426,-0.14640832,0.109201625,0.0371886
0.9944486,0.10522361,0.96352106,-0.26763257,-0.15460584,-0.2270127
0.9995374,0.030412726,0.89156234,-0.452898,-0.019113839,0.2093242
0.9994612,0.03282352,0.9401076,-0.34087792,0.17344211,0.14096877
0.998977,0.04522055,0.88878477,-0.4583248,-0.0406191,-0.18448189
0.99416715,0.107850075,0.9957085,-0.09254497,-0.10929506,-0.011071219
0.9994274,0.03383698,0.941143,-0.3380087,-0.1775307,-0.14070301
0.9960438,0.0888637,0.99421144,-0.10744102,-0.0013532169,-0.34416723
0.99398094,0.1095532,0.96049356,-0.2783022,-0.1302869,-0.26972952
0.9999404,0.010918014,0.90390193,-0.42773977,0.11551513,-0.068419956
0.9999992,0.0012654667,0.91766614,-0.39735225,-0.021811388,0.26165515
0.99968916,0.02493064,0.899788,-0.43632725,-0.13325185,0.01629446
0.99999446,0.0033293644,0.941203,-0.33784163,-0.12248595,-0.16963324
0.99919456,0.04012739,0.8923148,-0.45141363,-0.014874469,-0.22429127
0.9981789,0.06032299,0.97756094,-0.21065275,-0.04320628,-0.4313569
0.9967463,0.08060253,0.9945764,-0.104008354,0.08699968,0.21333052
0.9991019,0.04237255,0.95768,-0.2878351,0.039587412,0.43316308
0.98933506,0.14565781,0.99082327,-0.13516362,0.061295323,-0.06985507
0.99946576,0.032682993,0.94429666,-0.32909542,-0.031973153,-0.40510294
0.9981094,0.061462738,0.9458431,-0.32462415,-0.18554118,-0.17223623
0.9967081,0.08107381,0.99495244,-0.10034765,-0.086471125,-0.20671572
0.998171,0.06045375,0.91019267,-0.4141851,-0.14494678,-0.16177046
0.9979464,0.06405521,0.9065523,-0.42209342,-0.115700535,-0.20930132
0.99939775,0.03470049,0.8887079,-0.45847386,0.105750434,0.0023475818
0.9999351,0.01139295,0.9345523,-0.3558258,0.02190379,0.3424685
0.99787563,0.0651473,0.9869222,-0.16119717,0.066723906,0.35608006
0.9992888,0.03770814,0.9314344,-0.36390924,-0.019315895,-0.3978915
0.9989923,0.044880833,0.975537,-0.21983536,-0.14596494,-0.26432076
0.999837,-0.018056558,0.9217558,-0.38777086,0.034857225,-0.040223427
0.99767005,0.06822404,0.9781903,-0.20771077,0.17470199,0.1981995
0.988833,0.1490277,0.98565245,-0.1687875,0.060293242,0.13127877
0.99159944,0.12934652,0.9749743,-0.22231765,-0.06682132,-0.30180788
0.9900352,0.14082013,0.9820918,-0.18840304,-0.065153405,-0.21272612
0.9955291,0.09445542,0.99890935,-0.04669214,0.031591546,-0.102461934
0.9996327,0.027100049,0.96666604,-0.25604048,-0.106075734,-0.32457852
0.9990864,0.042736083,0.88408273,-0.4673304,-0.061492126,-0.09452131
0.99006516,0.1406095,0.9909323,-0.13436206,-0.09688613,0.027735535
0.99541014,0.09570057,0.97339857,-0.22911845,-0.010287863,-0.46837124
0.99093753,0.1343234,0.9789941,-0.20388882,-0.05251384,-0.2857425
0.99062157,0.13663436,0.9902652,-0.13919346,-0.11125476,-0.009494866
0.9974932,0.070761874,0.9901568,-0.13996221,0.064806305,0.32902306
0.9964261,0.084468916,0.9396502,-0.34213668,0.15425278,0.23607449
0.9908902,0.134672,0.9926905,-0.120687924,0.09267796,-0.064276494
0.99937093,0.035464313,0.88419974,-0.467109,0.004475322,-0.13687046
0.9990793,0.04290135,0.92061204,-0.39047846,0.16861941,0.10742836
0.99726665,0.07388658,0.98028207,-0.19760324,-0.021959854,-0.45113257
0.9959171,0.09027267,0.948275,-0.31744993,-0.045888253,-0.43571767
0.9999796,-0.0063882447,0.9195546,-0.3929623,0.022055779,-0.22240879
0.9915816,0.12948297,0.98037857,-0.19712384,0.13415955,0.15476169
0.999994,0.0034776905,0.9466875,-0.3221533,0.113534324,0.21609734
0.9994799,0.032249108,0.9594249,-0.2819642,0.16944207,0.20335224
0.995026,0.099615335,0.9899715,-0.1412673,0.15202244,0.11293029
0.99984556,0.01757497,0.9220891,-0.38697758,-0.00048788116,0.33743644
