l_tor,l_tor,l_tor,l_tor,l_tor,l_tor,no_tor,no_tor,no_tor,no_tor,no_tor,no_tor,r_tor,r_tor,r_tor,r_tor,r_tor,r_tor
cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2
1.5733476,0.8756407,0.53833646,0.5910532,0.90255636,0.5645291,1.1767589,0.65143764,0.43974754,0.31744075,0.6423389,0.37337023,2.6880584,1.4952542,0.9210242,1.0051491,1.5427673,0.95804137
0.24597442,0.5985465,0.524822,1.2126288,0.36876294,0.5116192,0.078330845,0.1752595,0.15654898,0.35644478,0.11215346,0.1504212,0.21260606,0.50060713,0.44208106,1.0196348,0.31336126,0.43010408
28.149727,536.6408,878.02814,543.97754,1115.9528,828.50134,7.7682853,205.13812,329.56726,207.72472,423.77893,314.72452,24.329048,533.52405,865.4697,540.5478,1106.0555,820.8607
320.48355,195.58267,295.5067,122.84709,301.303,1243.7911,200.77759,122.66198,184.97136,77.38721,187.31174,779.7502,328.60986,200.7323,305.1629,126.361694,308.81055,1283.6116
0.66825795,4.007098,7.9218197,11.108406,8.590151,4.9554987,0.27052993,0.30135468,0.2132091,0.4574315,0.51879084,2.0252016,0.053921938,2.2041008,3.262927,4.3302736,3.1352828,0.6783674
0.22315302,0.41502658,0.30691075,0.52086186,0.40196195,0.43364382,0.06699392,0.12286254,0.100356296,0.15230542,0.11960387,0.13168712,0.18828371,0.3473066,0.26359138,0.4346748,0.3369007,0.36550552
433.21112,36.5996,87.15217,213.04857,126.04152,35.73967,28.03531,2.2871308,5.772357,13.93145,8.717568,0.9465809,385.30008,32.505173,77.54619,189.5039,112.227875,31.621689
0.1947571,1.2989768,1.6063681,6.426296,0.83686316,0.35592365,0.12762873,0.9418802,1.1710633,4.7708435,0.60214096,0.24091166,0.34392786,2.2339864,2.7669234,11.00142,1.446021,0.6314678
0.31257313,0.38517502,0.2517387,0.29892796,0.42091808,0.40357625,0.0996724,0.11573745,0.079180926,0.08772494,0.12607053,0.122565195,0.2654463,0.3223842,0.21273498,0.2489745,0.35206437,0.33905572
