l_tor,l_tor,l_tor,l_tor,l_tor,l_tor,no_tor,no_tor,no_tor,no_tor,no_tor,no_tor,r_tor,r_tor,r_tor,r_tor,r_tor,r_tor
cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2
0.22265115,0.5312643,0.4390328,0.6006783,0.5357317,0.28080648,0.05412376,0.15592054,0.13743359,0.1731353,0.15621334,0.08603331,0.17806095,0.4431806,0.37175,0.4990716,0.44623423,0.236978
4.3526144,0.08352432,1.2750691,1.0815132,0.18321857,0.3079635,1.4913716,0.02917897,0.43632877,0.37076032,0.063291736,0.10599801,3.5462,0.06839676,1.0385425,0.88140833,0.14960565,0.25126743
2.920864,0.6631651,0.97192276,1.0386817,0.22927651,1.3712971,1.0272267,0.23287839,0.34225166,0.3648824,0.08017818,0.48187557,2.3538668,0.53416085,0.7833972,0.83671784,0.18447554,1.1047506
2.838162,0.41481423,4.7343454,0.57822156,0.667309,1.7910023,0.8901084,0.13176961,1.4832164,0.18236911,0.21039198,0.56415,2.3389173,0.3422828,3.8998268,0.47662514,0.55006325,1.476424
0.5744458,0.22325578,0.48107567,0.15224306,0.43948588,0.24955204,0.22536814,0.08778348,0.18713647,0.060146414,0.17221011,0.098070174,0.44982016,0.17489928,0.37619457,0.11934495,0.34409624,0.1955099
6.6013694,1.2647836,1.1956173,0.88174415,1.102547,0.7067218,2.2074256,0.42413923,0.39736822,0.29668117,0.37040317,0.23813918,5.397908,1.0344746,0.9769604,0.72150826,0.9019879,0.57838154
0.42187566,0.2709965,0.25562903,0.1345642,0.2846567,0.24188526,0.17292073,0.11114921,0.10364011,0.055607438,0.11671351,0.09941211,0.32660854,0.2098239,0.19755691,0.10429316,0.22038981,0.18735503
0.62362,0.4381854,0.49911076,0.46648735,0.42816573,0.5490533,0.19195603,0.1343714,0.15883037,0.14210407,0.13040604,0.16890472,0.51843107,0.36447167,0.41801262,0.38756037,0.35569426,0.457031
1.8275994,0.15769015,0.79657125,0.12094714,0.24830028,0.27962333,0.5895523,0.050315306,0.257021,0.039424825,0.079451405,0.08964163,1.5118086,0.13012621,0.6588959,0.10035074,0.20511317,0.23090687
