cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2
0.4779686,-0.8783769,-0.98396933,0.17833775,5.019157,8.568787
0.8681563,-0.4962908,-0.3709532,0.9286516,2.1094651,8.853401
0.17018133,0.9854128,-0.7248193,-0.68893903,-0.74372476,-0.4938782
0.4258144,0.90481055,-0.33114564,0.9435797,3.5854175,-3.648001
0.99717647,0.07509399,0.9505155,0.31067705,3.4119744,-5.636012
0.9957158,0.092466325,0.95659876,-0.2914083,0.4432267,-0.9155873
-0.0028595706,0.9999959,-0.6039527,-0.7970202,0.1812218,-1.6138669
-0.55479777,0.83198524,0.94268805,-0.33367544,-2.6538236,15.413819
0.834696,-0.550711,0.14856091,0.9889033,-0.13091674,11.155546
0.8207291,-0.5713176,-0.9996799,0.025298718,4.4012733,-2.090366
0.98526865,0.17101371,0.98196363,-0.18906994,0.2711043,-0.092590906
0.99998385,0.005687276,-0.90276456,-0.430135,4.638804,-0.8669436
-0.682425,-0.7309556,-0.81915987,-0.57356524,1.0530725,1.7360327
0.29406232,-0.9557862,-0.96658957,0.25632906,2.0223856,0.15695614
0.9603638,0.2787496,0.26432806,-0.96443284,-0.23653947,11.653376
0.7325661,-0.6806959,-0.2412387,0.97046584,0.71177423,8.42559
0.8431409,0.5376927,-0.9215721,-0.38820732,0.52742755,8.933707
0.8282126,-0.56041396,-0.5229858,-0.85234135,-0.22702703,8.869367
0.9999548,0.009505543,0.8747061,-0.48465377,-0.2528415,0.3683852
0.845931,0.53329235,0.56799775,-0.8230301,-2.1313388,14.293293
0.9093989,-0.41592497,0.28916374,-0.9572796,-2.1428022,12.857611
0.9796788,0.20057276,0.95487905,0.29699507,-3.6124747,11.319887
0.99935555,0.03589458,0.8579319,-0.51376337,0.25972995,-0.2703104
0.33888274,-0.9408286,-0.3281543,0.9446241,0.47823912,0.33734173
0.94185627,-0.33601606,-0.64318675,0.76570934,-1.6337374,8.23111
0.92708355,0.37485483,-0.90023524,0.4354039,-3.4115953,7.2751307
0.98466355,0.17446403,-0.2149302,0.97662944,0.042279076,10.856354
0.99304086,0.11777058,0.9726456,-0.23229422,0.13243309,-0.7969219
0.8022643,0.596969,-0.5525698,0.83346665,0.8658102,5.2102675
0.9969049,0.07861716,0.92333525,-0.38399476,-0.4344569,0.5346608
0.9854581,0.1699187,-0.40323818,0.9150951,2.0523615,8.590118
0.89705884,-0.4419111,0.2563188,0.9665923,-1.2691865,13.156622
0.84304935,0.53783625,0.92535865,-0.3790928,0.14817654,6.736489
0.98511195,0.1719142,0.894042,-0.44798306,0.3381674,-0.73416346
0.87416965,0.48562065,0.72749585,-0.6861121,-3.541384,15.698193
0.9999068,-0.01365576,0.89294887,-0.4501581,0.22435956,-0.43763715
0.6036993,0.79721206,0.092546165,-0.9957084,-1.084188,0.6046598
0.95785743,-0.287244,0.92730445,0.37430793,-0.47748944,1.4397768
0.9827625,0.18487242,0.93302846,-0.3598026,0.25964698,-0.6546979
0.785009,0.61948436,-0.9905775,0.13695334,1.2118473,10.614986
0.79187214,-0.6106869,0.029436808,0.9995666,0.931765,10.125404
0.9736796,0.2279212,-0.29578412,-0.9552548,-0.36439613,11.706259
0.99999994,0.00039455373,-0.997749,0.06705996,4.5735335,6.4008083
0.99877995,-0.04938227,0.93135345,-0.36411634,0.12367313,-0.4848728
-0.3296988,0.9440862,0.9860161,0.16665012,4.4770436,-4.2109165
0.99887276,0.047468435,-0.7418676,0.67054635,0.8386089,9.290044
-0.37963048,-0.9251382,0.4209385,0.9070892,-2.5608647,4.836302
0.9820403,-0.18867145,-0.960551,-0.27810377,2.3290923,9.7672205
0.99870026,-0.050968844,0.9987912,0.04915403,0.058330014,0.09922181
0.44488993,0.89558524,0.22070564,-0.9753405,0.4228416,-1.7450788
0.6783156,0.73477066,0.06372062,-0.9979678,-1.7604295,1.0257858
0.9894202,0.1450784,0.9959619,0.0897768,1.066449,-2.8623018
0.53802645,-0.84292793,-0.2147454,0.9766701,1.7191486,-1.5476795
-0.37759823,0.92596954,-0.9841689,0.17723332,-0.63488984,-0.3998043
