cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2
0.9947092,0.10273095,0.9957322,-0.09228981,-0.11138768,0.116007075
0.9997311,0.023186691,0.9178167,-0.39700443,0.041209105,-0.31197158
0.9947814,0.10202935,0.98128366,-0.19256781,0.02488555,-0.41771036
0.99747956,0.07095405,0.979677,-0.20058154,0.0141364,-0.46512166
0.99543566,0.09543519,0.9959369,-0.09005395,0.056481436,-0.23975416
0.99886835,0.047560494,0.9023207,-0.4310654,0.018473083,-0.2918843
0.9942823,0.10678324,0.9909601,-0.13415675,0.054220468,-0.33599684
0.9897543,0.14278108,0.98511857,-0.17187618,0.042631052,-0.2289119
0.9995243,0.030840337,0.9012964,-0.43320304,0.11213526,-0.08366898
0.9888032,0.14922544,0.98126686,-0.1926534,-0.0031143848,-0.19555956
0.9999158,0.012977428,0.9588957,-0.28375873,-0.103861816,-0.22860807
0.99899083,0.044914432,0.91348636,-0.4068693,-0.1567044,-0.027311813
0.9942084,0.107469134,0.95190334,-0.30639848,-0.04755823,-0.37064418
0.9976372,0.06870261,0.99364936,-0.11252069,0.028710911,0.29404047
0.9990328,0.04397177,0.88661176,-0.46251437,0.0494017,-0.11781394
0.99784875,0.06555843,0.9827762,-0.18479957,0.004545955,0.42484242
0.999745,0.022581277,0.9496508,-0.31331033,-0.008878363,-0.38583246
0.99112475,0.13293506,0.97863877,-0.20558734,0.118463725,0.103883795
0.9974914,0.070787415,0.91042817,-0.41366723,-0.11099112,-0.17266205
0.9927675,0.12005276,0.9590083,-0.28337798,0.038149152,0.371198
0.9971852,0.074978076,0.99733865,-0.07290853,-0.07225176,-0.10493858
0.999208,0.039792996,0.94515806,-0.32661334,-0.008955893,0.43477
0.99058986,0.13686383,0.98854935,-0.15089776,0.10922562,-0.10268953
0.999926,-0.012167015,0.93870413,-0.34472385,0.086315565,0.060355917
0.99998105,-0.006161665,0.9434677,-0.33146453,0.043537274,0.20699713
0.996948,0.07806827,0.95777977,-0.28750294,-0.1999275,-0.112676956
0.9999166,0.012913211,0.93064064,-0.36593443,0.023301156,-0.32118833
0.9990349,0.0439238,0.9306965,-0.36579236,0.01567817,-0.408816
