l_tor,l_tor,l_tor,l_tor,l_tor,l_tor,no_tor,no_tor,no_tor,no_tor,no_tor,no_tor,r_tor,r_tor,r_tor,r_tor,r_tor,r_tor
cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2
0.18835068,0.101327896,0.16212463,0.37908554,1.0156631,1.1575222,0.15258789,0.07390976,0.14066696,0.3027916,0.8380413,0.95129013,0.35762787,0.16450882,0.28133392,0.6198883,1.7881393,1.9979477
1.1599064,0.22172928,0.013113022,0.0834465,0.98347664,1.7523766,0.32186508,0.060796738,0.0011920929,0.020563602,0.2706051,0.47683716,0.98228455,0.17642975,0.02861023,0.071525574,0.8368492,1.4710426
1.1444092,0.20980835,0.02861023,0.23841858,1.0824203,1.7261505,0.32663345,0.059604645,0.0,0.06556511,0.29563904,0.46133995,0.96797943,0.18596649,0.0047683716,0.20503998,0.9059906,1.4448166
0.02861023,0.009536743,0.05722046,0.30517578,1.001358,1.0728836,0.019073486,0.0023841858,0.042915344,0.2503395,0.83208084,0.8916855,0.019073486,0.0,0.1001358,0.51498413,1.7595291,1.8644333
0.9918213,0.19073486,0.14305115,0.1335144,0.9870529,1.7881393,0.27418137,0.047683716,0.035762787,0.02861023,0.26583672,0.48279762,0.82969666,0.15974045,0.10251999,0.10251999,0.82731247,1.502037
1.3685226,0.3027916,0.14424324,0.02026558,1.3232231,1.5723705,0.3734231,0.08583069,0.04261732,0.00834465,0.37819147,0.4312396,1.1456013,0.24437904,0.13053417,0.013113022,1.1473894,1.3500452
1.1897087,0.2002716,0.0023841858,0.27179718,1.0490417,1.7642975,0.33974648,0.05364418,0.0011920929,0.07092953,0.28133392,0.47564507,0.9942055,0.16450882,0.011920929,0.22172928,0.872612,1.4829636
0.20980835,0.11205673,0.19311905,0.31232834,1.0824203,1.2016296,0.18835068,0.096559525,0.13947487,0.24437904,0.91195107,1.0073185,0.38862228,0.18715858,0.32782555,0.5328655,1.8894672,2.0861626
1.4126301,0.2682209,0.15258789,0.0023841858,1.3542175,1.5091896,0.3862381,0.07927418,0.046491623,0.015199184,0.3835559,0.41633844,1.1873245,0.22411346,0.13768673,0.008940697,1.181364,1.3118982
1.4913082,0.17404556,0.101327896,0.00059604645,1.1730194,1.7094612,0.30085444,0.040084124,0.012069941,0.061690807,0.19848347,0.28282404,1.3262033,0.16391277,0.09894371,0.019073486,1.0919571,1.5705824
1.039505,0.19073486,0.071525574,0.19073486,1.0299683,1.7738342,0.2872944,0.0500679,0.009536743,0.046491623,0.27537346,0.47922134,0.86307526,0.16212463,0.047683716,0.16212463,0.84877014,1.4925003
1.0347366,0.0667572,0.0333786,0.3862381,1.0490417,1.7547607,0.29325485,0.019073486,0.0023841858,0.10967255,0.2837181,0.4720688,0.8678436,0.0667572,0.019073486,0.333786,0.8678436,1.4638901
0.0500679,0.076293945,0.07867813,0.23841858,1.0204315,1.103878,0.047683716,0.047683716,0.06198883,0.19550323,0.8511543,0.91552734,0.11444092,0.11920929,0.1335144,0.40531158,1.8072128,1.912117
1.1444092,0.22411346,0.011920929,0.18835068,0.98228455,1.7881393,0.32246113,0.06020069,0.0035762787,0.049471855,0.26106834,0.48458576,0.9584427,0.19073486,0.0047683716,0.15497208,0.808239,1.5044212
