l_tor,l_tor,l_tor,l_tor,l_tor,l_tor,no_tor,no_tor,no_tor,no_tor,no_tor,no_tor,r_tor,r_tor,r_tor,r_tor,r_tor,r_tor
cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2
0.32901764,0.0166893,0.11920929,0.16450882,0.53167343,1.0490417,0.28848648,0.023841858,0.09536743,0.11444092,0.46730042,0.86307526,0.5912781,0.023841858,0.2002716,0.29087067,0.9918213,1.8119812
0.047683716,0.02861023,0.30517578,0.24795532,0.61511993,1.0633469,0.054836273,0.0333786,0.269413,0.19311905,0.54836273,0.88214874,0.12397766,0.052452087,0.54836273,0.42915344,1.1539459,1.835823
0.97855926,0.07972121,0.47549605,0.5893409,1.8402934,2.5817752,0.16570091,0.024735928,0.28580427,0.030398369,0.4553795,0.42319298,1.1757016,0.14424324,0.71436167,0.6261468,2.2941828,2.9745698
1.039505,0.10967255,0.08583069,0.4339218,1.0251999,1.7547607,0.29563904,0.027418137,0.021457672,0.121593475,0.27894974,0.46730042,0.8773804,0.09536743,0.06198883,0.37193298,0.8583069,1.4686584
1.1491776,0.21457672,0.02861023,0.23841858,1.077652,1.7166138,0.32424927,0.059604645,0.0,0.0667572,0.29087067,0.46014786,0.96321106,0.18596649,0.009536743,0.20503998,0.9012222,1.4448166
1.295805,0.33140182,0.15974045,0.04887581,1.1754036,1.5795231,0.3629923,0.098347664,0.04529953,0.0071525574,0.32126904,0.42676926,1.0859966,0.27656555,0.14424324,0.03695488,0.9906292,1.3160706
1.0037422,0.058412552,0.121593475,0.42438507,1.0585785,1.8036366,0.27745962,0.0140070915,0.041127205,0.11652708,0.28938055,0.48726797,0.86307526,0.04529953,0.07390976,0.37193298,0.91314316,1.540184
0.019073486,0.09536743,0.019073486,0.29563904,0.9250641,1.0967255,0.019073486,0.076293945,0.019073486,0.24795532,0.78201294,0.9059906,0.0,0.19073486,0.05722046,0.51498413,1.6021729,1.8882751
0.0,0.014305115,0.12397766,0.27656555,0.9202957,1.0967255,0.009536743,0.0047683716,0.104904175,0.22888184,0.77724457,0.9059906,0.019073486,0.02861023,0.2002716,0.4863739,1.6117096,1.9073486
1.2397766,0.27179718,0.09536743,0.20503998,1.1634827,1.5878677,0.3504753,0.071525574,0.026226044,0.05364418,0.3182888,0.4184246,1.0442734,0.23365021,0.08106232,0.17642975,0.9727478,1.3208389
1.1384487,0.12874603,0.34689903,0.385046,1.2135506,1.3554096,0.31888485,0.04708767,0.08672476,0.0962615,0.33646822,0.3835559,0.9560585,0.10609627,0.29623508,0.33020973,1.0579824,1.1885166
1.3208389,0.27656555,0.052452087,0.20980835,1.1730194,1.5211105,0.3695488,0.07271767,0.014305115,0.05722046,0.3194809,0.40769577,1.1086464,0.23126602,0.035762787,0.17642975,0.98228455,1.2636185
0.25987625,0.1090765,0.22113323,0.0023841858,0.31769276,0.84400177,0.20980835,0.08225441,0.17404556,0.026226044,0.2861023,0.7033348,0.48398972,0.19550323,0.39815903,0.022649765,0.590086,1.4519691
1.0859966,0.500679,0.14662743,0.23841858,1.1277199,1.5091896,0.29027462,0.13500452,0.03784895,0.059604645,0.3093481,0.41544437,0.91552734,0.41246414,0.116825104,0.2002716,0.95129013,1.270771
0.014305115,0.17166138,0.08106232,0.3004074,0.81539154,1.0871887,0.0047683716,0.11444092,0.076293945,0.24318695,0.6866455,0.89645386,0.047683716,0.27656555,0.15258789,0.51498413,1.4305115,1.8787384
0.0,0.019073486,0.11444092,0.27179718,0.92983246,1.1062622,0.0166893,0.0047683716,0.09775162,0.21457672,0.79870224,0.91552734,0.047683716,0.023841858,0.2002716,0.45776367,1.6593933,1.9168854
0.019073486,0.11444092,0.12397766,0.08583069,0.705719,1.0919571,0.030994415,0.0834465,0.104904175,0.059604645,0.5888939,0.89883804,0.0667572,0.20980835,0.2193451,0.14305115,1.2493134,1.8787384
0.047683716,0.18119812,0.14781952,0.26226044,0.7343292,1.0871887,0.038146973,0.1335144,0.1335144,0.20980835,0.6055832,0.89645386,0.1335144,0.31471252,0.24795532,0.44822693,1.2779236,1.8787384
1.8408895,0.3042817,0.0014901161,0.11011958,2.3142993,2.3849308,0.007599592,0.016987324,0.09983778,0.043213367,0.1744926,0.22292137,1.8118322,0.29668212,0.05237758,0.09961426,2.4224072,2.5530906
0.009536743,0.104904175,0.019073486,0.30517578,0.91552734,1.1062622,0.009536743,0.0667572,0.009536743,0.26226044,0.77724457,0.9059906,0.0,0.18119812,0.038146973,0.5245209,1.6021729,1.9168854
0.019073486,0.16212463,0.019073486,0.45776367,0.9441376,1.0919571,0.019073486,0.11444092,0.014305115,0.37193298,0.7915497,0.9059906,0.05722046,0.29563904,0.019073486,0.76293945,1.6593933,1.8978119
0.009536743,0.0,0.076293945,0.29563904,0.96321106,1.1062622,0.014305115,0.0,0.05722046,0.2527237,0.8010864,0.910759,0.05722046,0.009536743,0.1335144,0.5054474,1.6880035,1.9168854
1.5258789,0.2872944,0.12516975,0.1847744,1.2040138,1.4400482,0.42527914,0.08076429,0.03516674,0.0500679,0.33587217,0.3889203,1.2862682,0.22828579,0.11444092,0.16450882,1.040101,1.2373924
1.090765,0.34034252,0.3373623,0.27298927,1.8835068,2.168417,0.16838312,0.08955598,0.00014901161,0.07733703,0.23394823,0.23514032,1.0126829,0.27805567,0.41157007,0.19669533,1.9344687,2.2640824
0.02861023,0.047683716,0.0047683716,0.32901764,0.9393692,1.0967255,0.014305115,0.038146973,0.0047683716,0.26226044,0.7915497,0.910759,0.019073486,0.08583069,0.009536743,0.5531311,1.6593933,1.8978119
0.019073486,0.08583069,0.08106232,0.2670288,0.9918213,1.077652,0.009536743,0.052452087,0.05722046,0.2193451,0.8249283,0.8916855,0.0,0.14305115,0.1335144,0.44822693,1.7547607,1.8596649
0.0047683716,0.014305115,0.11920929,0.26226044,0.92983246,1.1014938,0.014305115,0.0,0.09059906,0.2193451,0.7915497,0.9059906,0.047683716,0.02861023,0.18119812,0.44822693,1.6307831,1.9264221
1.2493134,0.19550323,0.12993813,0.25868416,1.1503696,1.5413761,0.34809113,0.061690807,0.033676624,0.07092953,0.31620264,0.4184246,1.0502338,0.15735626,0.12874603,0.2193451,0.98109245,1.3005733
