l_tor,no_tor,r_tor
2.1648629,-0.6546123,-1.8191534
1.4213262,-0.48581403,-1.1569796
1.3534797,-0.47483957,-1.0896354
1.5551635,-0.4955727,-1.2844858
1.1579069,-0.4564419,-0.90747607
1.4499555,-0.48069483,-1.1845961
1.0983495,-0.45216295,-0.85091376
1.7573824,-0.54266065,-1.4643389
1.5956948,-0.5125148,-1.3187085
2.0510552,-0.6231872,-1.7205502
1.5649124,-0.49998426,-1.2879021
1.9894437,-0.60497427,-1.6672347
1.9691356,-0.5994381,-1.6496452
1.790253,-0.5511397,-1.4925297
1.4058852,-0.48191753,-1.1452528
1.1964356,-0.46071318,-0.94261384
1.8622799,-0.5742201,-1.5563444
1.506384,-0.4907351,-1.2413414
0.85950214,-0.42614424,-0.6043441
1.5911627,-0.5031977,-1.3166555
1.603623,-0.50759935,-1.3250932
1.9850928,-0.60545325,-1.663312
2.0240297,-0.6145746,-1.6971003
1.596373,-0.50314355,-1.3220936
1.8250837,-0.5606424,-1.5242419
1.5961949,-0.5033356,-1.3213998
1.6766087,-0.5258754,-1.3925499
2.0565803,-0.62391645,-1.7249343
1.8016824,-0.556933,-1.5036883
0.66824585,-0.4128109,-0.4007676
1.8234266,-0.56417716,-1.5228738
1.0698992,-0.44895846,-0.82441443
1.4882985,-0.4950108,-1.2166477
1.0537432,-0.43749943,-0.8116596
2.1891618,-0.6604613,-1.8403052
1.668502,-0.52065635,-1.3842742
1.6881117,-0.52449054,-1.4038712
1.1402873,-0.45673388,-0.8920042
1.5713878,-0.50693053,-1.2950042
1.7509223,-0.5429272,-1.4600034
1.4432515,-0.4794683,-1.1798817
1.5222733,-0.49312928,-1.255392
2.1109197,-0.63867813,-1.772426
1.7758662,-0.5470354,-1.4814249
1.7961591,-0.55661815,-1.499034
1.0485905,-0.44633737,-0.80294216
1.301076,-0.47018313,-1.0479573
1.6605006,-0.51921,-1.3785888
1.8490615,-0.5702037,-1.5451893
2.155908,-0.65175813,-1.811005
1.3475664,-0.4692067,-1.0865394
0.8283017,-0.42197073,-0.57029295
1.7701701,-0.5460257,-1.4752364
2.1091847,-0.6401376,-1.770518
1.5577444,-0.4969825,-1.2880046
1.8131253,-0.5570709,-1.5134343
1.5822995,-0.50265396,-1.3094307
1.6868395,-0.5258814,-1.4031533
1.6677035,-0.5259347,-1.3850712
0.9752198,-0.43784857,-0.7256158
1.0361699,-0.43956843,-0.7885071
2.1118963,-0.64146054,-1.773022
1.790837,-0.5507518,-1.4938719
1.6580287,-0.52209723,-1.3757304
1.4905883,-0.48896456,-1.2186822
1.4167123,-0.4747477,-1.1533291
1.9148335,-0.5848249,-1.6026772
1.7961625,-0.5528343,-1.4990554
1.8186072,-0.55880135,-1.5181077
1.9175913,-0.58572716,-1.6040725
1.5818919,-0.5059036,-1.3084943
1.3641835,-0.46727794,-1.107752
2.2335334,-0.6735157,-1.8786038
1.9143655,-0.5846677,-1.6023123
1.4137181,-0.4738843,-1.153892
1.0834888,-0.44425103,-0.8377876
1.3667942,-0.48008806,-1.1017444
1.8113309,-0.5567369,-1.5112851
1.7392862,-0.5408152,-1.4495205
1.6036532,-0.51341075,-1.3255471
2.2126896,-0.66750866,-1.8603241
2.1164155,-0.6416443,-1.7771665
1.9139739,-0.58794075,-1.6011611
1.4876355,-0.48578414,-1.2179023
1.3628579,-0.4801225,-1.0979475
1.4728624,-0.49129924,-1.2009412
1.616022,-0.51039463,-1.3354218
0.94216055,-0.4340335,-0.69208103
2.0054977,-0.61317015,-1.6806108
2.243993,-0.6763217,-1.8875445
2.1018295,-0.6364142,-1.7643596
1.5307842,-0.4918954,-1.2621284
1.6209961,-0.5114446,-1.3404084
1.7039133,-0.5287855,-1.4177306
0.89703655,-0.42855233,-0.6441517
2.0060241,-0.6099623,-1.6817992
1.1423026,-0.44484463,-0.8999748
1.912628,-0.5885502,-1.6003982
1.7160062,-0.53396714,-1.4282631
1.2938858,-0.47317535,-1.0370698
0.851062,-0.42109418,-0.5958137
1.6153766,-0.5073084,-1.3387247
1.9750215,-0.6050743,-1.6542302
1.6271951,-0.51006615,-1.3495492
1.4687912,-0.49071473,-1.2046394
1.4540892,-0.4897625,-1.1840925
1.2147044,-0.465568,-0.9597124
1.6994,-0.5273866,-1.4138476
1.9993929,-0.6108454,-1.6756386
1.4522619,-0.48034233,-1.1895342
1.0149763,-0.4321875,-0.77265275
0.8443499,-0.41773766,-0.5903166
1.8226832,-0.56242996,-1.5218672
1.9787339,-0.6047614,-1.6572272
1.7337135,-0.5379056,-1.4440068
1.69022,-0.52594095,-1.4046127
0.82324976,-0.42045978,-0.5649791
1.7046921,-0.52882487,-1.4184891
1.5412595,-0.49613258,-1.266987
1.0477328,-0.4461489,-0.80265325
1.9372092,-0.59402466,-1.6212798
1.5392643,-0.49562317,-1.2643822
1.2212851,-0.46478802,-0.96618354
1.9436344,-0.59250754,-1.6276678
0.88316,-0.42706951,-0.62868714
1.7405063,-0.5387227,-1.4498268
1.8525864,-0.56771314,-1.5485325
2.0754032,-0.6297451,-1.7416841
1.6181701,-0.5078842,-1.3411323
1.5609876,-0.49827138,-1.2866598
0.6866492,-0.41178766,-0.42015347
1.1789106,-0.45789364,-0.9311065
1.6106547,-0.5062536,-1.3343264
1.6401912,-0.518391,-1.359631
1.9206747,-0.58590275,-1.6075059
1.8685564,-0.57652897,-1.5620977
2.1927328,-0.6629842,-1.8430915
1.1643677,-0.44713855,-0.92020077
2.1433783,-0.6489371,-1.8000561
1.68499,-0.5297805,-1.4004769
1.0973378,-0.44139796,-0.855363
2.0156455,-0.61283535,-1.6900574
1.5114958,-0.4976502,-1.2407573
0.97573906,-0.43822506,-0.72835135
1.8910195,-0.57761514,-1.5818607
0.93895966,-0.42964497,-0.68577355
1.9586614,-0.5995937,-1.6398554
1.7169567,-0.53273934,-1.4286406
2.1843274,-0.66045463,-1.8359109
2.1580765,-0.6517165,-1.8133904
1.7799989,-0.5486679,-1.4841799
1.3975159,-0.4778804,-1.1312114
1.6925176,-0.5254655,-1.407233
1.8588368,-0.57221794,-1.553682
1.564794,-0.49856994,-1.2938856
0.6747896,-0.41426086,-0.40734163
1.1421686,-0.44965574,-0.89477324
0.79227275,-0.42082062,-0.5336776
1.6288781,-0.51129586,-1.3495215
1.0117408,-0.44340223,-0.76419127
