no-op,fire left,fire main,fire right
1.3112285,1.6111765,-2.1348941,0.79966843
1.3255814,1.7840589,-2.1400144,0.6967684
1.2472873,1.2383368,-2.0748131,0.9532327
-0.3078061,-0.31763515,0.11020596,0.1886968
1.2443926,1.2265803,-2.0701025,0.95634145
-0.5652063,-0.54185474,0.4674659,0.027259521
-0.3971851,-0.18945476,0.2784205,-0.021603063
-0.7318503,0.42406806,0.784031,-0.8348208
1.3274163,1.6934253,-2.1473377,0.7621269
-0.73777115,-0.39780965,0.7424428,-0.28819367
1.2292482,1.2071809,-2.0448186,0.95024323
-0.005326409,-0.14238352,-0.2647356,0.4153409
-0.6412499,-0.5253589,0.57726717,-0.075898826
-0.599993,-0.4890385,0.46362084,-0.02200982
-0.37000266,-0.17925856,0.24330974,0.0033282638
-0.55818176,0.42650846,0.50806177,-0.61320555
1.32312,1.8251163,-2.1328514,0.6657215
1.2543707,1.2562871,-2.0864842,0.9512878
1.3283584,1.7293094,-2.148048,0.737401
0.6986917,0.30710065,-1.2339661,0.89867246
1.2472961,1.2455978,-2.0747192,0.9493871
-0.66539973,-0.38157603,0.6637803,-0.22115055
-0.63693714,0.4413333,0.65251166,-0.73321986
0.44286925,1.7422794,-0.7047345,-0.39493057
1.3237233,1.8131517,-2.13477,0.6746266
-0.49024665,-0.38205826,0.3291862,0.030910864
1.2606437,1.2633499,-2.0971112,0.9542886
1.263886,1.2571806,-2.1026986,0.9610932
1.2552556,1.2349762,-2.088313,0.963649
-0.55255115,-0.8157108,0.30808023,0.28654495
-0.35154766,-0.29883292,0.17115995,0.12451707
1.258338,1.2480756,-2.0933092,0.9599715
-0.72563106,-0.5382811,0.6791655,-0.16063437
-0.2366203,0.2031063,0.103476346,-0.10661392
-0.6909615,0.27438638,0.75102574,-0.70210016
-0.744287,-0.5552877,0.6386961,-0.139756
1.4885895,1.6972867,-2.4804761,0.9918626
1.0754099,1.2311398,-1.7840846,0.77305955
-0.69496083,-0.3604237,0.68585736,-0.2627446
-0.51089203,-0.7490176,0.38307387,0.23079576
-0.5080005,-0.47819856,0.3750137,0.060510933
-0.62648696,0.33622593,0.62157863,-0.64493024
-0.63527423,-0.14328073,0.64978737,-0.35335505
1.3276205,1.701315,-2.1474888,0.75668657
-0.23712604,-0.3430498,0.048263773,0.27385598
-0.63453007,0.30048418,0.65788674,-0.64466524
-0.5292634,-1.0149479,0.3794723,0.39516473
1.2545092,1.2616729,-2.0866308,0.94855076
-0.59756136,0.4357495,0.6057194,-0.68700063
1.2673724,1.4221519,-2.1090214,0.878682
-0.64252675,0.22891971,0.6665029,-0.6069705
-0.24671386,0.53945434,0.1459066,-0.35040712
1.2580063,1.2338779,-2.092965,0.96722513
-0.5450871,0.066936776,0.5428901,-0.38964295
1.2502,1.2501944,-2.0795496,0.9500765
-0.42541134,0.5747253,0.39830077,-0.5875913
-0.72353375,-0.42563877,0.6737737,-0.22884521
-0.5886287,-0.4422064,0.52869225,-0.07833308
1.2559305,1.2528962,-2.0891685,0.95477843
1.269089,1.2738044,-2.1113765,0.9577993
1.2665453,1.269179,-2.1071017,0.957535
1.2612661,1.2453948,-2.0983617,0.9645806
1.2316399,1.2254025,-2.0485547,0.943136
-0.58802307,-0.31311324,0.5615306,-0.1760835
-0.6259894,-0.46678022,0.4809353,-0.058919698
1.337399,1.6651133,-2.1771905,0.8006362
1.2407725,1.2324129,-2.063904,0.94932663
-0.6427219,0.27373564,0.67007405,-0.6376736
-0.48623496,-0.39294127,0.3239437,0.042532206
1.3275387,1.7482663,-2.1455483,0.72345036
1.3092225,1.5991422,-2.1347642,0.8061014
-0.53524935,0.07502016,0.53031915,-0.38366967
1.328157,1.7380913,-2.1472473,0.7311233
-0.73433805,0.4326472,0.75819486,-0.8293826
1.2921048,1.5335673,-2.1265666,0.8347647
1.2632627,1.2616612,-2.1016,0.9580235
-0.43122888,-0.38679883,0.2880172,0.08342996
1.2456628,1.2256036,-2.0722616,0.95823497
1.2382787,1.2313236,-2.0597107,0.947206
1.243474,1.2430482,-2.0683053,0.9466039
-0.46935976,-0.31237432,0.32349265,-0.00083217025
1.2354774,1.211789,-2.0552747,0.95454586
1.2675099,1.263311,-2.1087933,0.9617157
1.0959513,0.6853335,-1.8655257,1.1380475
0.21940418,-0.465255,-0.7596756,0.9575584
1.2659124,1.2691833,-2.1060274,0.95685107
1.2357072,1.2214578,-2.0555177,0.94966084
1.2680615,1.2725906,-2.1096437,0.9573422
-0.16246347,0.30918083,-0.117540345,-0.034593046
1.2549806,1.238894,-2.0877922,0.96126604
0.6515638,0.18537936,-1.1761675,0.9292391
-0.33548614,-0.06038253,0.1637296,-0.016916052
-0.37204114,0.529395,0.23332621,-0.45088065
1.2790558,1.4794911,-2.11903,0.85725665
1.2340119,1.234062,-2.0524244,0.94110197
-0.43599835,-1.9323744,0.17368798,1.1010379
1.3008428,1.566847,-2.130502,0.8201819
1.2606816,1.2501572,-2.097325,0.9614012
1.3179982,1.6408386,-2.140031,0.78706074
-0.921074,-0.48649815,1.0114138,-0.4553575
