no-op,fire left,fire main,fire right
-0.18028489,0.25857952,0.031076178,-0.07787344
-0.5116,-0.13089928,0.45606345,-0.20434898
-0.033556383,4.071723,0.14922863,-2.5819197
1.1170672,2.8397837,-1.7372258,-0.22473636
-2.0598328,4.4622245,3.1157246,-5.49341
1.0335782,3.1918678,-1.5915658,-0.5688399
1.1121575,2.8398178,-1.7292075,-0.23136091
-0.54056686,-0.5285852,0.45364636,0.039438307
0.9924133,0.67806923,-1.7535875,1.0703866
-0.25855953,-0.22105417,0.03394036,0.18792239
-0.64248437,-0.26201728,0.49829608,-0.20734757
1.0176442,2.9320664,-1.5724678,-0.41918904
1.1036603,2.9242525,-1.7129755,-0.29851472
-0.33133057,-0.01626303,0.17597952,-0.05075723
-0.7114506,-0.35005844,0.66163635,-0.26643795
-0.4089288,-0.21349657,0.30132,-0.02244386
-0.4257503,-0.16946507,0.29321444,-0.05749306
1.0162213,2.922245,-1.5704968,-0.4146155
1.1920283,1.1578816,-2.0061848,0.9664135
-0.7925258,-0.38923374,0.7203485,-0.31052983
1.0765772,2.9423785,-1.6683309,-0.34680584
1.1708531,2.7462347,-1.827559,-0.09085944
1.1022027,2.8856912,-1.7117057,-0.2749853
0.31028032,0.7080996,-0.77741396,0.26074252
1.3590622,0.73866034,-2.2623093,1.3807586
-0.8874159,-0.47717276,0.8499702,-0.36569157
-0.60517967,-0.5646087,0.3823992,0.06344089
-0.36405855,-0.6588334,0.17473328,0.3495255
1.3044753,0.8157456,-2.1726716,1.2720021
0.8631269,3.248594,-1.3110404,-0.8363739
1.2565739,0.85717964,-2.0991518,1.197251
-1.9424926,3.2099524,2.8664901,-4.491854
-0.604377,0.4736149,0.59089935,-0.707906
-0.18677853,-0.46422896,-0.050246924,0.4251509
1.3366873,0.7929317,-2.2245324,1.3218559
1.3200545,2.7260075,-2.0784762,0.11809079
1.3844837,0.8007382,-2.3008993,1.3712482
-0.49018922,0.0768926,0.43106663,-0.31667265
-0.6423244,-0.36760256,0.57440436,-0.17766887
-0.42029357,-0.095794514,0.28804317,-0.09954816
1.1664195,2.7454526,-1.8203382,-0.09631051
-0.33680093,0.43517044,0.18684365,-0.34873354
1.015853,2.9351525,-1.5694573,-0.42362976
-0.36431405,-0.14323111,0.18130061,0.012431204
-0.6977669,-0.3654124,0.6288776,-0.23317957
1.1159945,2.969039,-1.7317834,-0.31160402
-0.36087346,-0.2948687,0.2031152,0.101551056
-0.738023,-0.037296094,0.7026578,-0.50118744
1.0167521,2.9335918,-1.5709689,-0.42139304
-0.630392,0.19209982,0.6567599,-0.57239914
-0.3543465,0.022645406,0.24393421,-0.11962789
-0.31538692,0.12076657,0.17199019,-0.12903252
-0.21956287,4.1154943,0.43385273,-2.8612099
1.0534492,2.9611347,-1.6301019,-0.3902228
1.1912506,0.8687544,-2.0066955,1.1274363
-0.34632304,-0.26057097,0.18647444,0.0950644
1.082598,2.91436,-1.678936,-0.32022506
-1.8709428,4.4638023,2.851599,-5.251668
-0.48695737,-0.33492672,0.31804878,0.0069412217
-0.21981357,0.34982198,0.07465489,-0.18024358
-0.7706383,-0.5364275,0.73801106,-0.21437064
1.1148181,2.8394365,-1.7335622,-0.22753203
-0.2910824,-0.34968266,0.09951742,0.22351529
0.04843418,0.0991064,-0.32126456,0.3139568
1.1210876,2.8382087,-1.7438309,-0.2182942
0.9897729,3.111332,-1.522016,-0.5749234
1.3808879,0.8876717,-2.293369,1.3136289
0.5703777,1.5880002,-1.0448756,-0.06319487
-0.28363106,0.31530666,0.02536653,-0.1651026
-0.54966974,0.074612774,0.5169401,-0.38750955
-0.46797416,4.1635537,0.8039287,-3.227511
1.0172632,2.9327145,-1.5718277,-0.4201283
-0.05269332,0.285088,-0.24688792,0.10239449
-0.3479924,0.03647776,0.24636355,-0.125418
-0.39408052,-0.47672847,0.23699138,0.185852
1.0643263,2.9511008,-1.6481235,-0.36899483
-0.33058605,-0.084417224,0.16907652,-0.0031493232
1.2480345,0.6990682,-2.0860612,1.2818624
1.1329665,2.8256493,-1.763566,-0.19404525
1.0167141,2.932855,-1.5709326,-0.4209584
1.0160112,2.93488,-1.5697231,-0.42323786
-0.409671,0.29380697,0.34773034,-0.3741091
1.1137427,0.74532104,-1.9044819,1.1302797
-0.46154773,0.46389115,0.4139703,-0.5433806
0.3230008,3.8620293,-0.4192323,-1.9656857
1.0163108,2.9343486,-1.5702271,-0.4224851
1.0664092,2.938612,-1.6518586,-0.35796556
1.0913631,2.9315312,-1.6927307,-0.31981313
1.0188606,2.9299674,-1.5745122,-0.416171
1.1718551,2.7340403,-1.8295264,-0.08149187
1.0168165,2.9334881,-1.5710766,-0.42123824
-0.584717,-0.33398572,0.4841834,-0.12552875
-0.124554306,-1.3833046,-0.22522843,1.0990673
1.3281221,0.8605714,-2.2092252,1.2707492
-0.5063657,-0.36608204,0.4030798,-0.02471704
-1.9729602,4.4820204,2.9955266,-5.3953567
-0.6314295,-0.060870707,0.64360124,-0.4019758
-0.49657243,0.5790854,0.48457927,-0.6700721
1.0618105,3.1706128,-1.638262,-0.51685053
-0.46998188,-0.50671434,0.35455826,0.10991642
