no-op,no-op,no-op,no-op,no-op,no-op,no-op,no-op,fire left,fire left,fire left,fire left,fire left,fire left,fire left,fire left,fire main,fire main,fire main,fire main,fire main,fire main,fire main,fire main,fire right,fire right,fire right,fire right,fire right,fire right,fire right,fire right
x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit,x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit,x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit,x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit
0.05608861,0.116230786,0.0476244,0.17942801,0.06446024,0.07661432,0.012821954,0.0065862127,0.061365515,0.03274591,0.11141015,0.08696975,0.16420566,0.1419871,0.049304016,0.028884113,0.09244503,0.19062985,0.07955034,0.29418418,0.1073103,0.12632832,0.021491155,0.010659614,0.11685899,0.18215242,0.13784757,0.30551827,0.19577451,0.19782443,0.051433295,0.027799636
0.027673995,0.21774837,0.015910069,0.4516449,0.031674657,0.04165978,0.0005554637,0.055652175,0.24640769,0.09635973,0.47713673,0.25539428,0.7820797,0.6165779,0.13228633,0.2960357,0.07363201,0.30611342,0.039001487,0.62061167,0.04878823,0.1349843,0.013503059,0.045349646,0.20923789,0.1985981,0.3190544,0.36985287,0.512898,0.48507854,0.091671355,0.14024137
0.056095224,0.10908911,0.038214583,0.18061829,0.057047445,0.06588197,0.011267979,0.009958671,0.06533311,0.024916515,0.10670193,0.09120185,0.16383535,0.13622086,0.048933707,0.034174245,0.094217226,0.17903125,0.06665564,0.2973979,0.09863449,0.11150273,0.019520583,0.016862292,0.11987436,0.16745909,0.122598775,0.3101868,0.1862655,0.18018185,0.049171764,0.035893537
0.05606877,0.116237395,0.04764424,0.17941478,0.06446024,0.07661432,0.012821954,0.006625889,0.061259713,0.03274591,0.11135725,0.08696975,0.16420566,0.1419871,0.049304016,0.028884113,0.092431806,0.19064309,0.079537116,0.29419738,0.10728385,0.12632832,0.02145148,0.01072574,0.11676641,0.18211275,0.1378079,0.30551827,0.19573483,0.19782443,0.05139362,0.027839312
0.027654158,0.21772856,0.015923293,0.451592,0.031701107,0.0416201,0.00051578775,0.055652175,0.24647379,0.09635311,0.47712845,0.25536785,0.7821425,0.6166259,0.13233426,0.2960192,0.07358572,0.30607373,0.039001487,0.6205455,0.048775006,0.134938,0.013542734,0.04533642,0.20926434,0.1985915,0.31904778,0.36983302,0.51293105,0.48503888,0.09173086,0.14024137
0.016320053,0.033433627,0.0008464209,0.05454125,0.006612663,0.021213423,0.012616961,0.019811539,0.047214415,0.008464209,0.07720946,0.0363432,0.15034552,0.09548686,0.053165812,0.0014018846,0.03316912,0.062635146,0.004708216,0.10426848,0.024810713,0.047135063,0.017087122,0.035232272,0.054488346,0.054091588,0.05131427,0.10477104,0.112494625,0.095883615,0.020684412,0.025617458
0.056075387,0.116237395,0.047664076,0.17943463,0.06445363,0.07664738,0.012815341,0.0065928255,0.061259713,0.03274591,0.11141015,0.08696975,0.16415276,0.1419871,0.049304016,0.028937014,0.09247148,0.1906563,0.07955034,0.29419738,0.1073103,0.126368,0.02145148,0.010699289,0.11681931,0.18212597,0.13783436,0.30550504,0.19577451,0.19786412,0.05142007,0.027839312
0.0637593,0.12037692,0.041897833,0.19349976,0.064837165,0.0688246,0.009039511,0.012418582,0.056234088,0.030735658,0.12029757,0.07432634,0.17462721,0.15727559,0.052425195,0.02920152,0.104546204,0.19385684,0.07248802,0.31129774,0.11035213,0.11577451,0.015473632,0.020697637,0.123841956,0.18282692,0.13756984,0.31124485,0.20483387,0.19814184,0.04836502,0.036409326
0.00365019,0.045521576,0.047214415,0.04171268,0.059143662,0.044780955,0.016161349,0.01095057,0.04131592,0.0748818,0.1739395,0.093265004,0.2185882,0.17071252,0.041448172,0.0323756,0.0016928418,0.0687188,0.062106133,0.0607307,0.07818813,0.058932055,0.02269466,0.014865267,0.022430154,0.0057926932,0.056075387,0.010633162,0.07067615,0.056921806,0.007829393,0.00806745
0.060241364,0.109578446,0.04449661,0.18352786,0.06544553,0.07271946,0.012696314,0.011400231,0.06607373,0.025022319,0.10781286,0.091625065,0.16526368,0.1374376,0.049145315,0.03443875,0.099308975,0.17961316,0.074352786,0.30096877,0.10892379,0.11991404,0.021279551,0.018608034,0.12557447,0.16810712,0.13124815,0.31414118,0.19783767,0.18959828,0.05116879,0.037877336
0.010487684,0.20823939,0.018244337,0.42417258,0.025313275,0.03827079,0.0008034386,0.054342866,0.20914532,0.06800463,0.48616302,0.24173252,0.8228005,0.6293668,0.1476211,0.28664574,0.043233592,0.2958671,0.03671681,0.58189124,0.063590676,0.13166143,0.017550008,0.044675153,0.16189122,0.20716152,0.322817,0.34613326,0.5498297,0.4901967,0.10418912,0.1351893
0.059527196,0.12300215,0.039239544,0.19269301,0.06112746,0.07371136,0.0059646224,0.01934204,0.06808398,0.024017192,0.112785585,0.09114895,0.16970739,0.13918334,0.050785255,0.0322698,0.10003637,0.20191106,0.06846751,0.31747398,0.10545875,0.12442388,0.0108712185,0.032150768,0.12653993,0.1860539,0.12825921,0.32693008,0.19597289,0.19298397,0.043220367,0.047558274
0.061920978,0.10828897,0.049793355,0.17202182,0.07508018,0.07658786,0.009899157,0.015698463,0.058350142,0.03692511,0.11484873,0.089720614,0.16383535,0.14944619,0.051367167,0.024440404,0.10195404,0.17769548,0.08322698,0.2821359,0.12478096,0.12661928,0.016716814,0.02547198,0.12302199,0.17382047,0.14283353,0.29717308,0.20993884,0.20221524,0.04868243,0.037507027
0.06256902,0.107793026,0.049350306,0.17359564,0.07227641,0.07472971,0.0095486855,0.014104811,0.056974705,0.03803604,0.11595967,0.086070426,0.17028931,0.1537841,0.05210779,0.028143495,0.102945946,0.17690197,0.08253926,0.28463548,0.12032402,0.12368325,0.01621425,0.023012068,0.122982316,0.17384692,0.14288643,0.29702762,0.21009754,0.20237395,0.048695654,0.037599605
0.05608861,0.11625062,0.04764424,0.17939493,0.064493306,0.076627545,0.012808729,0.006612663,0.061259713,0.03274591,0.11135725,0.08696975,0.16415276,0.1419871,0.049304016,0.028831212,0.09244503,0.19062985,0.079537116,0.29414448,0.10734998,0.12638122,0.02145148,0.010712515,0.11679286,0.18211275,0.13783436,0.30550504,0.19578774,0.19783767,0.051406845,0.027812863
0.0202612,0.23929906,0.027270624,0.4530997,0.025604233,0.020975368,0.011730865,0.05747727,0.18264836,0.08336585,0.55141014,0.2742139,0.91793025,0.7807373,0.13594975,0.21661763,0.053522896,0.33982477,0.031793684,0.6194214,0.07497438,0.12527029,0.03192594,0.059170112,0.15443213,0.23473632,0.35740122,0.35787734,0.615758,0.57539433,0.109413125,0.081058025
0.020300876,0.21915689,0.018489007,0.44751862,0.028765086,0.038485702,0.0010712515,0.056538273,0.22186808,0.091826744,0.46848077,0.26907256,0.7919226,0.60611343,0.13055712,0.2930468,0.05943462,0.30879816,0.034028765,0.61268306,0.05442883,0.12892048,0.012504546,0.04702926,0.18282032,0.20355101,0.309757,0.35509342,0.52343196,0.4737709,0.089813195,0.13704745
0.05950736,0.122988924,0.039206482,0.19269301,0.061167136,0.07377087,0.005951397,0.019355265,0.06808398,0.024070095,0.112732686,0.09120185,0.16970739,0.13913044,0.050891057,0.0322698,0.09999669,0.20187138,0.068388164,0.31747398,0.10556456,0.124503225,0.010897669,0.032150768,0.12656638,0.18602744,0.12817986,0.32698298,0.19605224,0.19306332,0.043246817,0.047558274
0.020307489,0.21908416,0.018475782,0.44749877,0.028718797,0.038498927,0.0010514135,0.056538273,0.22187468,0.09175732,0.46838817,0.2690296,0.79189944,0.6061101,0.13054058,0.29302034,0.05944123,0.30869234,0.034048602,0.61265665,0.054481734,0.12891386,0.012524384,0.047042485,0.18283021,0.2034981,0.3097107,0.35510993,0.5234832,0.47376755,0.08980823,0.13702099
0.06555794,0.12697636,0.04176558,0.20397422,0.06547859,0.069737144,0.0094957845,0.012008596,0.06443379,0.030497603,0.13944784,0.073374115,0.19851215,0.1799438,0.05589023,0.03401554,0.109042816,0.20278393,0.07715656,0.32529014,0.11720285,0.122744255,0.016954869,0.021358902,0.12749214,0.18780623,0.14298561,0.31882295,0.21208134,0.20532319,0.049647875,0.037480574
0.06257563,0.10780625,0.04933708,0.17360887,0.07226318,0.07473632,0.009542073,0.014071748,0.056974705,0.03808894,0.11590676,0.08601753,0.17028931,0.1537312,0.05210779,0.028249297,0.102945946,0.1769681,0.08253926,0.28459582,0.1203637,0.12369648,0.016201025,0.022932716,0.12299554,0.17391305,0.1428732,0.29704085,0.21012399,0.20238717,0.04870888,0.03757315
0.06610018,0.13712019,0.034623906,0.21999009,0.057318565,0.06279385,0.008464209,0.0108183175,0.06387833,0.020155398,0.14672178,0.057054058,0.20668541,0.18705902,0.056921806,0.03525872,0.10995536,0.217755,0.06653662,0.34906927,0.10455943,0.11217722,0.015156224,0.019692512,0.12784924,0.1941544,0.13848239,0.3289271,0.20671846,0.20082659,0.048920482,0.03676641
0.05954042,0.123008765,0.039206482,0.19268641,0.0611473,0.073717974,0.005951397,0.019348653,0.068136886,0.024017192,0.112785585,0.091254756,0.16976029,0.13907753,0.050891057,0.0322698,0.10003637,0.20191106,0.068388164,0.31747398,0.10551166,0.124450326,0.010857993,0.03212432,0.12659283,0.18602744,0.12820631,0.3269565,0.19602579,0.19298397,0.043193918,0.047558274
0.05950736,0.1229757,0.039206482,0.19268641,0.061120845,0.07370474,0.005938172,0.01931559,0.068136886,0.024017192,0.112838484,0.09120185,0.16976029,0.13907753,0.050891057,0.0322698,0.10000992,0.20187138,0.068388164,0.3174475,0.10548521,0.12442388,0.0108712185,0.032071415,0.12653993,0.18602744,0.12820631,0.3269036,0.19597289,0.19301042,0.043220367,0.04747892
0.007974872,0.21598281,0.0077103656,0.42608032,0.020862952,0.076389484,0.010983634,0.06906927,0.22700611,0.07794346,0.44000003,0.24132253,0.6701736,0.50880474,0.15303026,0.26438752,0.042446684,0.30513474,0.046321705,0.5863713,0.050917506,0.17247148,0.00094561087,0.06883121,0.17105637,0.20938337,0.3027145,0.3486196,0.44667217,0.45139363,0.09334435,0.10127955
