no-op,fire left,fire main,fire right
1.3504899,1.707076,-2.1890147,0.78576154
-0.64791083,-0.9901942,0.507561,0.2565867
-1.8645698,-5.0494094,1.6991913,1.6753772
1.34217,1.6792132,-2.180472,0.7950503
1.3114054,2.1380181,-2.0922916,0.46330956
1.3093691,1.5662137,-2.1503186,0.8353107
1.304339,1.5366367,-2.151595,0.8516623
1.2713563,1.883121,-2.053447,0.5767149
1.3136986,2.0664372,-2.1012256,0.507814
-0.4779641,0.486072,0.45227996,-0.58288646
1.3455509,1.6893787,-2.1843107,0.7921556
1.3462616,1.8920356,-2.1690855,0.651567
-0.6828053,-0.10700384,0.6754957,-0.41421223
1.3456112,1.8988756,-2.1674519,0.64653015
1.3518391,1.8227776,-2.1841176,0.70621157
1.3082974,2.1524298,-2.085821,0.45117334
1.2988694,1.5166584,-2.146911,0.8589475
-1.1811882,-3.203187,1.039931,1.1447867
-0.2615054,0.89771926,0.18493715,-0.6068143
-0.3378677,0.29508975,0.22133785,-0.27530673
-1.3611529,-3.4349263,1.2527058,1.1118954
-1.9168628,-4.280485,1.8642578,1.1249483
1.3534298,1.7789651,-2.1900055,0.7381597
-0.8117999,-1.8233321,0.6525348,0.64418423
-1.8606913,-4.8529816,1.7160828,1.5543729
-1.9205842,-5.1760845,1.7544837,1.7042905
-1.9313225,-4.8499813,1.8037579,1.4846038
-1.7394803,-3.936595,1.6733506,1.0682287
-1.6103729,-3.4778156,1.550509,0.8825036
1.3108387,2.0818903,-2.0950758,0.49531168
-1.8477736,-4.7850223,1.7083001,1.5217494
1.1529822,3.1677623,-1.8092968,-0.38684872
-0.6333938,0.3860022,0.6583634,-0.69853497
1.3112432,1.5698732,-2.1528032,0.8350178
-1.832716,-4.9055862,1.6731954,1.6111509
1.0418217,0.8025907,-1.7677267,1.0046403
1.351608,1.8142978,-2.184346,0.71169627
1.3006108,1.5225753,-2.1485465,0.85696393
-0.59433067,0.20714849,0.58063567,-0.5254182
-0.48488155,0.20524152,0.4157753,-0.38703662
1.3077245,2.1540356,-2.0846875,0.44953343
-0.6557479,0.534209,0.7085442,-0.8300731
-2.099959,-5.2445717,1.9706693,1.5821794
1.3516852,1.8192703,-2.1841097,0.7084045
-1.9380326,-4.554512,1.8504295,1.2845231
-1.9813521,-5.0212264,1.8483765,1.5494765
-0.71769214,0.09417265,0.7399874,-0.59276664
1.2522507,2.2613597,-1.9842923,0.31618598
1.3524565,1.7208977,-2.1907592,0.77869356
1.289803,2.158452,-2.0530012,0.4247819
-1.8494617,-4.9662495,1.6887481,1.6359717
1.2265346,1.170727,-2.0403945,0.9646029
-1.6931083,-3.9338923,1.6274762,1.1102659
1.2409861,1.5491818,-2.030244,0.75528467
0.8397522,0.012621678,-1.5280397,1.2808353
-1.8635666,-4.3282027,1.7929265,1.2073826
1.3078125,2.1537867,-2.0848615,0.44978666
1.3537154,1.7616616,-2.191579,0.750515
-0.8029021,-1.2468152,0.7001165,0.24859068
-2.0850563,-6.461284,1.8544068,2.3663006
-1.697334,-3.790611,1.6470554,1.0077174
-2.0573432,-5.331977,1.9045603,1.6794606
-0.2714694,-0.20794544,0.060704097,0.16242608
1.3533231,1.748576,-2.1913576,0.7595918
-0.7216865,-3.7169352,0.35566515,1.9985328
1.3445275,1.6864015,-2.1831098,0.7929493
-1.1915221,-2.2481828,1.1496174,0.48220107
1.3066657,2.1570272,-2.0825913,0.44648942
-1.0267466,-2.0090442,0.93806976,0.5145291
-1.8271269,-5.021445,1.6600106,1.693069
1.3399655,1.6715826,-2.1783044,0.79771656
1.3385689,1.9459084,-2.1518111,0.60882163
-2.034053,-4.8696404,1.9354818,1.4013524
-0.50822514,-3.2441669,0.12307219,1.9158345
1.3437945,1.6844363,-2.1822143,0.7934054
1.3251646,2.018513,-2.1245444,0.54968655
1.314101,1.5821458,-2.1535869,0.82909197
1.3408799,1.9311062,-2.156837,0.6207034
-0.47619322,0.40367994,0.42846704,-0.5167233
1.308739,2.1511712,-2.0866954,0.45244884
-0.9457668,-4.2321978,0.59759504,2.097691
-0.68097925,-2.0325623,0.42868948,0.94632256
1.1497042,3.5333238,-1.795857,-0.6362635
-0.721817,-1.0735261,0.566431,0.23225701
1.3487517,1.8581716,-2.1760228,0.6779603
1.3125389,2.1324534,-2.0946634,0.46790645
1.273786,1.4153144,-2.1203237,0.88862926
-1.6568986,-4.015312,1.5708439,1.1972436
-2.0140042,-5.222714,1.862858,1.6494488
1.3471084,1.8804129,-2.1714494,0.66058797
1.145772,3.30539,-1.7948408,-0.4878009
-2.0123146,-5.0071654,1.8888075,1.5109395
1.3063745,2.0993338,-2.0859451,0.4797016
1.2999685,1.5226811,-2.1472065,0.85596275
-1.6854475,-4.643174,1.5253658,1.5812659
1.3350236,1.9704524,-2.1442993,0.5900108
1.2831838,2.1790037,-2.0408227,0.40430605
1.3171794,1.5848132,-2.159328,0.8315922
1.3071568,2.1555886,-2.0835664,0.44793063
1.2506647,2.2674274,-1.981319,0.310518
