no-op,fire left,fire main,fire right
-0.43373054,-0.25080466,0.30007488,-0.01088085
-0.36585343,-0.45910445,0.19420134,0.21005969
1.3149183,1.8852779,-2.1140592,0.615829
1.2732654,1.5031548,-2.0984979,0.8314269
0.8017285,0.03755025,-1.4647021,1.2231658
-0.740898,-0.6214335,0.65310454,-0.108265966
1.2187399,0.8110739,-2.021007,1.1700593
1.2671598,1.487379,-2.091797,0.83550036
1.3408041,1.8792928,-2.1619647,0.6552909
1.2470987,1.3995299,-2.0734608,0.8661648
-0.6196741,-0.011699356,0.5664929,-0.39335418
0.6232159,0.23501413,-1.1334083,0.86999595
0.3740096,-0.4669173,-0.8268816,1.0571368
1.2743822,1.5048863,-2.1001656,0.8315933
-0.45478493,0.4183369,0.3919983,-0.4973086
-0.4801946,-0.42152563,0.3306598,0.061482877
0.6927718,0.41071796,-1.218436,0.8275456
1.3070024,1.9313179,-2.0976436,0.5787176
0.4858973,-0.15743372,-0.96519846,0.97796184
1.0807996,0.54064685,-1.8247163,1.1930622
0.5545274,0.020561367,-1.0516601,0.93731165
-0.60727745,0.19738299,0.62848306,-0.5484647
-0.56134856,0.07438182,0.49712235,-0.38264576
-0.29258305,0.16053933,0.1786423,-0.14304912
-0.78309333,-0.34109667,0.75331223,-0.3586495
0.53517294,-0.033769205,-1.0279317,0.95177376
1.2738496,1.5107831,-2.096006,0.8259219
-0.5501038,-0.059841752,0.46045163,-0.27442273
-0.66749924,-0.35818234,0.64134026,-0.22781941
1.300941,1.9627166,-2.0854487,0.5528491
-0.33932418,-0.48254785,0.16278061,0.2554893
1.8617985,2.7668567,-3.0351136,0.76529306
1.2914411,1.581782,-2.1046712,0.7946116
0.68745255,0.41487232,-1.2109699,0.8206521
1.3193197,1.8332742,-2.1254385,0.65495765
-0.49176398,-0.1519647,0.41330293,-0.15962446
-0.54267037,-0.5138539,0.43616134,0.036178365
-0.1325353,0.19633621,-0.062418252,0.032148838
-0.8423487,0.08697671,0.90170103,-0.73219264
1.317252,1.8585626,-2.11996,0.63512623
0.92181873,0.80455875,-1.5843318,0.8749218
-0.5093162,-0.8150513,0.30216765,0.3086818
1.2609646,1.4568182,-2.0876787,0.8477692
0.34857905,-0.5347961,-0.7952728,1.0736105
-0.21555088,0.16898924,0.031774253,-0.038514435
0.74015343,0.5563337,-1.3468788,0.8318303
0.4078068,-0.3741414,-0.86869365,1.033626
-0.47939155,0.6818465,0.4635886,-0.71447027
-0.6130714,-0.49428836,0.49512818,-0.044340253
0.31881,-0.6147661,-0.7581978,1.093074
0.10151921,0.24547128,-0.38693008,0.27841163
1.3181009,1.8566134,-2.1216137,0.63751906
1.2805309,0.591823,-2.1366954,1.3813908
-0.2774355,0.03391424,0.13309515,-0.03197226
0.4944595,-0.14801934,-0.97764724,0.9815436
1.1265359,1.1236233,-1.8704274,0.8860078
0.52460057,-0.06269942,-1.0147889,0.9590151
-0.1840017,0.26340497,-0.015299469,-0.05976996
0.65853685,0.33182323,-1.1767578,0.8439904
-0.4628552,-0.46333745,0.31160027,0.10568957
0.5346761,-0.033921517,-1.0271881,0.9513358
-0.8836622,-0.03258983,0.94485897,-0.6977593
1.2579389,1.4419823,-2.0852578,0.85348284
-0.16717827,0.55056703,0.036494106,-0.26170084
0.53012425,-0.04679863,-1.0215793,0.9547297
-0.51973516,-0.66332865,0.35118377,0.18636325
1.3195851,1.8161205,-2.1271083,0.6668933
1.2005333,0.5792242,-2.0071495,1.2969733
-0.20037584,0.65370345,0.0732187,-0.36334217
1.3193812,1.8312386,-2.1256871,0.6564105
1.2753422,1.5155088,-2.097047,0.8241633
-0.06618807,0.990582,-0.13270974,-0.4234696
1.2058381,1.1922277,-2.0038693,0.92799926
-0.9340607,-1.3638343,0.8706574,0.16794163
1.8079244,2.3075228,-2.9823005,1.0140514
0.15865009,-1.0563747,-0.5612339,1.2034283
-0.50855875,-0.43563476,0.3941394,0.02380801
0.5599342,0.03606026,-1.0581994,0.932981
0.58277893,0.12004781,-1.0840518,0.90236723
1.2650293,0.64510536,-2.1066735,1.3293214
-0.26449808,-0.32663184,0.05910167,0.24213903
-0.30388093,-0.11420582,0.098213345,0.064305976
1.604961,1.6821305,-2.6885052,1.1249219
-0.5747679,-0.18348968,0.47456127,-0.21548605
1.3208194,1.8054066,-2.1300733,0.6758242
-0.47137746,-0.12808302,0.36364028,-0.1400233
-0.423413,-0.5164689,0.27884656,0.17750952
0.464069,-0.21724153,-0.93817407,0.993048
-0.5560963,0.6676513,0.5758012,-0.79955983
-0.7894348,-0.29513535,0.78855044,-0.4020185
-0.75423205,-0.33236247,0.7660863,-0.35002813
0.6441562,0.2944706,-1.1589122,0.85322195
-0.93059176,0.09004548,1.0263209,-0.8403828
-0.59181905,0.093284175,0.59743625,-0.4575138
0.669245,0.342141,-1.1907072,0.8477453
0.5466579,-0.0009447634,-1.042002,0.94289947
-0.5685415,-0.40630034,0.48014247,-0.06772013
1.2607213,1.4562762,-2.0871484,0.84778047
0.6486404,0.3049814,-1.1645954,0.8510994
1.1359372,0.89496374,-1.8914952,1.0293517
