no-op,fire left,fire main,fire right
-0.33347064,-0.17491826,0.16484658,0.055984102
-0.6876562,0.60105026,0.6161478,-0.8443264
-0.32499456,0.08917576,0.12736703,-0.090820655
-0.7798905,-0.15959606,0.77754956,-0.4814319
-0.6320956,-0.18894738,0.6008207,-0.30051717
-2.378022,3.2621129,3.4618452,-5.0624013
-0.6037562,0.22033116,0.61645335,-0.5574658
0.062993005,-2.336102,-0.6360945,2.0053215
-0.73906946,-0.2245262,0.70960045,-0.38543084
-1.0990822,0.3948245,1.1867893,-1.2005605
0.27318758,-0.5339899,-0.9082751,1.0990409
-0.56833386,0.5018836,0.5930215,-0.71049815
-0.27487278,-0.0920859,-0.06952566,0.14504564
-0.6266432,-0.24407575,0.5859087,-0.25491804
-2.1937006,4.814007,3.3168294,-5.905414
-0.56574243,0.77127993,0.45441186,-0.8127843
-0.73580134,0.025540449,0.7276555,-0.5534353
-0.69665945,-0.26688722,0.6665759,-0.3161601
-0.56272864,-0.070778176,0.49138463,-0.28866684
-0.92202806,0.7792617,1.0209882,-1.277049
-0.98836154,0.15525769,0.9965239,-0.89652973
-0.7816045,-0.2841279,0.7446881,-0.38530105
-0.36429298,-0.24848774,0.20278397,0.06915717
-0.76090896,-0.13230199,0.7821711,-0.49235392
-0.41278565,-0.29813948,0.24078412,0.057124212
-0.54319537,-0.05564025,0.41921568,-0.25147113
-0.117679104,0.4002,-0.08968231,-0.08114365
-1.2965374,1.2071508,1.7184258,-2.1124773
-0.62697387,0.6759021,0.60591847,-0.8570236
-0.4606839,0.41664293,0.41012418,-0.51128036
-1.1451527,0.4119473,1.2873752,-1.2843207
-0.68542063,-0.08456686,0.631802,-0.40963596
-0.17541839,0.3454796,-0.0051237345,-0.11651565
-1.2997506,4.4240265,2.0211358,-4.483347
-0.41100177,0.08712116,0.29366207,-0.21640682
-0.90115356,0.5269406,0.94386154,-1.0658238
-0.3836782,-0.6874256,0.16816188,0.35937485
-0.23872791,0.31054646,0.043348566,-0.1489672
0.080225945,-2.3726752,-0.66137195,2.0460286
0.086621806,-2.1011426,-0.6567438,1.8828088
-0.3033419,0.69742143,0.20930889,-0.51376384
-0.49378774,-0.13895014,0.39262664,-0.16121984
-0.895886,0.83461535,0.9957163,-1.2871121
-0.16909713,0.3547276,0.0010079145,-0.121233374
0.74563724,3.0168858,-1.1215558,-0.853243
-0.9696746,0.2508659,1.0384401,-0.969388
-0.5776063,0.29989573,0.4205855,-0.49833494
-0.8722142,0.6261281,0.89520603,-1.0911803
-2.4021776,3.5249846,3.5166335,-5.285418
-0.8529682,-0.0062006116,0.7741335,-0.61458147
-0.6814227,-0.6181915,0.5736458,-0.035420805
-0.26272666,-0.1680246,0.042799324,0.14666751
-0.6998154,-0.031427003,0.6798006,-0.47556192
-0.56365025,0.4074532,0.57481116,-0.6383183
-0.50721806,-0.8451774,0.28959766,0.33896205
-0.12582615,-1.1946776,-0.24805132,0.991202
-2.0720303,4.770735,3.1439676,-5.719049
0.18064114,-1.6229812,-0.7737102,1.6835529
-0.46417028,0.5851129,0.41197243,-0.6217323
-0.9757819,0.5919149,1.0716131,-1.2084111
-0.7052921,0.08013139,0.71922594,-0.570112
-0.86799586,-0.42420736,0.8353175,-0.38306105
-0.95169175,0.21968016,0.97736937,-0.9098841
-0.42959082,0.35333362,0.34012383,-0.41986442
-2.3756282,3.52732,3.481195,-5.256403
-0.7002325,-0.48464045,0.62848395,-0.1587547
-1.01012,0.76983225,1.1310837,-1.3696536
-0.3968059,0.10188843,0.24344005,-0.19289413
0.021793742,-2.3541021,-0.5817425,1.9711792
-0.93353254,0.42803735,1.0108774,-1.0517069
-0.50838065,3.317683,0.81412965,-2.7027493
-0.7961278,-0.025801435,0.76746804,-0.56995857
-0.5684136,0.5374203,0.52002543,-0.6959599
-0.60125923,0.29901206,0.6190649,-0.6084044
0.57072663,3.189455,-0.8289408,-1.2079557
-0.5626193,-0.27517965,0.49005246,-0.1552788
1.0755484,2.6520882,-1.6746528,-0.16307399
-0.60767156,0.3285927,0.549845,-0.59591633
-2.1073048,2.389592,2.9909832,-4.045748
-0.88233745,-0.2347109,0.9060257,-0.54767275
0.14653055,-1.8465883,-0.7290824,1.7881787
0.91189504,2.837865,-1.4003289,-0.50833344
-0.2139567,-0.18705615,-0.003952816,0.20744817
-0.98614514,0.037630767,0.9943072,-0.8183969
-0.40939325,0.08630255,0.31459928,-0.22421917
-0.41559035,-0.3049398,0.23053035,0.065959156
-0.534903,0.10815216,0.48688218,-0.38754076
0.011774082,0.44649133,-0.41464156,0.1061268
-0.30119354,0.40418807,0.18631917,-0.3121119
-0.86761945,0.04247558,0.88539,-0.7082197
-0.40064752,0.2867046,0.28927398,-0.33724314
-0.5536015,-0.38346264,0.45391995,-0.063394696
-0.69324064,-0.1597019,0.6182284,-0.35820314
-0.6820328,0.8828435,0.65850216,-1.0437744
-0.5012153,0.05995228,0.42759776,-0.31034112
-0.5572611,-0.06435752,0.50842595,-0.29741725
-0.12808639,0.020672768,-0.14179778,0.18486257
-0.5433633,-0.06613687,0.46202955,-0.26735318
-0.5333661,-0.07528108,0.45749903,-0.2542022
-0.27221563,-0.1988247,0.08552109,0.14248
