x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit
-0.052890588,-0.013442793,-0.15131827,-0.12515138,0.097609036,0.41193342,1.0,1.0
0.24611302,0.48203433,-0.21845958,-0.372494,0.24033025,-0.21359615,0.0,0.0
-0.05280466,-0.0010771299,0.12351241,-5.4085554e-06,0.0013311193,-1.2640736e-06,0.0,1.0
-0.085758686,-0.0068638707,-0.13063706,0.01276359,0.039994355,-0.04372626,1.0,1.0
0.090327546,0.19789411,-0.41797265,-0.2598799,-0.084701516,-0.06866102,0.0,0.0
0.14237642,1.1438154,0.6273252,-0.8308593,0.18502326,0.33981842,0.0,0.0
0.25947466,0.6307224,0.06314467,-0.5801461,0.35350537,-0.09975739,0.0,0.0
-0.097378924,-0.0012736106,0.022114705,-1.221306e-06,-0.0002771321,-2.9209326e-07,0.0,1.0
0.11590252,0.2326569,-0.41264194,-0.28128296,-0.06255982,-0.082673304,0.0,0.0
-0.09760008,-0.0012736106,0.019274306,2.0335879e-06,-0.00027709198,4.8100446e-07,0.0,1.0
0.2372305,0.82782155,0.28866223,-0.6576194,0.3713501,0.0715412,0.0,0.0
0.043697167,1.3615599,0.71108514,-0.43199986,-0.022766814,0.009085165,0.0,0.0
-0.09142685,-0.005217388,-0.14527585,0.022476332,0.02986384,-0.030130282,0.0,1.0
-0.023060799,0.041064344,-0.27859253,-0.19732822,-0.11356352,-0.007371065,0.0,0.0
0.07015543,0.16957083,-0.41040802,-0.2674694,-0.09503205,-0.03293005,0.0,0.0
-0.07091894,-0.0010771299,0.11116107,-2.079773e-06,0.0013311309,-4.6697454e-07,0.0,1.0
0.22370425,0.41767332,-0.31383735,-0.3598713,0.13774875,-0.231162,0.0,0.0
0.2562994,0.5402845,-0.08190756,-0.47979102,0.30205587,-0.19137985,0.0,0.0
-0.071134664,-0.010811367,-0.09877532,0.01710297,0.07900526,-0.056271292,1.0,1.0
0.25511798,0.52941084,-0.108220555,-0.4812447,0.29181427,-0.20483181,0.0,0.0
-0.058304977,-0.019542744,-0.028577745,0.031421416,0.1418616,-0.09712826,1.0,1.0
-0.08851185,-0.0061374926,-0.1359531,0.017547913,0.034491867,-0.05940666,1.0,1.0
-0.037684537,-0.0010772013,0.11402553,-2.8607392e-06,0.0013311026,-6.3735695e-07,0.0,1.0
0.25986558,0.61826867,0.043388203,-0.5524539,0.34898737,-0.090360135,0.0,0.0
-0.03539715,-0.0010771299,0.111545965,-3.3005367e-06,0.0013311512,-7.392417e-07,0.0,1.0
0.034205914,0.12321354,-0.38907695,-0.2281209,-0.11007247,-0.0077123465,0.0,0.0
0.022887897,0.1077113,-0.35509735,-0.22749765,-0.11619721,-0.045323733,0.0,0.0
-0.0010714531,0.07270826,-0.333175,-0.21568532,-0.11596221,-0.027222643,0.0,0.0
0.057727814,1.3403151,0.6944504,-0.4850951,-0.016831283,0.07575598,0.0,0.0
0.12958059,1.1805431,0.6081751,-0.7799828,0.14871356,0.41911912,0.0,0.0
0.06609964,0.16429168,-0.40382355,-0.2347407,-0.09677079,-0.034774765,0.0,0.0
0.19789143,0.36547208,-0.38290378,-0.28619072,0.061017256,-0.20417885,0.0,0.0
-0.07925501,-0.0010771299,0.073303774,-3.79739e-06,0.0013311619,-8.684312e-07,0.0,1.0
0.24944249,0.7540886,0.20822373,-0.65662885,0.3764854,-0.026875105,0.0,0.0
0.21338825,0.3944571,-0.35399255,-0.32345897,0.102420144,-0.24885114,0.0,0.0
0.057908915,0.15455769,-0.39993608,-0.19874898,-0.10140482,-0.04380388,0.0,0.0
0.19684057,0.9857778,0.52466565,-0.75002843,0.31513265,0.21487725,0.0,0.0
-0.06416197,-0.014394083,-0.06791806,0.016766151,0.10508818,-0.05428934,1.0,1.0
-0.03087988,-0.0010771299,0.11005072,2.6268763e-06,0.0013311737,5.9816955e-07,0.0,1.0
-0.077991486,-0.008511892,-0.12299068,0.017986776,0.06194822,-0.059737146,1.0,1.0
0.23431015,0.84259844,0.32210982,-0.6756977,0.36777303,0.07840935,0.0,0.0
-0.09779282,-0.0012736821,0.017708201,-3.3875053e-06,-0.00027709338,-7.6121063e-07,0.0,1.0
-0.0450099,0.0046199537,-0.22424062,-0.14260022,-0.045201007,0.74386734,1.0,0.0
-0.03882475,-0.0010771299,0.11232282,2.8197755e-07,0.0013311359,6.543583e-08,0.0,1.0
0.06463146,1.3287927,0.6845288,-0.5120517,-0.011059977,0.115436636,0.0,0.0
0.255622,0.6975493,0.11391111,-0.59662706,0.37177712,-0.02335169,0.0,0.0
-0.06733503,-0.012499085,-0.08036701,0.022187935,0.09136894,-0.07164218,1.0,1.0
-0.084429935,-0.007149794,-0.1253592,0.01191315,0.04218155,-0.040924296,1.0,1.0
-0.0480855,-0.0010770583,0.119641006,9.757124e-07,0.0013311533,2.2769166e-07,0.0,1.0
0.17801198,0.331419,-0.39112395,-0.3280545,0.019779276,-0.15534174,0.0,0.0
0.026461696,0.112826094,-0.3795929,-0.24487309,-0.11393104,-0.06163792,0.0,0.0
0.2598667,0.60642356,0.0048185186,-0.52531797,0.34404984,-0.09875034,0.0,0.0
-0.05042572,-0.0010769868,0.12004278,2.4062008e-06,0.0013311742,5.4452363e-07,0.0,1.0
-0.09249143,-0.001273539,0.058283467,4.353837e-06,-0.0002771511,1.0292472e-06,0.0,1.0
-0.07600174,-0.0010770583,0.08462666,2.9572172e-06,0.0013311948,6.7696976e-07,0.0,1.0
-0.06277094,-0.015061774,-0.062133424,0.011210907,0.10997295,-0.03703856,1.0,1.0
0.06193037,0.15902618,-0.41446877,-0.2341832,-0.09921462,-0.048876725,0.0,0.0
-0.078471854,-0.0010770583,0.07831633,1.8272483e-06,0.0013311874,4.3667592e-07,0.0,1.0
-0.020747852,-0.0010772013,0.11768236,-3.4544244e-06,0.0013311531,-8.310646e-07,0.0,1.0
-0.017404556,0.04931947,-0.3120672,-0.19253689,-0.11480235,0.017509159,0.0,0.0
-0.057970427,-0.020239081,-0.028802004,0.021502823,0.14671811,-0.067151725,1.0,1.0
0.25124884,0.7395301,0.18208547,-0.646663,0.37494248,-0.030858543,0.0,0.0
-0.051585484,-0.010654011,-0.17246644,-0.14643563,0.07701093,0.49134937,1.0,1.0
0.25902605,0.5722611,-0.048592214,-0.49525487,0.32606232,-0.142979,0.0,0.0
0.25057715,0.4993279,-0.16496421,-0.42623416,0.26198065,-0.20307425,0.0,0.0
0.16794176,1.0721416,0.60275495,-0.7817746,0.25289854,0.31496307,0.0,0.0
-0.098266795,-0.0012738967,-0.013995791,0.014233325,-0.00023881886,-0.049969293,0.0,1.0
-0.069771096,-0.0010770583,0.11478026,3.983337e-06,0.0013311743,9.025963e-07,0.0,1.0
-0.07412271,-0.0010770583,0.09706135,-7.8135514e-07,0.0013311808,-1.9377345e-07,0.0,1.0
0.2170535,0.4017555,-0.32974517,-0.35452145,0.1148627,-0.23511556,0.0,0.0
-0.06858368,-0.0010769868,0.11874217,1.6562481e-06,0.0013311913,4.0323738e-07,0.0,1.0
-0.066495225,-0.012993219,-0.077487856,0.022113433,0.09495116,-0.07124121,1.0,1.0
0.12818126,0.2514335,-0.40435022,-0.23636585,-0.04942125,-0.07634011,0.0,0.0
0.16959867,0.3176119,-0.41720277,-0.31998888,0.0044487463,-0.13608494,0.0,0.0
-0.09796991,-0.0012736106,0.013626452,-3.932473e-06,-0.0002770172,-9.100869e-07,0.0,1.0
0.21565875,0.9206273,0.40896964,-0.6928142,0.34674588,0.12965155,0.0,0.0
0.13226338,0.2567489,-0.39628312,-0.2789911,-0.045604233,-0.06392659,0.0,0.0
0.053794764,0.14950497,-0.4115758,-0.22455199,-0.10124301,0.0032362721,0.0,0.0
0.01242094,0.09161068,-0.340491,-0.22410367,-0.11700971,-0.004550961,0.0,0.0
0.09454193,0.2037371,-0.42730856,-0.2854401,-0.081268474,-0.0715145,0.0,0.0
-0.044602968,-0.0010770583,0.11430593,-1.2546385e-06,0.0013311374,-2.8561973e-07,0.0,1.0
-0.028608894,0.031290375,-0.26965892,-0.21093865,-0.109246604,0.049575992,0.0,0.0
-0.034239005,-0.0010772013,0.11581157,-2.7059157e-06,0.0013311281,-5.841227e-07,0.0,1.0
0.21150713,0.9361824,0.45217943,-0.7213564,0.3402633,0.14235461,0.0,0.0
0.15684739,0.29622382,-0.41311947,-0.31185597,-0.016105007,-0.13253841,0.0,0.0
-0.064911745,-0.0139607815,-0.07181243,0.019477872,0.101949364,-0.06277626,1.0,1.0
-0.05162611,-0.0010770583,0.11785394,2.1561193e-06,0.0013311426,5.1483437e-07,0.0,1.0
-0.08317928,-0.0010771299,0.056636967,1.1960623e-06,0.0013312247,2.5742224e-07,0.0,1.0
-0.095546246,-0.0012736106,0.038109586,-2.2298832e-06,-0.00027721128,-5.430875e-07,0.0,1.0
0.2484025,0.49045488,-0.2067106,-0.39247328,0.25101006,-0.21941194,0.0,0.0
-0.05736027,-0.020914426,-0.036591798,-0.00758092,0.15148503,0.023786884,1.0,1.0
-0.08427048,-0.0010771299,0.047871996,3.2479413e-06,0.0013312165,7.7076874e-07,0.0,1.0
0.098851204,0.21015516,-0.41903725,-0.25944623,-0.07769275,-0.10493857,0.0,0.0
-0.038587473,0.015704736,-0.23116024,-0.1499305,-0.10372177,0.013240764,0.0,0.0
0.015828133,0.09665266,-0.34215617,-0.23799078,-0.11678216,0.0007203266,0.0,0.0
-0.089958765,-0.0057224296,-0.1415296,0.018515386,0.03137096,-0.062405907,1.0,1.0
-0.070118524,-0.011192742,-0.09421387,0.017987136,0.08181879,-0.05893869,1.0,1.0
-0.061342336,-0.0010769868,0.12088058,3.603842e-06,0.001331198,8.2858725e-07,0.0,1.0
0.04573927,0.13822204,-0.40080708,-0.24952695,-0.105802245,-0.048114736,0.0,0.0
0.0074692727,1.4041686,0.7565353,-0.30008763,-0.0086481795,-0.17136659,0.0,0.0
