no-op,no-op,no-op,no-op,no-op,no-op,no-op,no-op,fire left,fire left,fire left,fire left,fire left,fire left,fire left,fire left,fire main,fire main,fire main,fire main,fire main,fire main,fire main,fire main,fire right,fire right,fire right,fire right,fire right,fire right,fire right,fire right
x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit,x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit,x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit,x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit
0.063929595,0.030756481,0.036718704,0.03958905,0.034618296,0.032712907,0.03559874,0.03559874,0.05560503,0.026770825,0.031953916,0.034430116,0.030127877,0.028455276,0.030971399,0.030971399,0.040396146,0.019435951,0.023202965,0.02501456,0.021875571,0.020669587,0.022494003,0.022494003,0.048300892,0.02324587,0.027747069,0.029901374,0.026159152,0.02471194,0.026895907,0.026895907
0.094416305,0.0484916,0.05409792,0.054900773,0.0503827,0.03891691,0.050179746,0.050179746,0.16754758,0.086129695,0.096063346,0.09736797,0.08945985,0.06906994,0.089083225,0.089083225,0.056283876,0.028907051,0.032249868,0.03272929,0.030034926,0.023198852,0.029913493,0.029913493,0.07413851,0.038078286,0.042483404,0.04311894,0.039566398,0.030561186,0.03940577,0.03940577
0.1244649,0.11188522,0.05528822,0.14705062,0.11665077,0.083148144,0.083744735,0.083744735,0.019585978,0.01773608,0.008688874,0.023288885,0.018479342,0.013117573,0.013212298,0.013212298,0.11418599,0.102639884,0.050749823,0.13510391,0.10708442,0.076301694,0.07684946,0.07684946,0.07621941,0.06866136,0.034096383,0.09187104,0.07212501,0.05112374,0.05149374,0.05149374
0.18567975,0.105461925,0.09845926,0.10550978,0.082862556,0.10269515,0.076738015,0.27543822,0.03499654,0.020193636,0.018829305,0.02026672,0.01569156,0.019623443,0.014142545,0.051059406,0.33726284,0.19366825,0.18065766,0.19414973,0.15102068,0.18832302,0.1372082,0.49457833,0.30111372,0.17362046,0.16190635,0.1741895,0.1350123,0.16874045,0.12193673,0.43964535
0.20822287,0.13014925,0.12573045,0.12628227,0.13721365,0.13283044,0.018638235,0.20742026,0.08789241,0.05582452,0.05385373,0.054183528,0.057913035,0.056986526,0.0067121396,0.08577376,0.35477987,0.2246257,0.21675286,0.21799959,0.23377553,0.22927952,0.028037354,0.34763017,0.24007481,0.15242621,0.14704964,0.14794005,0.1582076,0.15559012,0.018490493,0.23437393
0.11291718,0.06328381,0.06788333,0.07286743,0.06440424,0.061822135,0.06436762,0.06436762,0.020232953,0.011342268,0.0121693155,0.013055257,0.011541644,0.011078306,0.01153527,0.01153527,0.10796878,0.06050969,0.06491014,0.06966975,0.061579376,0.059109658,0.06154447,0.06154447,0.058782876,0.032946885,0.035345852,0.037914477,0.03352393,0.03217766,0.033505127,0.033505127
0.22383608,0.138502,0.13466279,0.13436244,0.14873318,0.14022236,0.021911781,0.2214548,0.12881297,0.081404224,0.07901356,0.07900925,0.08562354,0.08247794,0.010031167,0.1241574,0.37435257,0.2358665,0.22899127,0.22890334,0.24882157,0.2389404,0.030249562,0.3621694,0.23023325,0.14545405,0.1411851,0.14117058,0.1530524,0.1473643,0.018066708,0.2219737
0.12208541,0.068619564,0.068004586,0.067815095,0.04868465,0.064055786,0.06671275,0.19177976,0.17051807,0.096976854,0.09592806,0.095599495,0.068165,0.0904032,0.09233302,0.2649144,0.25878394,0.1463869,0.1449327,0.14448565,0.10335094,0.13655826,0.14065829,0.40407395,0.32527912,0.18475893,0.18280804,0.18220615,0.13004863,0.17227608,0.1764169,0.5059226
0.11937684,0.065708384,0.07127469,0.077158555,0.06811113,0.065722466,0.06829357,0.06829357,0.0070975856,0.0039082323,0.004240023,0.0045854636,0.004050117,0.0039074523,0.004060774,0.004060774,0.119979136,0.066043645,0.07163973,0.07752671,0.06845124,0.066047855,0.06863406,0.06863406,0.08560469,0.047144253,0.051137663,0.055228014,0.04883272,0.047109112,0.048961446,0.048961446
0.14926898,0.07003997,0.08253135,0.08003181,0.07843785,0.06267244,0.079408936,0.079408936,0.1618895,0.076043025,0.08955319,0.08674115,0.08513423,0.06797371,0.08615337,0.08615337,0.1323522,0.06210105,0.07317659,0.07096131,0.069547646,0.055565514,0.07040714,0.07040714,0.005943362,0.0027887938,0.0032859254,0.003185925,0.003122964,0.0024947808,0.0031614746,0.0031614746
0.066064835,0.036903042,0.03919203,0.04167603,0.036881402,0.035814054,0.036932778,0.036932778,0.036468633,0.02037673,0.021644123,0.02300486,0.020362463,0.019773886,0.020392174,0.020392174,0.037728727,0.021074578,0.022382382,0.023801513,0.021062165,0.020452674,0.021091647,0.021091647,0.010438263,0.005830801,0.006192827,0.0065855146,0.0058273333,0.0056587434,0.0058355527,0.0058355527
0.10292536,0.06467774,0.0365849,0.10883434,0.08949527,0.07823448,0.06907809,0.06907809,0.0051982757,0.003301782,0.0018505965,0.0055512004,0.0045581833,0.0039698696,0.0035019205,0.0035019205,0.07518649,0.04725235,0.026785545,0.07977968,0.06547815,0.05720311,0.050499693,0.050499693,0.059591174,0.037518457,0.021605134,0.065079674,0.052568622,0.045680396,0.040267855,0.040267855
0.16577363,0.23112287,0.5507541,0.04395917,0.15513214,0.15940027,0.15463758,0.15463758,0.09502536,0.12243702,0.3279168,0.034346696,0.08852042,0.09131738,0.08822696,0.08822696,0.27862778,0.3481555,0.97529423,0.110838875,0.25911346,0.26764274,0.25823593,0.25823593,0.1640524,0.21049502,0.56749064,0.060326725,0.15278053,0.15766817,0.15227851,0.15227851
