x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit
-0.45979708,0.1893576,0.17384645,-0.26977336,-0.028304176,0.12558798,0.0,0.0
-0.37300545,-0.022895934,0.101452574,-0.125939,0.07151594,-0.041998368,0.0,0.0
-0.35787922,0.95359296,-0.5667772,-0.74292463,-0.2852779,-0.023509895,0.0,0.0
-0.028559495,1.4331205,-0.7063268,0.20691325,0.021749206,0.055077326,0.0,0.0
-0.33805403,-0.095571,-0.0028161502,0.024250712,0.47716662,-0.07692483,1.0,0.0
-0.30794087,1.0921025,-0.663751,-0.81578803,-0.26032463,-0.09068684,0.0,0.0
-0.48219055,0.30217776,0.059143223,-0.36106765,-0.14304762,0.10847567,0.0,0.0
-0.3437261,-0.09928153,0.00034051645,6.8832494e-05,0.47299623,-4.9121318e-05,1.0,1.0
-0.34372568,-0.09928117,9.641337e-05,2.4727926e-05,0.47299588,-1.5126805e-05,1.0,1.0
-0.37209988,-0.026338495,0.09044567,-0.15300736,0.07162545,0.0021903464,0.0,0.0
-0.3619286,-0.07285866,-0.026210288,-0.12550297,0.116942495,0.6779817,1.0,0.0
-0.4725783,0.49886978,-0.14839722,-0.48850116,-0.261321,0.08934106,0.0,0.0
-0.38429633,0.012034045,0.1294879,-0.19495827,0.080764614,-0.016442657,0.0,0.0
-0.4269682,0.71794885,-0.38136804,-0.6671772,-0.29826146,-0.041581556,0.0,0.0
-0.3832212,0.8747502,-0.4954358,-0.68532866,-0.28354204,0.027285043,0.0,0.0
-0.3517643,-0.10094428,0.15214299,0.025339192,0.4409016,0.08911426,1.0,1.0
-0.4637797,0.55629975,-0.24406981,-0.56515706,-0.28342593,0.08328412,0.0,0.0
-0.45602822,0.59529614,-0.29007754,-0.5924194,-0.29575852,0.085353754,0.0,0.0
-0.34155107,-0.101579756,0.16840681,-0.019933093,0.49961266,0.2355874,1.0,1.0
-0.34204903,-0.09804478,-0.048337873,-0.016398575,0.47311407,3.425548e-07,1.0,0.0
-0.43522745,0.1246728,0.23106666,-0.23496129,0.030249862,0.13840207,0.0,0.0
-0.18178777,1.3746744,-0.65530324,-0.4075113,-0.12892571,-0.14815632,0.0,0.0
-0.47936058,0.4357556,-0.092432335,-0.42969188,-0.22820641,0.106297314,0.0,0.0
-0.39294535,0.036117706,0.16619882,-0.18569618,0.08891802,0.008107948,0.0,0.0
-0.2348052,1.279861,-0.6553117,-0.62088096,-0.18818706,-0.14815146,0.0,0.0
-0.34008613,-0.101680495,0.13924563,-0.007267304,0.50736153,0.1543284,1.0,1.0
-0.44706637,0.15323125,0.23025413,-0.23988861,0.0037684652,0.1283423,0.0,0.0
-0.48333368,0.31865138,0.027337765,-0.3811954,-0.15358186,0.09405966,0.0,0.0
-0.4231344,0.73295105,-0.38153487,-0.6649281,-0.29618236,-0.03137044,0.0,0.0
-0.3773284,-0.010015573,0.1064872,-0.174644,0.07502326,-0.007287593,0.0,0.0
-0.3393039,-0.095949404,-0.028344968,-0.0096132625,0.47311386,-8.970409e-07,1.0,0.0
-0.41856384,0.08984371,0.23531766,-0.20286888,0.061666023,0.072848305,0.0,0.0
-0.34373283,-0.099284604,-0.0004917394,-0.000100433244,0.4730016,7.1317e-05,1.0,1.0
-0.48097485,0.4171642,-0.082190156,-0.39582542,-0.21877183,0.087718174,0.0,0.0
-0.07574968,1.4489263,-0.6554616,0.020212807,-0.010682575,-0.1485135,0.0,0.0
-0.37399873,-0.02005998,0.11294643,-0.15423058,0.07361585,-0.036767382,0.0,0.0
-0.108894825,1.4422147,-0.65535367,-0.113150865,-0.047790177,-0.14839773,0.0,0.0
-0.3145174,1.0739872,-0.6530391,-0.8059508,-0.26504028,-0.0943129,0.0,0.0
-0.33785868,-0.09775714,0.0049433387,0.04966774,0.49278995,-0.14179185,1.0,0.0
-0.44752973,0.6345194,-0.32566592,-0.59960943,-0.30383363,0.027543152,0.0,0.0
-0.06911993,1.4484707,-0.6554837,0.046885036,-0.003257587,-0.14852872,0.0,0.0
-0.430686,0.70323104,-0.36948594,-0.654595,-0.30062854,-0.04734134,0.0,0.0
-0.04237299,1.4406385,-0.68422806,0.15375781,0.020775702,-0.03360355,0.0,0.0
-0.38807935,0.85868186,-0.48493823,-0.71432287,-0.28444225,-0.018004207,0.0,0.0
-0.26127762,1.2180582,-0.66179967,-0.7265335,-0.21870525,-0.121080205,0.0,0.0
-0.33825818,-0.09514985,-0.0044359597,-0.0014239455,0.47311234,-2.8242872e-05,1.0,0.0
-0.2281783,1.2938102,-0.65531045,-0.5942098,-0.18077949,-0.14815189,0.0,0.0
-0.48350662,0.38026178,-0.05148884,-0.39093456,-0.19802815,0.07214983,0.0,0.0
-0.18841524,1.3649203,-0.65530413,-0.43418258,-0.13633348,-0.14815575,0.0,0.0
-0.33828944,-0.10078185,0.07169325,0.028129397,0.5105516,-0.011468266,1.0,0.0
-0.40032777,0.053245436,0.21232502,-0.19566393,0.08370708,0.028575853,0.0,0.0
-0.021523952,1.4284639,-0.7138979,0.23376112,0.01899558,0.08545905,0.0,0.0
-0.35332698,-0.10154352,0.14472291,0.019222528,0.43644333,0.1789902,1.0,1.0
-0.4738255,0.48853755,-0.12894644,-0.45846653,-0.25700802,0.08625958,0.0,0.0
-0.47842416,0.26999167,0.10866646,-0.34348947,-0.1125528,0.17474979,0.0,0.0
-0.48438182,0.35273525,-0.008327035,-0.3883687,-0.17839621,0.1447113,0.0,0.0
-0.3680672,-0.040659595,0.11165418,-0.15685482,0.065403976,-0.05074305,0.0,0.0
-0.3437265,-0.0992816,-0.00036604854,-7.386257e-05,0.47299638,5.2736686e-05,1.0,1.0
-0.39300126,0.84263563,-0.49051705,-0.71349466,-0.28616324,-0.034420144,0.0,0.0
-0.12215109,1.435335,-0.6553113,-0.16649742,-0.06262513,-0.1483518,0.0,0.0
-0.45593047,0.17645724,0.19393717,-0.27619565,-0.01919773,0.095300764,0.0,0.0
-0.24136606,1.2652861,-0.64699876,-0.64895827,-0.19732974,-0.18285333,0.0,0.0
-0.3437267,-0.09928178,0.0006253804,0.00012004717,0.4729967,-8.7798224e-05,1.0,1.0
-0.4193038,0.747905,-0.39822504,-0.67852604,-0.29461384,-0.029855615,0.0,0.0
-0.34069443,-0.09701084,-0.04024636,-0.01365292,0.473114,2.6218554e-08,1.0,0.0
-0.062489986,1.447416,-0.6555065,0.07355695,0.0041681724,-0.14856109,0.0,0.0
-0.4153071,0.7631653,-0.40701938,-0.69344115,-0.29312107,-0.02054595,0.0,0.0
-0.33960596,-0.09618011,-0.030204406,-0.0102534825,0.47311404,2.8873087e-06,1.0,0.0
-0.44112936,0.6609637,-0.32943243,-0.6165821,-0.30419385,-0.004486506,0.0,0.0
-0.36535722,-0.05158155,0.08442811,-0.17736253,0.05875377,-0.010501066,0.0,0.0
-0.34112486,-0.097339325,-0.043043233,-0.014599708,0.47311398,-7.6416393e-07,1.0,0.0
-0.4678732,0.5330121,-0.19099993,-0.5075808,-0.27537632,0.08785693,0.0,0.0
-0.22155133,1.30716,-0.65530926,-0.5675387,-0.17337191,-0.14815243,0.0,0.0
-0.36221868,-0.067118086,0.02425465,-0.1394877,0.061991885,0.2005384,1.0,0.0
-0.38061246,-3.2749176e-05,0.1269644,-0.15915751,0.07864591,-0.0054616807,0.0,0.0
-0.44943395,0.15862864,0.2243166,-0.25788543,-0.0026486632,0.122751474,0.0,0.0
-0.4588159,0.58193594,-0.28270185,-0.5929919,-0.2917018,0.0811346,0.0,0.0
-0.47749472,0.45593727,-0.120547354,-0.47532374,-0.2392913,0.11339311,0.0,0.0
-0.24801688,1.2501459,-0.6583521,-0.6738152,-0.2041086,-0.1355767,0.0,0.0
-0.089008525,1.4480395,-0.65541816,-0.033132132,-0.025529103,-0.14846723,0.0,0.0
-0.0072517395,1.417345,-0.73453647,0.28553787,0.008409728,0.1663835,0.0,0.0
-0.45316878,0.6086446,-0.27820626,-0.56810844,-0.30002624,0.03467144,0.0,0.0
-0.40246543,0.057646118,0.22032745,-0.21679088,0.08227829,0.030591134,0.0,0.0
-0.3914012,0.03200556,0.15438733,-0.18276317,0.088944264,0.0005247908,0.0,0.0
-0.34372777,-0.099282175,-0.000110597466,-1.7805529e-05,0.4729975,1.4224372e-05,1.0,1.0
-0.33900142,-0.1014106,0.10513528,0.010748706,0.51112425,0.075238094,1.0,0.0
-0.095637515,1.4466972,-0.6553966,-0.05980488,-0.032950625,-0.14844395,0.0,0.0
-0.33844694,-0.095295444,-0.011529843,-0.0039189043,0.47311386,3.051685e-06,1.0,0.0
-0.42095384,0.094404966,0.23771982,-0.20522279,0.058023605,0.07272268,0.0,0.0
-0.1354064,1.4260576,-0.6552694,-0.21984474,-0.07745556,-0.14830612,0.0,0.0
-0.15528736,1.4076464,-0.6552076,-0.29986712,-0.09969271,-0.14823851,0.0,0.0
-0.4137737,0.08151212,0.24171326,-0.19844122,0.067130744,0.034715973,0.0,0.0
-0.3437314,-0.099283814,-0.0003605931,-7.398136e-05,0.47300035,5.241048e-05,1.0,1.0
-0.35015947,-0.10047425,0.15538599,0.019274384,0.44644976,0.110932946,1.0,1.0
-0.42798012,0.10850323,0.23958734,-0.227988,0.04629438,0.112409726,0.0,0.0
-0.46600595,0.54445094,-0.22618537,-0.52592635,-0.27976918,0.07313503,0.0,0.0
-0.34372663,-0.09928174,0.00021328223,3.88372e-05,0.47299668,-2.9129511e-05,1.0,1.0
-0.14203367,1.42052,-0.65524864,-0.24651867,-0.08486907,-0.14828351,0.0,0.0
-0.39786667,0.82662195,-0.48457518,-0.71210057,-0.28818384,-0.040412184,0.0,0.0
-0.17516021,1.3838295,-0.6549896,-0.38038236,-0.121517874,-0.1401288,0.0,0.0
