no-op,no-op,no-op,no-op,no-op,no-op,no-op,no-op,fire left,fire left,fire left,fire left,fire left,fire left,fire left,fire left,fire main,fire main,fire main,fire main,fire main,fire main,fire main,fire main,fire right,fire right,fire right,fire right,fire right,fire right,fire right,fire right
x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit,x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit,x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit,x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit
0.19524042,0.17894208,0.43028834,0.2336232,0.08074294,0.16199139,0.20002604,0.20002604,0.41829234,0.38224474,0.9210719,0.49919164,0.17214136,0.34670776,0.42816374,0.42816374,0.1631653,0.1496339,0.3596547,0.19531205,0.06753379,0.13540103,0.16718873,0.16718873,0.13519174,0.12412228,0.29807162,0.16189945,0.05598832,0.11220135,0.13854668,0.13854668
0.059388023,0.05551471,0.034192983,0.25276837,0.035028804,0.065272525,0.04588724,0.04588724,0.04637257,0.04382371,0.026787467,0.19762574,0.027271971,0.050815314,0.035813082,0.035813082,0.054887153,0.051346835,0.031544205,0.23409225,0.032327216,0.060355183,0.04237167,0.04237167,0.06807284,0.06401271,0.038614567,0.29400188,0.039747916,0.07512554,0.05225462,0.05225462
0.0763704,0.034577336,0.022346139,0.03400492,0.03387745,0.0340067,0.034006365,0.05106456,0.46250692,0.20897003,0.13629088,0.20549509,0.20472473,0.20550582,0.20550384,0.30332744,0.2578492,0.116668105,0.075611025,0.11473401,0.1143039,0.11473999,0.11473886,0.17134017,0.5366861,0.24271661,0.15762493,0.2386887,0.23779404,0.23870118,0.23869883,0.3550455
0.02701243,0.00036200136,0.053885084,0.0791484,0.04419812,0.047657654,0.04246591,0.04246591,0.010377253,0.00011977926,0.02066859,0.030349102,0.016953334,0.01828769,0.016292794,0.016292794,0.017702557,0.0002349671,0.03530806,0.051861614,0.028960884,0.031229625,0.027826648,0.027826648,0.01341488,0.0001750621,0.02674792,0.03928698,0.0219404,0.02366162,0.02108227,0.02108227
0.05118754,0.036449417,0.07306613,0.09609998,0.058146145,0.06305341,0.058509253,0.058509253,0.052756198,0.03761114,0.075091854,0.09859891,0.05985354,0.064895734,0.060202353,0.060202353,0.05266574,0.037519787,0.07509147,0.09868741,0.059798352,0.06483946,0.06016276,0.06016276,0.06581077,0.046980083,0.093387365,0.12231402,0.07458429,0.08083978,0.07499268,0.07499268
0.027660344,0.018176787,0.06754547,0.11006524,0.024664475,0.03007093,0.015973037,0.015973037,0.03511754,0.023058018,0.08584492,0.13994089,0.031294957,0.03817191,0.020223897,0.020223897,0.02113384,0.013885456,0.051619213,0.08412013,0.018842759,0.02297514,0.012197984,0.012197984,0.02954261,0.01940412,0.0721845,0.11764914,0.026334397,0.032114822,0.017035104,0.017035104
0.06606926,0.023798434,0.10629237,0.13630474,0.090520576,0.09586964,0.08864208,0.08864208,0.019831069,0.0071495594,0.031895302,0.04092814,0.027150787,0.028767807,0.026589675,0.026589675,0.0711482,0.025618546,0.11449061,0.14687285,0.097484,0.10325215,0.095459536,0.095459536,0.06266127,0.022513602,0.10098676,0.12983753,0.08588676,0.09100273,0.084093176,0.084093176
0.07864335,0.061181918,0.06181754,0.060977828,0.061007693,0.060977805,0.060977757,0.107738174,0.0022928007,0.0017838841,0.0018024303,0.0017779385,0.001778805,0.0017779378,0.0017779364,0.003141888,0.14971259,0.11647566,0.117686056,0.11608727,0.116144,0.11608723,0.11608714,0.20512152,0.13640238,0.106144905,0.107246764,0.105791576,0.105843164,0.105791524,0.10579145,0.18661489
0.07614894,0.058809333,0.058666624,0.058607124,0.058635734,0.05863411,0.058606856,0.104690015,0.010474923,0.008088812,0.00806918,0.008060984,0.008064905,0.008064703,0.008060947,0.014425106,0.14691845,0.11345664,0.11318128,0.11306642,0.113121524,0.113118514,0.1130659,0.20215009,0.13926041,0.10755692,0.10729614,0.10718733,0.107239485,0.10723669,0.10718683,0.1914732
0.0764499,0.059095383,0.05903471,0.058893044,0.05892013,0.058956347,0.058892675,0.1050009,0.009454513,0.0073076584,0.0073001673,0.0072826263,0.0072859637,0.0072904676,0.0072825807,0.013004921,0.14725778,0.1138234,0.11370659,0.11343357,0.11348565,0.11355558,0.113432854,0.20240124,0.13889904,0.10737795,0.10726796,0.10701059,0.10705964,0.10712562,0.1070099,0.1907558
