no-op,fire left,fire main,fire right
-0.17227437,0.18517017,0.0011343956,-0.011570759
-0.4599015,0.07875023,0.41543624,-0.2914603
-0.66140485,-0.29599878,0.6473176,-0.26797003
-0.5192755,-0.19641593,0.3567295,-0.11967221
-0.11281957,0.5638449,-0.054178283,-0.19954506
-0.963904,-0.7839458,0.94298095,-0.25377008
-0.17197566,-0.19154757,-0.041516915,0.25267392
0.3492657,2.2953677,-0.49837893,-0.89510614
-0.71459186,-0.46275893,0.71777487,-0.22078219
1.3703296,1.438974,-2.2995455,0.9886241
0.3436637,2.3033035,-0.48903918,-0.9079963
-0.31847346,-0.10921317,0.17342243,0.018409774
-0.39233673,0.32517275,0.35008565,-0.38417596
0.34401357,2.302687,-0.48962057,-0.9071138
-0.61025983,-0.88221157,0.46962196,0.22294258
-0.38831946,0.26159155,0.28573182,-0.3111249
-0.48397973,-0.50662875,0.30856335,0.12383607
-0.46358854,-0.2604778,0.3745252,-0.055114776
-0.7662469,-0.25147748,0.7327371,-0.3925609
-0.6117461,-0.3620228,0.57566935,-0.16392624
0.33944976,2.4620178,-0.47972113,-1.0166547
-0.39082772,0.57862103,0.36918798,-0.55701303
0.34351993,2.3035998,-0.48879993,-0.90838695
1.2708905,1.4612263,-2.1067176,0.85844725
-0.25158414,-0.37045375,0.027337343,0.29239523
-0.7261755,-0.12156068,0.7197897,-0.4487422
1.298764,1.5715449,-2.1240761,0.813547
0.3684642,2.266347,-0.5304246,-0.84974444
0.8846668,0.84575546,-1.5521936,0.8207026
-0.64799416,-0.42833695,0.6143633,-0.15892246
-0.19401124,0.19170535,-0.0067322403,-0.023748621
-0.42981353,0.01870101,0.35132328,-0.20718169
-0.20760088,-0.14096665,0.020765856,0.17176272
0.26770762,1.0889889,-0.63615006,-0.07674636
1.314439,1.8292698,-2.1168602,0.6509401
-0.1777662,-0.41551945,-0.08810471,0.41546816
-0.5652178,-0.4011511,0.43427545,-0.04718432
-0.5063373,0.45327213,0.5203421,-0.60923034
1.3168521,1.8486652,-2.1195505,0.6407124
1.3201046,1.6603731,-2.1392195,0.7758555
0.3485688,2.4485784,-0.49521387,-0.9951631
-0.3778661,-0.35736027,0.14128265,0.16221255
-0.084685326,0.05338709,-0.14405836,0.18841298
-0.54858863,-0.305368,0.48216707,-0.12376997
-0.39321232,-0.13057438,0.2897532,-0.06130646
-0.3121973,0.36950096,0.20463791,-0.30269077
-0.42345318,-0.75473213,0.1753245,0.37957603
-0.73064137,-0.112888664,0.6614761,-0.431489
-0.42955434,-0.32303584,0.21766323,0.07612908
1.5298795,1.9684242,-2.5205867,0.87597847
0.34320897,2.3041089,-0.48828405,-0.90914667
1.0013567,0.53515935,-1.7426682,1.1404101
-0.43910846,0.32910076,0.3866674,-0.43029886
1.140078,0.82074654,-1.901011,1.0744396
-0.40678436,0.14673525,0.29186612,-0.24928698
-0.26488703,0.3840057,0.17327969,-0.27055013
0.345165,2.300724,-0.4915337,-0.9042531
0.34533644,2.300578,-0.49181622,-0.90392077
1.3218269,1.6621939,-2.1414392,0.7763688
-0.7523612,-0.4759892,0.7579148,-0.25180697
0.34468192,2.3017225,-0.49073035,-0.9055656
0.3443202,2.3022568,-0.49012858,-0.9064113
1.4666367,1.7409407,-2.4396503,0.9465227
0.34242177,2.305306,-0.4869786,-0.91101277
1.3251218,1.695942,-2.1430936,0.7568864
-0.3433314,0.10391537,0.19201949,-0.14095655
-0.86591077,-0.35764748,0.86765414,-0.44071925
-0.50328934,-0.80515647,0.35507134,0.28475308
-0.3724864,-0.71196353,0.12918657,0.40087408
-0.7255254,0.48723173,0.74773276,-0.856438
-0.55002004,0.20644052,0.56355625,-0.49269533
-0.5179454,-0.0033876821,0.49003503,-0.30463165
-0.4896419,0.2701265,0.48280478,-0.4631331
-0.92967105,-0.61762464,0.91010624,-0.32739916
-0.09579328,0.5929779,-0.066711575,-0.20361647
-0.24636705,0.20182446,0.12278652,-0.11881457
-0.23583789,-0.59914124,-0.006407216,0.46561986
-0.28970927,-0.17236933,0.13994125,0.09199468
-0.46067968,-0.45490924,0.32428765,0.094916046
1.1087959,0.78328645,-1.8814545,1.0937142
-0.6045504,0.3647114,0.6345102,-0.65884364
1.3239951,1.7516779,-2.1383135,0.7157426
-0.45828247,-0.28921866,0.36382145,-0.028737277
-0.56916714,-0.059918523,0.54125965,-0.32066575
-0.65146047,-0.3707815,0.62937987,-0.20501027
1.3240576,1.6722708,-2.143034,0.7721071
1.073377,0.5853243,-1.8360317,1.1763558
-0.53347975,0.16039903,0.491002,-0.4207397
-0.6632337,-0.19177619,0.5599504,-0.29607445
0.34536898,2.3004618,-0.4918713,-0.90380096
-0.2593407,-0.10487087,0.09629671,0.08490592
0.6323259,0.58143103,-1.2210147,0.7080897
-0.11965127,-0.022694342,-0.08991216,0.19462024
-0.77007747,-0.04415942,0.7969793,-0.5589277
-0.36243194,0.03633233,0.254787,-0.1371585
-0.79363585,-0.2718259,0.79924375,-0.42527747
0.343679,2.3032703,-0.48906475,-0.9079536
0.34418425,2.3025212,-0.4899022,-0.90677
-0.62532747,-0.30541182,0.59900594,-0.21882981
-0.52338845,-0.36667284,0.45475528,-0.056131348
