no-op,fire left,fire main,fire right
-0.7267918,-0.6326318,0.70312,-0.11125335
1.2025456,0.69891274,-2.0055735,1.2259834
1.1170766,0.748363,-1.8757536,1.0985951
1.1419777,0.73820305,-1.9167979,1.1430925
1.2259145,1.2279088,-2.0383434,0.9328502
-0.17377256,0.2522558,0.020906448,-0.064578295
1.1208591,0.746704,-1.8805366,1.1023968
1.2577289,1.3981801,-2.0937045,0.87944704
-0.15120116,0.07830424,-0.0864377,0.110333905
1.1064343,0.71188104,-1.8618925,1.1097032
1.1051314,0.7056066,-1.8601775,1.1120255
1.1239891,0.7878736,-1.8850539,1.0829813
-0.45524138,0.4664847,0.43968844,-0.5525527
1.1331191,0.7853855,-1.8964701,1.0913591
-0.5569386,-0.29756907,0.40067592,-0.09504335
-0.06425314,0.13881546,-0.22053814,0.17927346
1.1175572,0.754375,-1.876425,1.0957977
1.1328225,0.78954196,-1.896136,1.0889282
-0.6974546,-0.5536511,0.6686366,-0.13031511
1.6480923,1.9748102,-2.7457883,1.0369523
1.1270666,0.767082,-1.8886123,1.0963874
-0.14227435,0.014410473,-0.06723392,0.14690138
1.2057557,1.0940691,-2.006839,0.984147
1.209529,1.1298674,-2.012398,0.9681448
1.102051,0.71824765,-1.8564117,1.1029989
-0.63328284,-0.16174576,0.55840826,-0.29612225
-0.4101024,-0.085811704,0.24875702,-0.07976931
-0.58571863,-0.29026416,0.53380287,-0.1773623
-0.5878295,-0.5359552,0.50581056,-0.0068359748
1.2470884,1.3325824,-2.0731556,0.89954174
0.87322235,0.06869878,-1.562542,1.271999
-0.70649433,-0.24300197,0.73228246,-0.3652957
1.2158531,1.0573314,-2.0198786,1.012908
1.2707887,1.4592088,-2.1059926,0.8593557
1.126814,0.76467824,-1.8882687,1.0974686
-0.51907986,0.5128722,0.47326595,-0.6317968
-0.5818087,-0.36256945,0.5202678,-0.122303754
-0.3593655,-0.47224334,0.15577848,0.24023938
-0.67156017,0.4964002,0.72788197,-0.8237173
1.1228658,0.74899244,-1.8831091,1.1027411
1.2035733,1.1202077,-2.0021777,0.9660034
-0.6978369,0.390018,0.74985206,-0.7792087
1.222938,1.2109934,-2.0337694,0.93906224
1.2116938,1.1361065,-2.0160112,0.96731555
1.1326993,0.7824137,-1.8959105,1.0926139
1.1090267,0.7239375,-1.8653009,1.1053141
1.0871824,0.6852299,-1.8373146,1.1091219
1.1091713,0.7457018,-1.8657403,1.0939757
1.1395693,0.810006,-1.904892,1.083297
-0.74045587,-0.35965738,0.7311262,-0.30876765
1.2104759,1.1330676,-2.0139694,0.96752036
1.2126485,1.1536437,-2.0173078,0.9587318
-0.39833513,-0.009531766,0.25631523,-0.1267807
1.1101769,0.75173223,-1.8671227,1.0915332
-0.5366103,-0.37062213,0.3682822,-0.021005817
1.1121482,0.7269081,-1.8692889,1.1061534
1.1034403,0.7094451,-1.8580723,1.1086835
1.2064035,1.0978287,-2.0077949,0.98251784
-0.47840363,0.27539358,0.44942412,-0.44635844
-0.8082759,0.05493176,0.8593218,-0.6727593
1.1012598,0.6523558,-1.852133,1.135539
-0.5342026,0.41194266,0.46612084,-0.5715873
-0.3286131,-0.21904424,0.19224676,0.07630027
-0.7133119,0.4449454,0.7424539,-0.8187936
1.2825954,1.5111238,-2.115197,0.8397997
1.2076733,1.1060138,-2.0096867,0.97914344
-0.44296324,0.29915005,0.42339125,-0.42940307
1.1282413,0.7652235,-1.890085,1.0982865
-0.15715821,-0.124068946,-0.083215475,0.23551449
1.234344,0.89683914,-2.0558364,1.1415241
-0.731943,-0.48547146,0.7231309,-0.2187365
-0.70179796,0.31087112,0.70769864,-0.7097774
1.2112535,1.1354207,-2.015265,0.9671602
1.1148144,0.72844934,-1.8726883,1.1074046
-0.50336146,0.5214422,0.5272544,-0.65469193
1.2776719,0.74580014,-2.1233783,1.2806159
1.2082553,1.1278625,-2.0102355,0.96770585
-0.18666005,0.36181784,0.046355844,-0.15488139
-0.59339267,-0.12561658,0.5832953,-0.3101285
-0.34225124,-0.19546321,0.20713669,0.04673706
-0.6410685,0.1641409,0.6544304,-0.5580195
1.6069535,1.8491026,-2.6790056,1.053664
1.1131446,0.7547319,-1.8708651,1.0922451
1.1208981,0.74844325,-1.8806026,1.1015027
1.2106539,1.1424361,-2.0140855,0.9625294
-0.76194865,-0.12851517,0.76233554,-0.48313904
-0.29603192,0.5610534,0.22021395,-0.42513698
1.095511,0.7231777,-1.8551614,1.1077014
-0.8854929,-0.61584175,0.86481565,-0.2824772
-0.45165426,-0.42754892,0.33230364,0.07906966
1.3576282,0.974864,-2.2522137,1.2321342
-0.450299,0.3865392,0.4215533,-0.489892
-0.45834413,0.0750716,0.4071824,-0.28480905
1.2856462,0.8378959,-2.134435,1.2330292
1.1213666,0.77482784,-1.881504,1.0879114
0.2587754,1.3282927,-0.58753824,-0.2579409
-0.4770755,-0.47112635,0.3491665,0.0845654
-0.1367866,0.38888934,-0.13286518,-0.06637454
-0.8613373,-0.31461725,0.86710244,-0.46496665
-0.4099036,-0.39353555,0.26765597,0.10871419
