no-op,fire left,fire main,fire right
-0.59444106,-0.0777888,0.49228275,-0.29824936
1.3428794,1.6553147,-2.1930861,0.8175365
-0.23646493,-0.48290542,-0.10230434,0.43277216
-0.7445903,-0.55046034,0.6308429,-0.13831563
0.6788698,0.37251496,-1.2020144,0.83794147
0.591097,0.11503943,-1.0971658,0.9147479
0.64220476,0.26551473,-1.1581843,0.86968786
-0.6581707,0.3053993,0.6046948,-0.63330555
-0.64305604,-0.5497948,0.5321109,-0.038342535
-0.531567,-0.50557137,0.44611233,0.03252983
-0.29040486,-0.7353735,0.08507986,0.48113793
-0.31482846,0.5705805,0.24579385,-0.45437455
-0.5072737,-0.5770478,0.27131772,0.1752668
0.72087204,0.5888165,-1.2365079,0.7405205
-0.97903347,-0.57172894,1.0051455,-0.42705715
1.2953615,1.9917085,-2.0741146,0.52919763
-0.24661723,0.31775737,0.13553588,-0.201262
1.1239047,1.1769059,-1.8858032,0.874358
1.3286417,1.8361303,-2.1421785,0.66636974
0.8465559,0.68878734,-1.5274763,0.89358455
0.6974913,0.42756063,-1.2235215,0.8216692
-0.45347646,-0.44887152,0.32894528,0.09187321
-0.54925746,-0.35437742,0.46520418,-0.084646136
-0.4550627,0.26672488,0.42272347,-0.41586882
0.855202,0.40135834,-1.5667958,1.0985425
0.7246215,0.523064,-1.2522848,0.7880699
0.6990611,0.4439919,-1.2234933,0.8125168
-0.42080116,0.2556795,0.37576294,-0.36808735
0.30763116,0.3701714,-0.7919245,0.4814433
1.486209,1.5818783,-2.4905276,1.0439277
0.70806646,0.5887269,-1.2132487,0.72397363
0.72895813,0.615803,-1.2435772,0.72978485
-0.3925777,-0.5882518,0.17575559,0.28840536
-0.3921891,0.17139776,0.18936843,-0.20890996
-0.85439295,-0.42297032,0.8381395,-0.37756887
0.6437811,0.28174067,-1.1586831,0.86052024
-0.5594367,0.35375068,0.5813393,-0.6032345
-0.62610495,-0.67531204,0.4995229,0.067006245
-0.2932233,-0.40611047,0.10348052,0.25659776
-0.37086707,-0.9965012,0.12785205,0.585438
0.73800254,0.5987754,-1.2630444,0.7532691
-0.030229066,0.16486308,-0.17990953,0.1631297
1.3249516,1.8594456,-2.1338115,0.6453737
1.35281,1.6954218,-2.2010667,0.80115724
0.7448358,0.64602304,-1.2644258,0.72698104
-0.0034327917,0.2508654,-0.26520237,0.15935609
0.74793303,0.5960847,-1.2787578,0.7653493
-0.3870489,-0.023122221,0.31482175,-0.14006652
0.7195947,0.62280345,-1.2245674,0.7121235
1.1774127,0.9708717,-1.9795849,1.0490358
-0.631441,-0.38696146,0.5859935,-0.16468546
-0.30287707,-0.62444365,0.117581934,0.38743228
0.71225554,0.6038867,-1.2165751,0.71748203
0.64736897,0.2926148,-1.1629252,0.8571427
0.74576104,0.60954964,-1.2737882,0.7545136
0.45386207,-0.27374646,-0.9292504,1.0193257
0.7543001,0.64185226,-1.2832527,0.74285144
0.48413146,2.9658732,-0.6910146,-1.1748654
-0.66018987,-0.46156707,0.59592265,-0.13624506
-0.54282165,-0.9174224,0.3192172,0.35426772
-0.32279152,-1.0094684,0.041380346,0.66073316
0.6664933,0.33719862,-1.1871574,0.8481523
0.72005075,0.50843513,-1.2471972,0.79275155
-0.49664426,0.40923014,0.49255514,-0.5636894
-0.08195391,0.25725478,-0.10472195,0.04029815
-0.4224182,-0.41244754,0.31662664,0.092032224
-0.10443252,-0.42015758,-0.16429771,0.49411184
-0.5927734,-0.5151719,0.5501176,-0.042659253
-0.60054743,-0.50799,0.43485698,0.003955692
0.7337408,0.61234033,-1.2532456,0.73870826
0.721696,0.58737266,-1.2384114,0.7427231
-0.9135705,3.5560992,1.3975906,-3.390759
1.1766301,0.8119396,-1.9764094,1.1410537
-0.57116175,-0.05452153,0.576431,-0.34149954
-0.65642977,0.23769772,0.65287924,-0.6121701
-0.1710666,-0.34683815,-0.05426997,0.35940474
0.7497519,0.61884534,-1.278966,0.7528304
-0.5309836,0.18491298,0.5225383,-0.45082903
-0.67506564,-0.4299027,0.6443543,-0.18778315
0.62443143,0.22423753,-1.1356397,0.8779331
-0.61961436,-2.2312644,0.40829659,1.0837216
1.1176144,0.8514998,-1.8979843,1.0648772
0.7129454,0.5998616,-1.2189696,0.7215449
-0.75998527,-0.21496484,0.71173173,-0.4018065
-0.6379948,-0.4025146,0.5866445,-0.15838179
0.7431891,0.63002527,-1.265758,0.7372893
0.7235601,0.6076673,-1.2360642,0.72918046
-0.39649063,-0.6555095,0.1320881,0.35127008
-0.04360569,0.9271091,-0.22032642,-0.3224041
1.3229166,1.5929943,-2.1699195,0.8349363
-0.50205946,0.44809583,0.51080894,-0.60024184
-0.08136434,-0.27378842,-0.15880063,0.4092505
-2.3072972,1.9468368,3.2421396,-3.9717145
-0.20671734,0.28801152,-0.019035801,-0.08615515
1.2523829,0.9085041,-2.0898626,1.1598744
-0.25026134,0.13882047,0.12679383,-0.08249739
0.73260176,0.59226537,-1.2555861,0.7518691
1.0586624,2.4277296,-1.6498816,-0.03660664
-0.9816604,-0.38952103,1.0214849,-0.55377483
1.0514617,0.7233269,-1.8129418,1.0798497
