no-op,fire left,fire main,fire right
-0.8557488,-1.8331031,0.715185,0.592525
-0.5939393,0.46432242,0.54929525,-0.6840835
0.17343247,-1.0530881,-0.58608294,1.2206151
-0.33647192,0.12910171,0.22048165,-0.16704166
-0.4950214,0.50921214,0.50892806,-0.6339019
-0.31012928,0.3938761,0.23697254,-0.33129984
-0.6961398,0.20890194,0.7497862,-0.6610756
0.5533221,-0.016133621,-1.0534015,0.9596267
0.53279877,-0.073309556,-1.0280788,0.97443706
0.5352431,-0.0662089,-1.0310967,0.9725065
-0.4538798,-0.07918772,0.3585067,-0.16049454
0.5408896,-0.049962252,-1.0380101,0.9680917
-0.6112432,-0.17738983,0.50366396,-0.25682122
-0.29527014,0.54356796,0.22991207,-0.41762477
-1.4060309,-1.9892911,1.469285,0.03581053
1.2545872,1.3597635,-2.0899656,0.894373
-0.45707148,0.18378113,0.42217976,-0.36185855
-0.80549693,-0.103358835,0.874574,-0.5768509
-1.186456,-1.2505003,1.2296627,-0.2123568
-0.874511,-2.0376797,0.6976953,0.72288406
-0.69741106,-1.1219245,0.57478946,0.27954036
-1.0580823,-2.416478,0.9286737,0.76550275
0.8014575,1.139115,-1.2784193,0.46087396
0.7873528,1.2147363,-1.2470262,0.39322856
0.7971504,1.1755778,-1.2659488,0.42921266
1.2676625,1.5356654,-2.0700436,0.79412585
-0.21134992,-0.07433793,0.020164892,0.12602398
1.2332997,1.3665682,-2.0526865,0.86846584
-0.03313758,-1.570747,-0.33709434,1.3255547
1.2945907,1.6424534,-2.0898201,0.75025904
1.2582889,1.4864981,-2.073578,0.8215875
0.80174494,1.1355318,-1.279552,0.4638817
0.78253406,1.2292584,-1.2380872,0.3789776
0.5576198,-0.0036132187,-1.0586674,0.9561949
1.2875414,1.618637,-2.0824025,0.75845927
0.54874617,-0.02901353,-1.0477383,0.9629837
1.2237629,1.3014833,-2.0342898,0.89405775
0.8029137,1.1228267,-1.2838418,0.47474033
-0.2801035,0.2588853,0.18171206,-0.20153236
1.2912908,1.6732248,-2.0836694,0.72381157
1.1794863,1.0611641,-1.9596374,0.97082895
-0.875253,-2.6403112,0.6671511,1.1169835
0.8029522,1.12216,-1.2840264,0.4752792
-0.73453945,-0.199141,0.76333743,-0.42414594
-0.39073002,-0.51691675,0.2434561,0.21219355
-0.500035,-0.52694786,0.3985445,0.08642788
0.8020583,1.1319305,-1.2807353,0.46693635
0.5341877,-0.06899914,-1.0297537,0.9731513
0.53492165,-0.06698616,-1.03068,0.9726555
1.2873217,1.5029726,-2.1276605,0.8539312
-0.5722052,0.042849302,0.5846025,-0.40834028
-0.40769798,-0.5997995,0.23563355,0.2588811
0.13479225,-1.155263,-0.5386999,1.2451173
-0.35088053,-0.5180818,0.19261187,0.25815362
1.305671,1.556881,-2.1483073,0.839785
0.5034286,-0.15761024,-0.9920818,0.99724334
0.5528725,-0.017270334,-1.052815,0.9598596
1.2890453,1.6157662,-2.085029,0.76197374
1.2743132,1.561531,-2.0728056,0.7824171
-0.39311504,-0.4230133,0.2549674,0.14375402
-0.08507766,-0.29159746,-0.17281047,0.42584532
0.54157066,-0.049126416,-1.0388925,0.96823514
1.0219986,1.400355,-1.6557403,0.55403364
-0.21244313,1.2496353,0.18235222,-0.8109372
0.54431486,-0.041184403,-1.0422735,0.96608347
0.80012447,1.1548179,-1.2733002,0.44762385
1.2418725,2.2697392,-1.9889877,0.31282157
0.51292217,-0.1303541,-1.0037045,0.9898575
1.0658804,0.9107846,-1.7886312,0.94999605
1.2034142,1.459298,-1.981278,0.76336205
-0.7730745,-1.7713058,0.5700095,0.6611421
-0.5556083,0.08008603,0.5385089,-0.4029982
-0.734022,-0.29514286,0.7433239,-0.35235995
-0.14732601,0.31434274,-0.0012937039,-0.07984829
1.2636118,1.5072421,-2.0752375,0.81197834
0.86349344,0.6460657,-1.5379672,0.93361855
-0.48088962,0.106931016,0.45584202,-0.34017745
1.2920527,1.6655498,-2.0852191,0.7304803
0.8017173,1.136216,-1.2793853,0.46334323
1.2891488,1.6878754,-2.0798335,0.7113538
-0.41655242,-0.63647974,0.2717325,0.2623159
0.79697853,1.1769462,-1.2655473,0.4280482
0.39330998,-0.46156684,-0.8564718,1.0754561
-0.56292087,-0.52065325,0.4956079,0.0033450723
0.80039275,1.1514888,-1.2743499,0.45042095
0.8004745,1.1511043,-1.2745621,0.45081213
0.506843,-0.14781061,-0.9962494,0.99457824
-0.92121047,-1.0729523,0.903487,-0.02735538
-0.6235247,-0.32648683,0.5865851,-0.19900799
-0.8415901,-2.0238125,0.6759718,0.7456813
0.5355017,-0.06526533,-1.0313835,0.9721665
-0.39732778,0.271809,0.3461503,-0.35081187
-0.1714537,-0.50703037,-0.067368686,0.46978524
0.2551078,-0.8350109,-0.6863859,1.1677698
1.2922115,1.6277546,-2.0878832,0.7575294
1.1300964,0.9361712,-1.8818166,0.9944094
-0.37609407,0.8947911,0.37131202,-0.75497866
0.51368874,-0.12822704,-1.0046468,0.9893057
-0.8781955,-1.7371888,0.76262444,0.49409527
0.7988736,1.1656522,-1.2696285,0.43822294
