no-op,fire left,fire main,fire right
1.1647072,0.8916435,-1.9786847,1.0992867
0.86763024,0.62810266,-1.473463,0.88122356
1.3619676,1.8376219,-2.2000144,0.7082403
1.3557557,1.8423083,-2.188939,0.6971289
1.358825,1.8418921,-2.1942852,0.7013453
0.84349155,0.5457876,-1.4430146,0.9080173
1.3512914,1.838591,-2.1814404,0.6938751
1.3465779,1.8281492,-2.1739228,0.69474983
1.3525698,1.8357326,-2.1838636,0.69745946
1.3473147,1.8290447,-2.1751485,0.6951087
1.3597438,1.8396088,-2.1960313,0.70405734
-0.68346137,-0.22962493,0.67110515,-0.3345667
-0.76356614,-0.29317445,0.8141669,-0.40222716
1.35483,1.8385495,-2.1875894,0.6984668
-0.76756465,-0.6776217,0.73079985,-0.11760184
-0.08921231,-0.5520239,-0.19656023,0.6031915
1.3544612,1.8370284,-2.1870534,0.6990156
1.3520365,1.8355848,-2.1829455,0.6968675
1.3491116,1.8309044,-2.178158,0.69620097
1.374059,1.8212601,-2.22137,0.73447615
-0.58604145,-0.9227108,0.42980617,0.2803331
-0.45600274,-0.01189474,0.32770652,-0.19013342
0.009474229,0.115179874,-0.28077322,0.26234233
0.16269617,0.51617694,-0.5889745,0.21928987
-0.9250071,0.83498037,1.1718287,-1.4071306
1.3507831,1.8375129,-2.1806264,0.6939372
0.92143416,0.8170794,-1.5382965,0.81919837
-0.46510646,-0.49412283,0.21196413,0.17306866
-0.35243773,-0.30092475,0.2161175,0.10527474
-0.121816784,-0.06874262,-0.088427424,0.22207849
-1.2084808,2.20544,1.7400205,-2.833331
1.348954,1.8288792,-2.1780205,0.6973568
-0.71838665,-0.037562273,0.69183,-0.48553407
1.3614421,1.8431062,-2.198735,0.70388263
-0.50745344,0.22896492,0.50271654,-0.45727885
1.3654952,1.8257297,-2.206597,0.72064245
1.3571453,1.8411225,-2.1914272,0.6997082
1.3703449,1.8248138,-2.2148738,0.72740614
1.1309791,1.2031541,-1.9024801,0.8737491
-0.5357166,-0.8440205,0.36318323,0.28766313
-0.14770828,0.45422968,0.011052385,-0.1781551
1.3686166,1.8216355,-2.2121005,0.7273327
-0.20333324,-0.57509863,-0.08217028,0.5016705
1.3561227,1.8457903,-2.189339,0.69526017
-0.45770022,0.4180947,0.41728565,-0.51281506
-0.2610101,-0.66433597,-0.006193459,0.49282914
-0.06975156,0.25058067,-0.12536749,0.06028521
1.3667722,1.8270867,-2.2086976,0.72135925
-0.77884245,-0.5008248,0.6469546,-0.19607598
-0.5823208,0.24075143,0.5725157,-0.5378634
1.375157,1.8197607,-2.223307,0.73686075
1.3516555,1.8380467,-2.1821127,0.6947156
1.3461363,1.8270583,-2.1732266,0.6949079
0.44789433,-0.1139428,-1.0754955,0.9955456
1.3573532,1.8423423,-2.1917055,0.6991564
-0.46345934,0.35416633,0.290731,-0.41219664
1.368944,1.822744,-2.2125993,0.7270082
1.3080139,2.0123217,-2.0948918,0.5324391
1.3506124,1.8369783,-2.1803644,0.6940736
1.3726124,1.8223606,-2.2188597,0.7319204
-0.5496091,-0.063749224,0.46025097,-0.26938128
-0.3014178,-0.4915459,0.07773064,0.31976628
1.266982,2.1348877,-2.0145314,0.41054946
-0.3564082,0.13344733,0.25582856,-0.19861847
1.0446265,0.69236994,-1.8268676,1.1101961
-0.42206514,0.25429502,0.386446,-0.3721676
-0.3983339,-0.14837323,0.16141334,0.009139255
0.9084147,0.77082205,-1.5228817,0.8344412
-0.2074382,-0.33875194,-0.0014285296,0.30931938
-0.5680211,-0.87236357,0.35201877,0.2959231
1.3658991,1.8223244,-2.207451,0.7234229
1.3646941,1.8326623,-2.204892,0.7150049
1.360471,1.8374168,-2.197439,0.7064618
1.371877,1.8211957,-2.217676,0.73177004
-0.2714388,-0.2805939,0.10201301,0.18930306
1.373337,1.8217313,-2.220124,0.73325396
1.3454225,1.8269325,-2.1719882,0.69406044
-0.62506735,-0.011870019,0.6245008,-0.42262554
-0.14883028,-0.5477834,-0.27116284,0.59680194
0.8216539,0.3109141,-1.5504386,1.1433893
1.3700233,1.8213202,-2.2145126,0.72933084
1.3528869,1.8398505,-2.184134,0.6950992
-0.55008554,-0.026054159,0.46707088,-0.29731494
1.3715074,1.8203045,-2.2170975,0.7318981
1.3612084,1.8404901,-2.198508,0.7053418
-0.5579953,-0.1766989,0.49842083,-0.22027704
-0.44698924,0.0671327,0.38571447,-0.2651219
-0.6314107,-0.14321697,0.48708126,-0.27292493
1.3622944,1.8349408,-2.2007034,0.71044004
0.7763549,0.84014845,-1.428004,0.7140161
1.3462925,1.8254925,-2.1736054,0.6961638
-1.5910684,1.9615282,2.2440479,-3.0992312
1.3320394,1.6477872,-2.1695583,0.8041742
-0.5326896,-0.3756007,0.46078104,-0.059621155
-0.2570876,-0.35918316,0.07361531,0.261101
-0.2967642,-0.38220963,0.104288355,0.23874642
-0.6209039,0.25502795,0.631171,-0.59549403
1.2747953,2.1204765,-2.028509,0.42878932
-0.47333717,0.76204467,0.38638496,-0.726208
-0.7009839,0.015309997,0.6320383,-0.48108423
