no-op,fire left,fire main,fire right
-0.28764558,-0.2305421,0.115312755,0.14048307
-0.10226476,0.32667863,-0.071968004,-0.033733502
-0.582384,-0.32003328,0.37028474,-0.078041345
1.4280162,0.37967765,-2.4085515,1.6910375
-0.08349867,-1.8110191,-0.30465686,1.441761
-0.5432111,-0.24601236,0.29125363,-0.06641735
-0.46935204,0.33564243,0.4249237,-0.47186613
0.013898183,-2.1788466,-0.52237695,1.8131775
0.0130121,-2.180893,-0.52130955,1.8135084
-0.34258342,-0.5092176,0.17195871,0.26439983
-1.1371943,-4.005401,0.9044468,1.7239331
-0.5879365,0.43966433,0.57091856,-0.6727588
-0.59391177,-0.29369006,0.5622249,-0.19359466
-1.1011072,1.09945,1.3371208,-1.7360059
-0.47297326,-0.68100023,0.18865433,0.2991073
0.5189686,-1.0052036,-1.146889,1.5919331
-1.0134366,-0.2242083,1.08812,-0.71397144
-1.0638881,-0.39409053,1.130599,-0.65046066
0.13298713,-1.9947246,-0.6735869,1.8254603
-0.5365358,-2.8110588,0.23956427,1.5836967
-0.33307287,-0.53672206,0.15409952,0.296018
1.3239261,0.90685713,-2.220338,1.2565107
-0.38490996,0.18294601,0.25914112,-0.2510174
-0.38801467,-0.27273843,0.26829803,0.041744918
1.1270676,0.8337852,-1.9642432,1.1305639
0.14356932,-1.949607,-0.68538874,1.8072386
-0.2040308,0.02050279,0.033061653,0.061337873
-0.5767337,0.24958232,0.5651518,-0.5400262
-1.0006658,0.98538554,1.1786911,-1.5309986
-0.48588252,-0.42162433,0.39001197,0.028232917
-0.46057513,-2.6509414,0.15641317,1.5591356
-0.2336543,0.0024539977,0.07983068,0.034912735
0.010738272,-2.1861072,-0.5185664,1.8143331
-0.17099833,0.5341635,-0.0039783567,-0.239725
1.4670558,0.8717016,-2.437411,1.4244345
-0.35583273,0.16144907,0.2749635,-0.22591156
1.432598,0.8898213,-2.382332,1.3749521
-0.54578924,-0.033368766,0.32466266,-0.22130409
0.15180267,-1.2951981,-0.595916,1.3751742
-0.89766276,0.56477475,0.99800664,-1.1188948
1.4751384,0.87386584,-2.4503658,1.4322846
-1.072313,1.3106908,1.3185692,-1.8501874
1.4576933,0.5947473,-2.4383547,1.5881048
-0.808887,-0.034630165,0.75175685,-0.56505084
0.66063917,0.29486632,-1.3760979,0.98597807
-0.37372065,-2.4554193,0.053186893,1.5289794
1.1699834,0.8442395,-2.0187938,1.1586566
-0.3238232,0.59685075,0.2301746,-0.47234213
1.3059642,0.8950708,-2.1958158,1.246353
-0.14092357,-1.9564959,-0.23109579,1.4683336
-0.38465846,-0.009913802,0.29802528,-0.14088733
1.4295464,0.34483847,-2.4144936,1.7153009
0.4386198,-1.2669368,-1.0540733,1.6762656
-0.36371768,0.73078156,0.28610966,-0.60708636
-0.4912352,-0.5427902,0.35665467,0.118460745
-0.4485832,-0.3640119,0.29897213,0.051472485
-0.47832984,0.41969875,0.48513916,-0.5581471
0.011239801,-2.1849535,-0.5191708,1.8141488
-0.881981,0.13475092,0.8785691,-0.77369404
1.4170887,0.8964094,-2.3576095,1.3537378
-0.41227973,0.17068638,0.3473671,-0.295671
1.2014338,1.3479456,-2.0115435,0.8734293
0.014930788,-2.1764624,-0.52362096,1.8127922
-1.0506401,0.7819122,1.2221508,-1.4456738
-0.5055804,-2.7458415,0.20568801,1.5737439
1.483801,0.8782654,-2.4642766,1.4394978
-1.111691,0.5222303,1.2755656,-1.3354341
-0.46785596,-2.6663344,0.16438417,1.5615486
-0.9295191,1.082033,1.102571,-1.5214231
-0.68776345,-0.38979414,0.6868499,-0.24074814
-0.51621485,-2.7682452,0.2173267,1.5771623
-0.57816494,0.35766897,0.5391916,-0.59920585
1.2022336,0.85118175,-2.060146,1.1819552
-0.42888105,-0.8649361,0.19961305,0.43493074
-0.30331677,-0.19916499,0.15448165,0.09294686
-0.34045947,-0.013526253,0.2251276,-0.080150336
-1.1501923,-0.42041364,1.2541902,-0.737969
-0.69962555,-0.18205264,0.6638702,-0.374182
0.94629735,0.6185851,-1.7431598,1.098982
1.4528155,0.8755237,-2.4148142,1.4063289
1.4270113,0.24230418,-2.4237597,1.7808763
-0.7422608,0.88035405,0.8210192,-1.1570913
-0.56565684,-0.074802905,0.55198824,-0.31544694
-0.38451654,-0.28872976,0.26065457,0.057599783
0.012222383,-2.1827059,-0.5203571,1.8137964
-0.30460852,-2.3076818,-0.028507233,1.5094115
1.4456458,0.8788539,-2.4033487,1.396269
-0.39985293,-2.5144453,0.08462477,1.5379213
-0.23190354,0.07175081,0.085599065,-0.011770561
1.3998046,0.90634847,-2.331281,1.3297137
1.3762887,0.9292518,-2.296325,1.2931553
-0.2612601,0.48116657,0.17992032,-0.33744788
0.011236791,-2.1849613,-0.51916736,1.8141505
0.46753097,-1.138797,-1.0836895,1.623825
-0.36288646,-0.35598052,0.22143379,0.13132513
-0.701665,0.24703172,0.6991561,-0.6688734
0.013392646,-2.1799996,-0.52176625,1.8133568
1.3914831,0.91218114,-2.318792,1.317901
-0.9512563,0.25158063,0.9949438,-0.94141304
1.332741,0.8864387,-2.2320054,1.2761283
