x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit
-0.012763691,1.349247,-0.2437423,-0.60128903,-0.0011649607,-0.050179016,0.0,0.0
-0.2874568,0.015701875,-0.044395216,0.0036231312,-0.12412,-2.6141004e-06,0.0,1.0
-0.22240272,0.009097026,-0.101205684,0.0040307078,-0.08252904,-0.015138632,1.0,1.0
-0.19807033,0.006894574,-0.07302426,0.002957879,-0.064467855,-0.010921584,1.0,1.0
-0.21006712,0.007984481,-0.08568575,0.003444095,-0.07337236,-0.012816997,1.0,1.0
-0.28701288,0.015620337,-0.063881084,0.005198785,-0.124119796,2.7552858e-06,0.0,1.0
-0.18125705,0.005353806,-0.05830595,0.0023906769,-0.051987927,-0.0087221535,1.0,1.0
-0.16526385,0.003873942,-0.049474105,0.0020514855,-0.040114995,-0.007403242,1.0,1.0
-0.18558903,0.0057521677,-0.06440784,0.002633712,-0.055203326,-0.009635003,1.0,1.0
-0.16774416,0.0041043973,-0.051311016,0.0021243538,-0.041956473,-0.0076779253,1.0,1.0
-0.21365266,0.008308778,-0.09087316,0.0036437272,-0.076033875,-0.013593363,1.0,1.0
-0.1515501,0.34928378,-0.11281303,-0.38770685,-0.048867214,0.012960714,0.0,0.0
-0.15771027,0.015078601,-0.025583187,-0.22321782,0.035082534,-0.01268178,0.0,0.0
-0.19442502,0.00656173,-0.071698494,0.0029097064,-0.06176195,-0.010722111,1.0,1.0
-0.14432506,0.40078098,-0.13619189,-0.42086098,-0.049911506,0.020103361,0.0,0.0
-0.15827675,0.15036829,0.033027112,-0.23426561,0.015533665,0.09559297,0.0,0.0
-0.19297504,0.006429193,-0.07118817,0.0028908208,-0.06068567,-0.010645087,1.0,1.0
-0.18370008,0.0055786464,-0.06262805,0.0025667872,-0.053801414,-0.009370729,1.0,1.0
-0.17380266,0.00466573,-0.056009114,0.002307512,-0.046454314,-0.008378766,1.0,1.0
-0.26847702,0.013179455,-0.15726636,0.00605751,-0.11674836,-0.023549365,1.0,1.0
-0.1307786,0.5031544,-0.12371782,-0.45795187,-0.049087558,0.045577474,0.0,0.0
-0.11100054,0.68998235,-0.1327403,-0.5463037,-0.072229594,0.025353134,0.0,0.0
-0.15420513,0.3261213,-0.07709743,-0.31017664,-0.0446233,0.036665432,0.0,0.0
-0.029808521,1.2377459,-0.23627603,-0.7880906,-0.023551423,-0.07984372,0.0,0.0
-0.15794745,0.007823191,0.0078429105,-0.13396396,0.016948054,-0.36517125,0.0,1.0
-0.17953043,0.005194733,-0.057320587,0.0023528177,-0.050706346,-0.00857474,1.0,1.0
-0.2878119,0.015766963,-0.0014455502,0.00011790839,-0.12412013,-8.0428705e-08,0.0,1.0
-0.054273605,1.0554606,-0.2555824,-0.75632656,-0.048118737,-0.028124135,0.0,0.0
-0.15609388,0.09128803,-0.0019835145,-0.22527634,0.031818762,0.024313424,0.0,0.0
-0.1563591,0.106137164,0.013323406,-0.20993501,0.031096589,0.031755716,0.0,0.0
-0.15807533,0.004650209,0.029765096,-0.050203845,-0.04812188,-0.6385523,0.0,1.0
-0.17323837,0.0046135164,-0.056766905,0.0023392315,-0.046035368,-0.008491905,1.0,1.0
-0.106616594,0.7281299,-0.16853508,-0.5950317,-0.07469891,0.0045972494,0.0,0.0
-0.22039452,0.008916424,-0.09557266,0.003809551,-0.081038274,-0.014294413,1.0,1.0
-0.15938453,0.1673564,0.042649582,-0.28632587,0.004346011,0.0421649,0.0,0.0
-0.23481283,0.010208139,-0.12071584,0.004767972,-0.09174262,-0.01806166,1.0,1.0
-0.20348649,0.007387493,-0.07938636,0.0032034284,-0.0684879,-0.01187306,1.0,1.0
-0.25335494,0.01185237,-0.13989763,0.005453725,-0.10551265,-0.020941248,1.0,1.0
-0.020066071,1.3050606,-0.23298323,-0.68129385,-0.010842599,-0.093219675,0.0,0.0
-0.12531538,0.55375355,-0.10108101,-0.48232132,-0.055376332,0.06293776,0.0,0.0
-0.15897083,0.16179687,0.039375417,-0.24710171,0.006315821,0.039396282,0.0,0.0
-0.24640933,0.01123868,-0.13477108,0.0052813073,-0.10035395,-0.020170726,1.0,1.0
-0.12635326,0.5438039,-0.10643542,-0.44211298,-0.05275878,0.05235089,0.0,0.0
-0.19953021,0.0070275757,-0.07227355,0.0029273692,-0.0655515,-0.010811258,1.0,1.0
-0.14297323,0.4102511,-0.12520336,-0.39403495,-0.05091667,-0.023789644,0.0,0.0
-0.1320323,0.49371937,-0.1272623,-0.41927433,-0.04721431,0.037465055,0.0,0.0
-0.15748568,0.13944276,0.029988926,-0.22443295,0.019710558,0.03536956,0.0,0.0
-0.23982815,0.010654674,-0.124961875,0.0049175103,-0.09546654,-0.018698497,1.0,1.0
-0.03951063,1.1618084,-0.23210216,-0.8526259,-0.03345781,-0.03643702,0.0,0.0
-0.14039584,0.4284462,-0.13455054,-0.41515216,-0.04847375,-0.027503436,0.0,0.0
-0.27331012,0.0136010265,-0.16296366,0.0062620817,-0.12034082,-0.024410624,1.0,1.0
-0.18246345,0.0054649566,-0.05983361,0.0024536802,-0.05288354,-0.008952301,1.0,1.0
-0.1637555,0.0037336445,-0.048711486,0.002025859,-0.03899508,-0.007292302,1.0,1.0
-0.027405452,1.2554767,-0.24519718,-0.7613312,-0.019559598,-0.04407224,0.0,0.0
-0.20428672,0.0074603413,-0.0794236,0.0032098286,-0.06908205,-0.011883085,1.0,1.0
-0.03470268,1.2005055,-0.23588869,-0.84089863,-0.0293023,-0.08121511,0.0,0.0
-0.24777445,0.011359487,-0.13549164,0.005300575,-0.10136781,-0.02027718,1.0,1.0
-0.1581954,0.0006692028,-0.009248975,0.026549613,-0.0152766025,-0.09270202,1.0,1.0
-0.17895298,0.005141482,-0.05710237,0.0023429901,-0.0502776,-0.008540874,1.0,1.0
-0.2622444,0.012633929,-0.15035097,0.005817962,-0.112116806,-0.022509126,1.0,1.0
-0.1134881,0.66558355,-0.12732275,-0.54195684,-0.0694805,0.024589766,0.0,0.0
-0.13782091,0.44736788,-0.13014075,-0.3984843,-0.046510775,0.025245544,0.0,0.0
-0.15874653,0.00233346,-0.025904128,0.03806409,-0.028039547,-0.13199927,1.0,1.0
-0.15845299,0.27351782,-0.04777836,-0.3223133,-0.036112245,0.03318417,0.0,0.0
-0.017689133,1.3203892,-0.24372742,-0.6546261,-0.006182051,-0.050171625,0.0,0.0
-0.15614776,0.10081423,0.021105794,-0.23657379,0.031126278,0.0005936053,0.0,0.0
-0.059743024,1.0221428,-0.27393964,-0.728145,-0.052843664,-0.051914476,0.0,0.0
-0.28779745,0.015764318,-0.011833678,0.00097007066,-0.12412009,-2.6314526e-06,0.0,1.0
-0.15983239,0.17379864,0.031696714,-0.2595762,0.0022377628,0.08603294,0.0,0.0
-0.09204426,0.82306653,-0.23753607,-0.63668656,-0.075238325,0.022158895,0.0,0.0
-0.23606177,0.010319361,-0.12395976,0.004886676,-0.09266984,-0.018544385,1.0,1.0
-0.23241496,0.009993956,-0.1142536,0.004515472,-0.089962065,-0.017091157,1.0,1.0
-0.21650581,0.008566341,-0.09524469,0.003808369,-0.07815174,-0.014245686,1.0,1.0
-0.2592234,0.012368927,-0.14800647,0.0057419636,-0.10987231,-0.02215704,1.0,1.0
-0.15606757,0.08646034,0.0011566033,-0.21459475,0.033273,0.029084682,0.0,0.0
-0.26531872,0.012903366,-0.1538299,0.0059438157,-0.114401415,-0.02303476,1.0,1.0
-0.16139269,0.003513596,-0.046488278,0.0019287755,-0.037240636,-0.0069539933,1.0,1.0
-0.15799198,0.28077078,-0.055197317,-0.3518285,-0.03777145,0.029083863,0.0,0.0
-0.03230276,1.2194242,-0.24772072,-0.8143321,-0.025241924,-0.033812765,0.0,0.0
-0.022540664,1.2891335,-0.24523094,-0.7078869,-0.0130431205,-0.044014312,0.0,0.0
-0.2519454,0.011727986,-0.14056158,0.0054792394,-0.1044656,-0.021036481,1.0,1.0
-0.18686819,0.00586972,-0.06305705,0.0025769747,-0.05615285,-0.009433421,1.0,1.0
-0.11476402,0.6535398,-0.12860188,-0.5352366,-0.06848189,0.019972298,0.0,0.0
-0.2577322,0.0122378925,-0.14703865,0.005714952,-0.108764455,-0.022013482,1.0,1.0
-0.2194316,0.008829878,-0.09627576,0.0038443117,-0.08032356,-0.014401965,1.0,1.0
-0.1525567,0.3409067,-0.10170877,-0.3722796,-0.04783087,0.020727007,0.0,0.0
-0.16102438,0.21796547,-0.016830813,-0.30464175,-0.01819818,0.036066804,0.0,0.0
-0.04681015,1.1061382,-0.23788449,-0.80273724,-0.040848773,-0.04908953,0.0,0.0
-0.2234497,0.009191117,-0.10391264,0.004140473,-0.08330638,-0.015546803,1.0,1.0
-0.024931144,1.272606,-0.23469296,-0.7346025,-0.017356198,-0.08626962,0.0,0.0
-0.16426143,0.0037807084,-0.05021293,0.002083058,-0.039370764,-0.0075135506,1.0,1.0
-0.15804967,0.0057650064,0.023315055,-0.09143481,-0.016194288,-0.6628858,0.0,1.0
-0.15793829,-1.5940666e-05,-0.003198382,-0.029381042,-0.009951628,0.097102225,1.0,1.0
-0.16043511,0.18631877,0.011556323,-0.29882497,-0.005827129,0.066930905,0.0,0.0
-0.1558011,0.060704622,0.00792089,-0.20129223,0.03640379,0.043323196,0.0,0.0
-0.15745477,0.28868783,-0.06289574,-0.32456952,-0.039225634,0.060070712,0.0,0.0
-0.14170913,0.419116,-0.13006382,-0.41471788,-0.049727198,-0.025068924,0.0,0.0
-0.15912552,0.003126321,-0.0317566,0.03510773,-0.034135558,-0.12194711,1.0,1.0
-0.06508589,0.990596,-0.25888035,-0.714982,-0.059896078,-0.08944146,0.0,0.0
-0.07280378,0.9417478,-0.2474325,-0.71287876,-0.06659876,-0.04083057,0.0,0.0
