no-op,no-op,no-op,no-op,no-op,no-op,no-op,no-op,fire left,fire left,fire left,fire left,fire left,fire left,fire left,fire left,fire main,fire main,fire main,fire main,fire main,fire main,fire main,fire main,fire right,fire right,fire right,fire right,fire right,fire right,fire right,fire right
x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit,x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit,x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit,x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit
0.616312,0.8904934,0.27775764,1.6260147,0.55909157,0.7581711,0.18000603,0.51498413,1.3667345,0.44465065,2.1469593,1.3625622,4.0990114,2.7012825,1.3482571,0.1257658,1.1873245,1.655817,0.6365776,3.0601025,1.2779236,1.5497208,0.20503998,0.91433525,1.6260147,1.4695525,1.6692281,3.0431151,3.233254,2.6533008,0.63210726,0.72181225
0.025629997,0.51259995,0.4196167,0.73313713,0.6645918,0.14185905,0.48339367,0.33855438,0.71525574,0.30219555,1.5097857,0.14066696,2.6774406,1.4603138,1.0412931,0.23305416,0.2849102,1.0669231,0.4208088,1.655817,0.5245209,0.218153,0.6520748,0.6389618,0.5939603,0.5990267,0.5221367,1.1226535,1.0865927,0.9560585,0.11920929,0.31799078
0.38266182,1.5670061,2.0855665,2.0825863,2.8014183,2.091527,0.49710274,0.16272068,1.4983118,3.1229854,6.6024065,5.3703785,8.676648,6.776005,1.423657,0.5823374,0.46133995,2.1898746,2.6595592,2.7060509,3.5977364,2.6512146,0.6508827,0.21338463,0.5286932,0.26464462,1.9288063,1.2242794,2.4682283,2.0438433,0.36001205,0.17762184
0.90152025,5.4228306,0.10788441,10.435581,0.9331107,1.2686849,0.34570694,0.3322959,4.963353,3.0524282,8.631423,4.686266,17.050951,12.639984,2.907291,3.6606936,1.963675,7.544756,1.3071299,14.500916,0.67025423,3.347993,0.84400177,0.07241964,4.62085,4.491508,6.2555075,9.408295,10.851622,10.426044,2.4655461,2.1499395
0.02503395,0.51140785,0.4196167,0.73313713,0.66399574,0.14066696,0.48339367,0.33855438,0.71525574,0.3015995,1.5097857,0.13947487,2.6774406,1.4597178,1.0418892,0.23305416,0.2837181,1.065731,0.4208088,1.6534328,0.52690506,0.2193451,0.6520748,0.6389618,0.5927682,0.5981326,0.5221367,1.1217594,1.0865927,0.95665455,0.11920929,0.31799078
1.4841557,4.3836236,0.56661665,8.790642,1.1209399,0.9122491,0.040978193,0.7379055,4.040599,2.0205975,9.334087,3.630817,17.67218,13.148487,3.5870075,3.786087,2.6974826,6.1623755,0.42907894,12.2556095,0.50097704,2.9148908,0.37007034,0.6439537,4.692525,3.9479136,5.9461594,8.15928,11.090785,10.376871,2.4689734,1.7440319
0.94369054,5.374402,0.07688999,10.361374,0.83237886,1.3037026,0.28714538,0.28654933,4.8057737,2.9439478,8.495227,4.7715755,16.723051,12.370348,2.9923768,3.6161394,2.028346,7.484257,1.2364984,14.390945,0.8060038,3.3785403,0.7596612,0.0029802322,4.5748053,4.4991074,6.1273575,9.25973,10.770857,10.298193,2.4448335,2.180785
0.34242868,2.2748113,1.899004,3.439486,2.7289987,0.22649765,1.2901425,0.23931265,0.3989041,4.2414293,5.3631887,6.227642,7.7913704,2.054535,2.6113539,0.92469156,0.56147575,2.9230118,2.3066998,4.373789,3.386736,0.20623207,1.6963482,0.24437904,0.63329935,0.37044287,1.4677644,0.487566,2.0936131,1.0460615,0.2989173,0.35881996
0.61511993,0.8916855,0.2783537,1.6260147,0.5584955,0.7581711,0.17940998,0.5143881,1.3655424,0.4440546,2.1469593,1.3619661,4.0996075,2.7006865,1.3482571,0.12636185,1.1861324,1.655817,0.6365776,3.0601025,1.2779236,1.5497208,0.20384789,0.91433525,1.6248226,1.4695525,1.6695261,3.0437112,3.233552,2.6538968,0.6324053,0.7215142
1.3813376,4.7138333,1.1488795,9.220541,0.9778142,0.29087067,0.05096197,1.7631054,5.4748354,2.297312,10.816604,4.2656064,20.196735,15.749634,2.205819,6.891191,2.7093291,6.634891,0.25451183,12.763143,1.0159612,2.2986531,0.3272295,1.744628,5.5605173,4.171431,6.2662363,8.204579,13.015866,11.41876,1.6114116,2.6887655
1.3257563,4.7253075,0.525862,9.038746,1.0742247,0.7265806,0.02399087,1.0797381,5.528107,2.3284554,9.08643,3.6367774,20.371304,14.44459,2.5123358,4.67062,2.6251376,6.6487494,0.45761466,12.580752,0.88721514,2.7772784,0.2631545,1.0305643,5.5274367,4.1645765,5.812049,8.427202,13.018549,11.032224,1.7382205,1.9550323
0.3117323,2.1401048,1.8125772,3.2168627,2.6372075,0.25987625,1.244545,0.22828579,0.45429915,3.9521978,5.163066,5.754158,7.5568256,2.1039696,2.501309,0.89362264,0.5197525,2.7358532,2.182722,4.0626526,3.2532215,0.24914742,1.6307831,0.22649765,0.63180923,0.3877282,1.4832616,0.5143881,2.115965,1.0490417,0.30875206,0.36209822
0.31262636,2.1404028,1.8128753,3.2168627,2.6378036,0.2592802,1.245141,0.2270937,0.4541874,3.9521604,5.1630287,5.7539344,7.5580926,2.1025538,2.50265,0.8931756,0.5197525,2.7358532,2.182722,4.0614605,3.2532215,0.24914742,1.6319752,0.22530556,0.63210726,0.38802624,1.4835596,0.5146861,2.116859,1.0484457,0.30875206,0.36239624
1.5747547,4.657507,0.6759167,9.059906,0.41782856,0.5406141,0.101327896,1.5348196,4.167557,2.3579597,8.445978,5.2833557,14.894009,12.24637,1.6641617,4.5084953,2.4175644,5.851984,0.059604645,11.1448765,0.8368492,1.8119812,0.29325485,1.5854836,4.090667,3.027916,4.609227,5.3453445,8.817911,8.088946,1.1360645,1.3154745
0.44047832,6.3332915,1.5717745,10.074377,3.0502677,0.7265806,0.22649765,0.06437302,6.110072,6.95467,13.746023,9.182692,22.731422,18.176437,3.7032366,1.835227,0.08434057,8.4501505,0.5310774,13.394058,1.655817,1.1691451,0.09357929,0.09149313,3.7662685,2.8826296,7.8216195,5.789548,12.301951,11.922717,2.3278594,1.1852384
0.615716,0.89108944,0.2783537,1.6266108,0.5578995,0.7581711,0.17881393,0.51498413,1.3667345,0.4440546,2.1469593,1.3625622,4.0984154,2.7012825,1.347065,0.1257658,1.1861324,1.655817,0.6365776,3.0612946,1.2755394,1.5485287,0.20384789,0.91433525,1.6254187,1.4689565,1.668632,3.0440092,3.2317638,2.6533008,0.63210726,0.7221103
