cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2
0.9852099,0.17135203,0.97708255,-0.21286078,-0.07096417,0.20101355
0.992848,0.11938534,0.9365271,-0.35059524,0.01035795,-0.47110248
0.9997196,0.023679415,0.96155393,-0.27461615,-0.07077677,0.5627104
0.9998754,-0.015783716,0.9309172,-0.36523023,0.17480364,-0.28812578
0.99841607,0.056261197,0.8788684,-0.4770643,0.11150766,-0.29080296
0.9991561,0.04107398,0.9986939,-0.051093508,0.096758924,0.14957795
0.9995533,-0.029885096,0.9600013,-0.27999568,0.1211141,0.09194084
0.9999109,0.013348945,0.96422946,-0.26506898,-0.2524645,0.015319296
0.9878641,0.15532069,0.9493304,-0.31427985,-0.056221172,-0.31081295
0.9927765,0.119978234,0.98655117,-0.16345258,-0.14169578,0.50626045
0.99262655,0.12121294,0.94180363,-0.33616346,-0.2242361,-0.063417435
0.998328,0.05780344,0.9781556,-0.20787397,-0.076813005,0.5834991
0.9990084,0.044521928,0.9592888,-0.28242713,0.26741904,-0.023480095
0.99532145,0.09661904,0.8842602,-0.46699455,0.002854779,-0.3576255
0.9994463,0.033273526,0.90597016,-0.42334157,0.1223567,-0.4155313
0.9898845,0.14187577,0.9460213,-0.32410437,-0.012625907,-0.41041002
0.99788135,0.06506023,0.89395285,-0.448161,0.22569464,-0.11280696
0.99777746,0.0666342,0.99593556,-0.090068616,-0.07771991,0.4344566
0.9957765,0.09181048,0.99679136,-0.080043964,0.19490495,-0.21733542
0.98663944,0.16291906,0.9559439,-0.2935494,0.050430197,0.28277013
0.9937359,0.11175397,0.9740543,-0.2263146,0.090419546,-0.54810065
0.9965388,0.08312877,0.9050125,-0.425385,0.058191046,-0.48618335
0.9988894,0.047116805,0.9999961,-0.0027907358,-0.05581359,-0.02540787
0.99912614,0.04179698,0.88944435,-0.45704353,0.15829828,-0.24928898
0.9926817,0.12076044,0.9784738,-0.20637119,-0.120948866,0.55836076
0.9981964,0.06003239,0.9373784,-0.34831277,-0.27175117,0.0560495
0.9850571,0.17222802,0.975148,-0.22155435,-0.050531223,0.22288102
0.9966805,0.08141227,0.9013989,-0.4329896,0.2277043,-0.03410257
0.99752957,0.070247635,0.8645429,-0.502559,-0.12468617,0.15615785
0.99995935,-0.009018065,0.94717187,-0.32072642,-0.08870741,0.46477437
0.99586654,0.09082851,0.99575007,-0.09209649,-0.20623566,0.16623154
0.9884866,0.15130852,0.984509,-0.17533414,-0.15565939,0.23746958
0.99594474,0.089966856,0.8616064,-0.50757694,-0.068812996,-0.102193296
0.9912234,0.13219754,0.9641774,-0.2652582,-0.23821525,0.011126621
0.9973874,0.072238125,0.8650754,-0.5016418,0.06396566,-0.2136723
0.99989074,0.01478023,0.9198307,-0.39231563,-0.13800155,0.45675692
0.99910235,-0.04236084,0.947976,-0.31834182,-0.079245165,0.12554596
0.9999108,0.013359323,0.94818825,-0.31770912,0.07704052,-0.5112519
0.98697376,0.16088142,0.9732592,-0.22970968,-0.06850474,0.36714894
0.9971514,0.075426176,0.88070446,-0.47366613,0.05599893,-0.35998514
0.9968379,0.07946162,0.99661535,-0.08220623,0.2075861,-0.12978856
0.99009556,0.14039506,0.9856221,-0.16896476,-0.1436343,0.39790684
0.99522346,0.09762328,0.89537674,-0.44530943,-0.14841075,-0.119673975
0.9885927,0.15061392,0.96373343,-0.26686668,0.1712179,0.06378652
0.99089754,0.13461816,0.98635846,-0.16461158,0.21929061,-0.1938946
0.98353106,0.18073905,0.9687705,-0.247959,-0.021719573,-0.16411754
0.99999976,-0.0006616282,0.9842564,-0.17674676,0.050692838,0.37465113
0.9963011,0.08593098,0.9068879,-0.42137203,-0.03898402,0.45943555
0.9970934,0.07618894,0.8675864,-0.49728656,-0.044322796,0.2506539
0.99672544,0.08086021,0.9699381,-0.24335165,-0.08490381,0.59347373
0.99612755,0.08791974,0.9543518,-0.29868487,0.26614824,-0.009145805
0.99919546,-0.040106088,0.95347404,-0.30147502,0.043736108,-0.28187528
0.99999976,0.00068255863,0.9240473,-0.38227823,-0.19332993,0.22330144
0.999222,-0.039438713,0.9503464,-0.3111939,0.11829928,-0.061829135
0.99918914,-0.040261794,0.9631985,-0.26879114,-0.06846378,-0.1784916
0.99886584,0.04761275,0.9500881,-0.31198183,-0.08542251,0.5876977
0.9989663,0.0454569,0.9959152,-0.09029368,-0.1714325,-0.072585575
0.99700177,0.077378914,0.9947687,-0.10215345,-0.21372193,0.07932715
0.9944312,0.10538794,0.8929157,-0.45022383,0.1707101,0.09628585
0.99608624,0.08838693,0.9962077,-0.087007,0.12923458,-0.40177187
0.99582195,0.09131587,0.8819082,-0.47142118,0.0194206,0.28910446
0.99548024,0.09496891,0.9355075,-0.35330683,-0.0504203,0.5379942
0.99785054,0.065530606,0.9938954,-0.11032616,-0.07703542,0.47615904
0.99067336,0.13625804,0.92943,-0.36899847,-0.10430203,-0.27164844
0.9936139,0.11283336,0.9572735,-0.28918424,-0.25862947,0.005750661
0.9993889,-0.03495559,0.94327706,-0.3320067,0.1308941,-0.20581628
0.9995615,0.029610766,0.9944157,-0.105533846,0.017301382,0.38901535
0.9924373,0.12275237,0.96088725,-0.27693987,-0.24937509,0.0065513737
0.9965975,0.08242158,0.98720634,-0.15944777,-0.24010901,0.042934086
0.9873501,0.15855534,0.9501375,-0.3118313,0.06917372,0.2814461
0.9947195,0.10263092,0.99241877,-0.122902505,0.23352185,-0.17054577
0.9997817,0.02089129,0.95455784,-0.29802582,-0.0794291,0.55572796
0.9982587,0.05898759,0.9997303,-0.023223111,0.1003636,-0.0655574
0.9876526,0.15666007,0.9774415,-0.2112065,0.09587552,-0.3780547
0.996147,0.087699816,0.9047614,-0.42591888,-0.20279618,-0.029279975
0.98422295,0.17693268,0.973493,-0.22871695,0.010431286,0.11001254
0.99147886,0.1302679,0.91099465,-0.4124182,0.075659744,0.32020468
0.99047863,0.13766642,0.9503444,-0.31120026,-0.042644307,0.506473
0.9886902,0.14997247,0.9445765,-0.32829136,0.019337177,0.3955717
0.99845636,0.055541903,0.9999237,-0.012353946,0.03777367,-0.023433289
0.9991375,-0.04152417,0.952226,-0.30539432,-0.006475654,0.17154713
0.99920326,0.039909802,0.99947923,-0.03226898,-0.04878729,-0.19734696
0.9981646,0.060559865,0.9201742,-0.39150923,0.08823779,-0.5363188
0.994112,0.108357094,0.99402004,-0.109197624,0.15864012,-0.38953888
0.99720234,0.074749485,0.9986417,-0.05210325,-0.1724081,0.16777284
0.98875326,0.14955589,0.9430883,-0.33254245,-0.07364182,-0.30266008
0.99671096,0.081038594,0.9225031,-0.3859896,-0.24526647,0.012904832
0.9970765,0.07640985,0.85904354,-0.5119025,-0.052508675,0.15213875
0.9999962,0.0027629493,0.9704747,-0.24120289,-0.03245654,0.4957957
0.99630755,0.085855715,0.858359,-0.51304954,-0.067302965,-0.051921066
0.9907613,0.13561732,0.98410237,-0.17760204,0.12793854,-0.43959355
0.99894077,0.046014786,0.99455726,-0.10419157,-0.035396222,0.44661546
0.987733,0.15615222,0.9592159,-0.28267446,-0.16992128,-0.0790569
0.9879369,0.15485694,0.98252434,-0.1861343,0.1335511,-0.33331275
0.9989842,0.04506102,0.9997494,-0.022384573,0.021226896,-0.26526222
0.99708265,0.07632942,0.9549763,-0.29668197,-0.078961454,0.59473884
0.9964864,0.08375419,0.9980969,-0.061665222,0.14160948,-0.3085367
0.99981344,0.01931411,0.91053176,-0.41343915,0.22196184,-0.25895357
0.9961233,0.08796781,0.8745215,-0.48498675,0.020303216,0.24384266
0.9999988,0.0015255057,0.97259873,-0.23249036,0.18356696,0.11176539
0.9913214,0.13146068,0.9307412,-0.36567858,-0.04243899,-0.37911034
0.99262124,0.121256016,0.9151191,-0.40318364,-0.12811197,-0.22219864
0.9999318,0.011676773,0.99050295,-0.13749157,0.14123552,0.21217842
0.9969023,0.07865002,0.88083667,-0.47342026,-0.038820267,0.34253994
0.99738115,0.072324775,0.96300113,-0.26949728,0.09789258,-0.6316622
0.9984091,0.056385327,0.9423979,-0.334494,0.2731825,-0.052594252
0.99835765,0.05728858,0.9997772,-0.02110872,-0.1221834,0.085263915
0.9987036,0.05090309,0.9995048,-0.031467356,0.100200176,0.046522707
0.999955,0.009486758,0.98465437,-0.17451587,-0.14023231,-0.214353
0.9881518,0.15347977,0.94374985,-0.33066034,0.08700278,0.2750149
0.984904,0.17310134,0.97638804,-0.21602398,0.086703405,-0.24648905
0.9981903,0.060134675,0.9833311,-0.18182391,-0.07631516,0.56627524
0.999065,0.04323379,0.9334059,-0.35882238,-0.09516907,0.5550734
0.9978663,0.06529132,0.9996314,-0.0271496,-0.121909596,0.262311
0.99773157,0.0673179,0.9994067,-0.034442063,0.09585006,-0.23637788
