l_tor,l_tor,l_tor,l_tor,l_tor,l_tor,no_tor,no_tor,no_tor,no_tor,no_tor,no_tor,r_tor,r_tor,r_tor,r_tor,r_tor,r_tor
cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2
0.0028938907,0.011897106,0.0340836,0.12186495,0.2659164,0.27234727,0.0028938907,0.009324759,0.025080387,0.09807074,0.22508039,0.22604501,0.0077170418,0.023151126,0.061736334,0.20321544,0.4688103,0.47588426
0.31864953,0.031511255,0.009646302,0.043086816,0.27652735,0.43118972,0.08802251,0.010128617,0.003215434,0.011414791,0.0755627,0.11776527,0.2643087,0.02636656,0.010932476,0.036012862,0.23344052,0.36334404
0.26655948,0.012861736,0.04340836,0.109646305,0.28263664,0.4932476,0.0744373,0.001607717,0.012540193,0.029903537,0.07620579,0.13167202,0.2266881,0.006430868,0.029581994,0.0926045,0.24019292,0.4154341
0.29131833,0.02636656,0.046945337,0.039228294,0.40707394,0.5646302,0.05546624,0.008762058,0.0081993565,0.0010450161,0.06101286,0.11028939,0.2823151,0.023794211,0.072025724,0.044694535,0.39807075,0.52025723
0.2823151,0.043086816,0.023794211,0.045016076,0.26109326,0.4932476,0.07942122,0.011575563,0.004823151,0.011093248,0.06913184,0.13376206,0.23729904,0.036655948,0.01414791,0.037942123,0.21800643,0.41286173
0.20257235,0.07893891,0.05932476,0.04051447,0.3426045,0.527492,0.073954985,0.0106109325,0.05675241,0.020498393,0.1659164,0.26712218,0.27459806,0.08536977,0.114791,0.05755627,0.5061093,0.76913184
0.29453376,0.06559485,0.023151126,0.05659164,0.29710612,0.45273313,0.083279744,0.019292604,0.007073955,0.01318328,0.08167203,0.11993569,0.24823152,0.059163988,0.016720258,0.045016076,0.24823152,0.37813506
0.0012861736,0.0025723472,0.016720258,0.07717042,0.2636656,0.29453376,0.0,0.0012861736,0.010932476,0.06495177,0.21800643,0.244373,0.0038585209,0.0038585209,0.027009645,0.13247588,0.46430868,0.5118971
0.2726688,0.059163988,0.023151126,0.04630225,0.2726688,0.48360127,0.077813506,0.017363343,0.0051446944,0.011575563,0.072025724,0.12990354,0.23151125,0.051446944,0.012861736,0.036012862,0.22636656,0.40643087
0.26495177,0.02829582,0.020578777,0.10418007,0.2688103,0.47974277,0.07299035,0.007073955,0.0038585209,0.029260451,0.072025724,0.12926045,0.22122186,0.025723472,0.012861736,0.08745981,0.22122186,0.40128618
0.37909967,0.07620579,0.023151126,0.095819935,0.33890676,0.4135048,0.10546624,0.021623794,0.0056270096,0.026045017,0.09252412,0.11101286,0.31897107,0.06141479,0.023472669,0.08135048,0.28778136,0.34951767
0.3221865,0.05401929,0.0019292604,0.072025724,0.28360128,0.47459808,0.090514466,0.014308682,0.0012861736,0.020257235,0.07620579,0.12893891,0.2688103,0.043729905,0.0025723472,0.059807073,0.23536977,0.3993569
0.25594854,0.0154340835,0.0077170418,0.08360129,0.2726688,0.4784566,0.07073955,0.0035369776,0.0003215434,0.023794211,0.07363344,0.12829582,0.21221864,0.01414791,0.0025723472,0.072025724,0.22765273,0.40128618
0.007073955,0.0057877814,0.03215434,0.08167203,0.28167203,0.29581994,0.0077170418,0.0012861736,0.027974276,0.06495177,0.23472668,0.24726687,0.021864953,0.006430868,0.05659164,0.1363344,0.49646303,0.5131833
