cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2
0.99669343,0.081254005,0.90241057,-0.43087718,-0.012317944,0.14018896
0.79365563,-0.60836726,0.53483546,0.8449562,-3.4395225,4.9513235
0.99411917,0.10829182,0.9824907,-0.18631166,-0.1086001,0.69046485
0.026943965,-0.99963695,-0.9360154,-0.35195902,4.6233,-0.49900553
0.99999535,-0.003054691,0.9706166,-0.24063134,0.07558114,0.112453446
0.99274844,0.12021039,0.94489485,-0.32737395,0.105946034,0.10613531
0.99095243,0.13421358,0.9731466,-0.23018621,-0.07948084,0.17533508
0.9997833,0.020817535,0.96372867,-0.26688394,-0.1628164,0.026716957
0.99153787,0.12981771,0.9749853,-0.22226937,0.100500226,-0.21693392
0.99045086,0.13786626,0.95986795,-0.28045228,0.04151388,0.13799311
-0.18212616,0.9832752,-0.98811483,0.15371732,4.4583426,0.06299268
0.9989763,0.04523674,0.9695284,-0.24497905,-0.19074607,0.035704225
0.9883936,0.15191457,0.9656856,-0.25971395,0.026886012,0.0076757977
0.999191,0.040216796,0.94168943,-0.33648336,0.17887498,-0.114355505
0.98866355,0.15014793,0.96581537,-0.25923094,-0.035226822,-0.0125493165
0.9912642,0.1318912,0.9730139,-0.2307466,0.08393613,-0.23017657
0.9128095,0.40838566,0.5654112,-0.8248092,0.20641138,-1.5900724
0.9999141,-0.013104463,0.9582767,-0.2858423,0.016362255,-0.014157882
0.99912935,-0.041719034,0.9008331,0.43416557,0.855147,-2.1202059
0.9975565,0.06986384,0.9508569,-0.30963063,0.07253203,-0.41940156
0.9824375,0.18659191,0.98130935,-0.19243696,-0.14975649,0.026299797
0.9922304,0.124413684,0.94779056,-0.31889343,-0.045934986,0.65502876
-0.6278757,0.77831364,-0.07996563,-0.9967976,4.5436916,-6.8332963
0.99309963,0.117273964,0.9718556,-0.23557755,-0.16682312,0.09588182
0.99888587,0.047191676,0.9339672,-0.3573588,-0.09240447,0.34689268
0.9993404,0.03631421,0.9457784,-0.3248125,-0.17482914,0.0979281
0.9929815,0.11826986,0.96777207,-0.2518278,-0.070577934,0.34296873
0.81963634,-0.57288414,0.40997577,0.9120964,3.6830065,-5.447285
0.9977841,0.06653533,0.98806584,-0.1540321,0.15725878,-0.069513
0.9986222,0.05247659,0.9484762,-0.31684843,-0.18929577,0.07097305
0.9913462,0.13127348,0.96050036,-0.27827868,0.015734097,-0.2535205
0.9888894,0.14865305,0.96771663,-0.2520408,0.04410691,-0.08291996
0.9987445,0.0500948,0.97987777,-0.19959836,-0.18343337,0.029686175
0.99927145,0.03816433,0.99033034,-0.13872951,-0.057156928,-0.15660638
