l_tor,l_tor,l_tor,l_tor,l_tor,l_tor,no_tor,no_tor,no_tor,no_tor,no_tor,no_tor,r_tor,r_tor,r_tor,r_tor,r_tor,r_tor
cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2
0.0020821064,0.0010032314,0.0008605732,0.0016749103,0.0013460538,0.0018386658,0.00088015664,0.0004176753,0.00035558475,0.0006961509,0.0005604612,0.0007660668,0.0016051009,0.0007721201,0.00066200533,0.001288637,0.0010358954,0.0014151396
0.0036112033,0.005481909,0.005510075,0.0051942766,0.004871491,0.0014552041,0.000944681,0.001605118,0.001670629,0.0014919678,0.0014248539,0.00046193344,0.0029367718,0.004576862,0.004638952,0.004317925,0.0040659998,0.0012436991
0.0022941874,0.0019898838,0.00026076034,0.0041667586,0.0019894643,0.0075805224,0.0033552442,0.0029084487,0.00038714646,0.006090906,0.002907592,0.01109672,0.00012993062,0.00011263749,1.4467246e-05,0.00023623343,0.00011261472,0.000430094
1.1048873e-05,0.0031673212,0.003798995,0.0036172154,0.0031462787,0.005087946,5.171986e-05,0.0009596643,0.0012135862,0.0010870842,0.00095092965,0.0015511654,1.6365537e-05,0.0026610175,0.003231681,0.0030332662,0.0026442015,0.0042826487
0.050000973,0.017389204,0.031132532,0.011425408,0.007966717,1.6753194e-05,0.014609025,0.005120836,0.009175666,0.0033578058,0.0023635463,4.8040645e-05,0.041581526,0.014488085,0.025941225,0.00951612,0.0066500334,2.1054275e-05
0.0047693094,0.0018370202,0.00030212104,0.0020600467,0.0021701658,0.0023114916,0.0015667458,0.00058881566,9.210853e-05,0.0006597999,0.00069699663,0.00074124953,0.0039146994,0.0015013505,0.00024449365,0.0016833344,0.001774334,0.0018889912
0.006716796,0.0021424373,0.0013306238,0.0016034358,0.0020781164,0.002362178,0.0021577128,0.00067919184,0.0004267056,0.0005060664,0.0006593869,0.00074951974,0.005554938,0.001767371,0.0010996246,0.0013213415,0.0017148394,0.0019486801
0.0058673164,0.0007286531,0.0006308282,0.0014593047,0.0012430868,0.00091833185,0.0023157382,0.00028400298,0.0002559268,0.0005677907,0.0004830234,0.00035855736,0.004635035,0.00057512143,0.0004993803,0.0011512948,0.0009807363,0.0007249051
0.0033833883,0.0027041328,0.0010306803,0.0026790572,0.0035058511,0.004812451,0.0010502726,0.0008209431,0.00027535684,0.00079927867,0.0010559747,0.0014618671,0.002843589,0.0022581308,0.0008424894,0.002229211,0.0029234295,0.00402215
0.0002557941,0.00024125187,0.0004487672,0.00025039967,0.00023004974,0.0009416791,0.00041500048,0.00038786064,0.0007229051,0.00040019557,0.00036904254,0.0015191424,8.355508e-06,7.851748e-06,1.4912723e-05,8.159247e-06,7.47142e-06,3.166992e-05
0.0069135306,0.00322644,0.004786912,0.0032232802,0.0033937409,0.003131323,0.0024779846,0.0011563199,0.0017145191,0.0011504942,0.0012138692,0.0011226678,0.0055840868,0.0026063311,0.003867396,0.002602502,0.0027406816,0.0025294502
0.00020872995,0.00020214792,0.00042297604,0.00023040622,0.00020315082,0.0007631642,0.00040281197,0.00038741605,0.0008120021,0.0004399784,0.00038908128,0.0014674995,4.8373142e-05,4.679091e-05,9.826622e-05,5.3355656e-05,4.7028036e-05,0.00017749114
0.003969513,0.0020333838,0.0042214934,0.0023437068,0.0018231535,0.0020239234,0.0012657368,0.0006076413,0.0013002789,0.0006982775,0.00055179413,0.0006051382,0.0033479175,0.0016939092,0.0035374165,0.0019508532,0.0015244957,0.001686341
0.0017759384,0.0034839122,0.0032527642,0.0020984893,0.0035091685,0.0032606074,0.00057716353,0.0010502309,0.0010004311,0.0006209895,0.0010578485,0.0009957837,0.0015139858,0.002915285,0.0027327852,0.001749747,0.0029366054,0.002739605
0.00451038,0.0027152013,0.0024992658,0.0030662203,0.0030200323,0.0038437555,0.0013453722,0.00081651576,0.0008130872,0.0008955634,0.00090359355,0.0011572201,0.0037871664,0.0022825028,0.0021432058,0.002560796,0.0025372428,0.0032371348
0.0008065078,0.0035282355,0.0023982807,0.0039076805,0.00384726,0.0032993746,0.00030734055,0.0010501768,0.0007647593,0.0011372517,0.0011375506,0.0009987069,0.0007198216,0.0029495782,0.0020359748,0.003250895,0.003211665,0.0027721869
0.13083382,0.016422082,0.041426733,0.029574126,0.0046093464,0.021938642,0.040799905,0.005142322,0.0129408445,0.009237411,0.0014465152,0.006854972,0.10988752,0.01380108,0.03480358,0.024843497,0.003870709,0.018429263
0.0007212906,0.0015023161,0.0016091494,0.0018915687,0.0017529271,0.00084306975,0.00047610662,0.001008963,0.0010743528,0.0012703554,0.0011771057,0.00057285203,0.000405466,0.00084595446,0.0009060433,0.0010651449,0.0009871044,0.00047486182
