l_tor,l_tor,l_tor,l_tor,l_tor,l_tor,no_tor,no_tor,no_tor,no_tor,no_tor,no_tor,r_tor,r_tor,r_tor,r_tor,r_tor,r_tor
cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2
0.5190996,0.045936108,0.05564092,0.049171045,0.6126971,0.684297,0.08750505,0.010405715,0.023561126,0.002857528,0.0745653,0.07009031,0.47607493,0.04270117,0.04431864,0.052729476,0.5919935,0.6751314
0.5104731,0.097695105,0.056719232,0.0019409623,0.4897695,0.5467044,0.13985711,0.02868311,0.016713843,0.0051758997,0.13845532,0.15150289,0.42852134,0.081520416,0.051327668,0.0051758997,0.42744303,0.4742418
0.6687154,0.09057824,0.009489149,0.083137885,0.902224,0.9099878,0.030731903,0.008195174,0.039088823,0.0025340342,0.11419328,0.1349508,0.6690659,0.08893382,0.009071303,0.097452484,0.9725434,0.99991906
0.5074538,0.09381318,0.057581883,0.0010783124,0.47726107,0.5350586,0.13823965,0.026526485,0.017037336,0.0045289122,0.13640651,0.14643483,0.42442375,0.07461922,0.05219032,0.0,0.41407195,0.4597924
0.51133573,0.097263776,0.05585658,0.00064698746,0.49020082,0.5467044,0.13964145,0.028359616,0.016713843,0.005499393,0.13856314,0.15042458,0.429384,0.080657765,0.050033696,0.003234937,0.42744303,0.47467312
0.48135865,0.07289392,0.06879633,0.11408545,0.619167,0.69443315,0.09489149,0.018924383,0.017468661,0.017522577,0.09278878,0.10378757,0.41644424,0.06275778,0.05930718,0.102871,0.5628791,0.6390079
0.4518129,0.076991506,0.120124,0.021566248,0.4729478,0.5046502,0.10481197,0.02005661,0.028898772,0.00032349373,0.1014692,0.102655336,0.39229006,0.06663971,0.10481197,0.013586736,0.43089363,0.46928155
0.52794176,0.09898908,0.028251784,0.0821674,0.61657906,0.7770319,0.08960776,0.020703599,0.01784607,0.0019948778,0.075751446,0.08453969,0.48340744,0.089823425,0.019948779,0.0824909,0.5950128,0.7593476
0.45440084,0.105890274,0.08842161,0.056287907,0.44189242,0.51996225,0.1238981,0.030947566,0.025448173,0.009920474,0.12551557,0.14319989,0.3817226,0.08993126,0.07936379,0.046151772,0.38431054,0.45138156
0.601267,0.032241542,0.020218357,0.041299365,0.8777463,0.91494805,0.042000268,0.0029114434,0.038334005,0.00043132497,0.14028844,0.16897155,0.590403,0.039439276,0.001563553,0.038455315,0.9336568,0.9897964
0.5426068,0.106752925,0.04334816,0.02178191,0.59587544,0.686885,0.090308666,0.027227389,0.019409623,0.018816551,0.075751446,0.081520416,0.47704542,0.09208788,0.037740935,0.02436986,0.5471357,0.6413802
0.6009974,0.032295458,0.020164441,0.041299365,0.8778002,0.915002,0.042000268,0.0028036123,0.03828009,0.00037740933,0.14007278,0.16891764,0.5900795,0.03938536,0.0015096373,0.038495753,0.93384546,0.98972905
0.49063215,0.07224693,0.09036258,0.0097048115,0.49925864,0.5117671,0.13759266,0.02447769,0.02091926,0.003127106,0.13823965,0.14470953,0.41364065,0.06103248,0.07828548,0.0069011995,0.4349912,0.44793096
0.51133573,0.096832454,0.055425256,0.00021566248,0.49020082,0.54627305,0.13964145,0.028467447,0.01660601,0.005499393,0.13845532,0.15042458,0.42981532,0.08087343,0.04960237,0.003234937,0.4270117,0.47488877
0.5264321,0.09467583,0.04852406,0.031702384,0.44965628,0.51090443,0.14524868,0.027173473,0.013586736,0.0060385494,0.12627038,0.13791616,0.4414611,0.07656018,0.044210806,0.02609516,0.3901334,0.43930447
0.5096104,0.097263776,0.056719232,0.0023722872,0.49020082,0.54454774,0.13974929,0.028467447,0.01649818,0.0051758997,0.13845532,0.15064023,0.428737,0.081089094,0.051543333,0.005391562,0.42744303,0.47230083
0.5359213,0.10718425,0.05283731,0.034721658,0.47596708,0.55791885,0.14848362,0.032565035,0.014665049,0.0048524057,0.1322011,0.15409084,0.45138156,0.08949993,0.048092734,0.029330097,0.41407195,0.48545623
0.5954441,0.04086804,0.0025879499,0.049710203,0.8129397,0.85003364,0.0049063214,0.0040436713,0.03752527,0.00479849,0.054454777,0.07666801,0.57581884,0.036824368,0.016282517,0.04518129,0.85068065,0.911174
0.43197194,0.07397223,0.086049326,0.12443725,0.4315406,0.51996225,0.11958484,0.023183716,0.022860223,0.03127106,0.12023183,0.14298423,0.36339128,0.061895132,0.07461922,0.108478226,0.37676236,0.45202854
0.51090443,0.04981803,0.06836501,0.065777056,0.5997574,0.6741609,0.088205956,0.012292761,0.021081008,0.0035584308,0.07079121,0.06874242,0.46701708,0.04701442,0.054346945,0.06890416,0.5808869,0.6630543
0.47467312,0.08087343,0.04981803,0.075266205,0.47122252,0.56999594,0.13058363,0.023938535,0.011969267,0.018654805,0.13619086,0.16088422,0.39574066,0.062326457,0.047230083,0.061895132,0.40221053,0.48157433
0.514355,0.11192883,0.042916834,0.036015633,0.4505189,0.5428225,0.14201374,0.031594552,0.011537943,0.007871681,0.12670171,0.1477288,0.4311093,0.0907939,0.040328883,0.02954576,0.39056474,0.46475264
0.44340205,0.061463807,0.09208788,0.09165655,0.56525135,0.6277935,0.09564631,0.017899986,0.021134922,0.015851192,0.09316619,0.105890274,0.38883945,0.05219032,0.08022644,0.08022644,0.5290201,0.5902682
0.51090443,0.097263776,0.05585658,0.00064698746,0.49020082,0.5467044,0.13964145,0.028359616,0.016713843,0.005499393,0.13856314,0.15042458,0.42916834,0.080657765,0.04981803,0.0030192747,0.42722738,0.47445744
0.51931524,0.072300844,0.07451139,0.014341555,0.85898364,0.85208243,0.034667745,0.00652379,0.0334816,0.001563553,0.13850923,0.1632565,0.5090713,0.07912117,0.055290468,0.011753605,0.9150828,0.92742956
0.5781911,0.12033966,0.015959023,0.040975872,0.6200296,0.7347621,0.09720986,0.023561126,0.017468661,0.02215932,0.07596711,0.07812373,0.532902,0.11279148,0.008195174,0.031702384,0.60256094,0.72193015
0.52147186,0.046151772,0.05585658,0.04895538,0.61636335,0.68882596,0.08993126,0.010729209,0.02350721,0.002857528,0.07877072,0.07542795,0.49268094,0.04431864,0.043671653,0.052621644,0.62078446,0.7107157
0.5063755,0.07418789,0.09467583,0.035152983,0.48610324,0.5111201,0.14233723,0.025663834,0.023183716,0.004636743,0.1342499,0.14449386,0.42809,0.06275778,0.08173608,0.029761422,0.4224828,0.44793096
0.531608,0.061463807,0.10696859,0.014018062,0.6004043,0.6799838,0.09073999,0.015150289,0.030354494,0.015150289,0.074026145,0.06734061,0.48718154,0.055964414,0.092734866,0.02081143,0.5818574,0.6740531
0.6498989,0.10772341,0.00086264993,0.03752527,0.8102439,0.8356921,0.025502088,0.007656018,0.034290332,0.019247876,0.023237633,0.03730961,0.6283326,0.10324841,0.017576491,0.033158105,0.83127105,0.8794716
0.5043267,0.06566922,0.070305966,0.08346138,0.6390079,0.74371207,0.090308666,0.015581614,0.02426203,0.0028036123,0.087343305,0.089392096,0.4842701,0.062218625,0.056287907,0.08572584,0.653673,0.77886504
0.5588893,0.052945137,0.057905376,0.036878284,0.6969133,0.77519876,0.063674346,0.008842162,0.024909016,0.008734331,0.039466232,0.031432807,0.54379296,0.05391562,0.042054184,0.036878284,0.72840005,0.82954574
0.5734465,0.108478226,0.040544547,0.004960237,0.5402345,0.6075212,0.09898908,0.022968054,0.017899986,0.024909016,0.078932464,0.07763849,0.50615984,0.09446017,0.034290332,0.00043132497,0.49796465,0.56266344
0.49861166,0.065345734,0.07095295,0.08346138,0.62693083,0.7280765,0.08410837,0.014826795,0.025178595,0.0016174685,0.07747675,0.07666801,0.45720446,0.059522845,0.058768027,0.08378487,0.6043941,0.7152446
0.5175899,0.10028305,0.053484295,0.011214449,0.48696586,0.56266344,0.14147459,0.029437928,0.015959023,0.0018331311,0.1377005,0.15549265,0.43542254,0.08346138,0.04787707,0.007548187,0.4242081,0.48933816
0.63555735,0.09661679,0.032672867,0.020002695,0.7875994,0.83267283,0.017306915,0.0073325243,0.03752527,0.014395471,0.0762906,0.104650214,0.6266343,0.09513411,0.013613694,0.01598598,0.8271734,0.8953228
0.5307454,0.11236015,0.06707103,0.008626499,0.6437525,0.7179404,0.083515294,0.02178191,0.026364738,0.01698342,0.073163494,0.06874242,0.46777192,0.099420406,0.056934893,0.0030192747,0.5898369,0.67394525
0.49408275,0.11020353,0.053268634,0.004960237,0.47941768,0.56740797,0.13500471,0.031163229,0.01477288,0.0024801185,0.13662218,0.1560318,0.41299364,0.08949993,0.048092734,0.0023722872,0.41558158,0.4863189
0.5308532,0.00043132497,0.017037336,0.07806982,0.68246394,0.7183717,0.055910498,0.0032888527,0.03051624,0.0073325243,0.031918045,0.024154197,0.5142472,0.0014018061,0.0021566248,0.08141258,0.72139096,0.77897286
0.51090443,0.096832454,0.05499393,0.00064698746,0.49020082,0.54627305,0.13953362,0.028467447,0.01660601,0.005391562,0.13856314,0.15031675,0.429384,0.08087343,0.049386706,0.0028036123,0.4270117,0.47467312
0.43197194,0.07483488,0.086480655,0.12486857,0.43067798,0.51996225,0.11990834,0.02264456,0.02178191,0.031055396,0.11936918,0.14373904,0.36360693,0.06297345,0.07785416,0.10869389,0.37460572,0.4507346
0.5401267,0.016821673,0.017576491,0.065777056,0.7453295,0.77627707,0.0076021026,0.003127106,0.03741744,0.009273486,0.04394123,0.064483084,0.52001613,0.02043402,0.0013478905,0.06297345,0.77951205,0.8332659
0.5290201,0.108478226,0.086049326,0.064483084,0.52405983,0.61744165,0.086103246,0.024855101,0.024100281,0.013856314,0.06663971,0.07019813,0.46022373,0.09661679,0.07720717,0.06469874,0.47122252,0.5628791
0.4362852,0.072462596,0.120124,0.1391023,0.48265263,0.5624477,0.10696859,0.019409623,0.026418654,0.027173473,0.106429435,0.12152581,0.37546837,0.06254212,0.10545895,0.12443725,0.43671653,0.5128454
0.43412858,0.075697534,0.08518668,0.12659387,0.4315406,0.52039355,0.11915352,0.022752391,0.023291547,0.030839734,0.12023183,0.14298423,0.36339128,0.061463807,0.075266205,0.10826256,0.37676236,0.45224422
0.4397358,0.07828548,0.072462596,0.11947701,0.4518129,0.530314,0.11688907,0.019733116,0.022213235,0.029869253,0.11990834,0.1370535,0.36986116,0.06707103,0.06620838,0.10330233,0.3972503,0.4673406
0.5439008,0.057797544,0.02436986,0.09812643,0.6161477,0.66984767,0.09300444,0.01083704,0.022698475,0.0011861436,0.08464752,0.080711685,0.5217954,0.054886103,0.0065777055,0.10567462,0.63598865,0.70985305
0.63491035,0.115487255,0.03482949,0.009489149,0.7511524,0.81337106,0.030192748,0.005930718,0.026526485,0.027658712,0.0012939749,0.026202992,0.60466367,0.10810082,0.015473783,0.0048524057,0.76161206,0.84313244
0.566114,0.09920474,0.033427685,0.010136137,0.61636335,0.6620838,0.08955385,0.014988543,0.021134922,0.02167408,0.08114301,0.06836501,0.5181291,0.09133306,0.019301793,0.01649818,0.59943384,0.6525947
0.51926136,0.07257042,0.07451139,0.014557217,0.85898364,0.85219026,0.034667745,0.00652379,0.033427685,0.001563553,0.13856314,0.1632565,0.5090713,0.079417706,0.05526351,0.011942309,0.91524464,0.9274834
0.4908478,0.07203127,0.0907939,0.010136137,0.49968997,0.5115514,0.13726917,0.024909016,0.021997573,0.0025879499,0.13856314,0.14460169,0.41364065,0.06081682,0.07828548,0.0071168616,0.4349912,0.44814664
0.45483217,0.105890274,0.08863728,0.05585658,0.44232374,0.51996225,0.12411375,0.030947566,0.025448173,0.009812643,0.12551557,0.14319989,0.38150692,0.08971559,0.07936379,0.046367433,0.38495752,0.45095024
0.5872489,0.09327402,0.016821673,0.0093813175,0.6642404,0.6962663,0.062326457,0.013856314,0.027712628,0.023075886,0.03666262,0.026256908,0.56632966,0.091872215,0.0014018061,0.0028036123,0.6813856,0.7328211
0.46410567,0.114301115,0.081520416,0.06707103,0.44038278,0.5318237,0.12670171,0.03321202,0.02350721,0.013155411,0.12508424,0.14686614,0.3901334,0.09704812,0.07310958,0.056072246,0.38301656,0.46281168
0.45936108,0.10826256,0.07591319,0.048092734,0.46432132,0.5307454,0.12292761,0.028575279,0.023183716,0.008842162,0.12346677,0.13716133,0.38776115,0.0942445,0.06922766,0.03925057,0.40824908,0.46777192
0.5575953,0.014179808,0.0807656,0.123412855,0.8828683,0.8527834,0.038873162,0.00021566248,0.032780696,0.01660601,0.14109717,0.16336432,0.549508,0.018061733,0.06181426,0.13314462,0.9402075,0.9281304
0.5018466,0.09747944,0.03838792,0.08949993,0.6057959,0.72742957,0.09704812,0.020757513,0.019301793,0.017091252,0.09262703,0.11106618,0.43477556,0.08453969,0.03321202,0.07742283,0.55101764,0.66445607
0.49753335,0.06513007,0.07116862,0.08238307,0.6271465,0.72829217,0.08459361,0.015096374,0.024962932,0.0021027091,0.07753066,0.076506265,0.4560183,0.05930718,0.058983687,0.083137885,0.6046098,0.7157838
0.56460434,0.049386706,0.0838927,0.012724087,0.50206226,0.50788516,0.11473244,0.013155411,0.02091926,0.01822348,0.09327402,0.0807656,0.48998514,0.042054184,0.070737295,0.010136137,0.4539695,0.46475264
