l_tor,no_tor,r_tor
-2.6868987,-2.152087,4.5414777
3.3889222,-0.98888344,-2.8563855
3.6152706,-1.0474166,-3.0355873
2.6899033,-0.794218,-2.2001162
7.0398817,-1.9672086,-5.9135413
-1.1736099,-0.9329643,1.9428443
9.849707,-2.7220523,-8.244865
-8.502895,-7.0040417,14.682327
21.441746,-5.8529434,-17.966476
13.414839,-3.6903725,-11.256745
2.8765397,-0.8526613,-2.4278665
5.9052124,-1.6712524,-4.9665647
10.127323,-2.7845733,-8.48218
-4.859232,-3.9772885,8.340533
-1.865877,-1.4711118,3.096616
11.369869,-3.1448882,-9.538874
1.7917632,-0.64879876,-1.3827003
6.1017027,-1.7204863,-5.1228614
-2.0384438,-1.623138,3.412811
2.4239109,-0.72580945,-2.043306
-2.598176,-2.1557083,4.480879
20.536354,-5.608515,-17.192852
11.743195,-3.2165692,-9.828867
5.8569036,-1.659406,-4.925184
14.761946,-4.057011,-12.37826
12.754186,-3.5172892,-10.681076
2.8060582,-0.83323425,-2.369041
-4.813131,-3.9366012,8.283453
6.908263,-1.9215806,-5.7876334
11.851178,-3.2683275,-9.93659
4.434613,-1.2767192,-3.719824
2.2097254,-0.6698593,-1.8610641
-0.28491813,-0.61816615,0.7591787
14.719374,-4.038174,-12.336624
-4.0129704,-3.2750952,6.8999333
-1.1433097,-1.1060585,2.0959005
-7.090476,-5.8186674,12.252388
13.889139,-3.8220792,-11.644703
-2.2846012,-1.9491465,3.7972007
2.5933886,-0.7751932,-2.18966
19.213991,-5.2457867,-16.089676
16.342043,-4.482714,-13.678363
-10.090687,-8.313435,17.448278
-9.945116,-8.201327,17.188179
-6.9173927,-5.675247,11.95366
-3.4059095,-2.7555053,5.7997336
-0.33205953,-0.74466914,0.8678746
0.51941323,-0.40784493,-0.26210552
16.982355,-4.649676,-14.215971
8.5185175,-2.3809788,-7.142465
5.2589936,-1.4878241,-4.4221964
10.022733,-2.7732432,-8.422745
5.382619,-1.5159657,-4.531982
3.6514122,-1.0602124,-3.0769987
-2.8197722,-2.2594783,4.7798867
5.030712,-1.4316456,-4.2317967
1.3844341,-0.49493137,-1.091804
-2.3381395,-1.8519846,3.9216764
-4.738714,-3.8765218,8.118923
-7.484747,-6.1569986,12.908562
-7.938083,-6.5341606,13.703805
2.8944926,-0.85750747,-2.4425638
-0.91523755,-0.7081247,1.5007488
-7.4163113,-6.09678,12.798206
-7.165408,-5.9088426,12.466524
-4.3326087,-3.5388458,7.4112782
-14.606088,-12.04814,25.344135
-7.4105077,-6.091604,12.789137
1.4266602,-0.48215634,-1.1670414
1.4814792,-0.50385857,-1.189133
9.409357,-2.6182706,-7.8841324
-3.9730802,-3.2257097,6.7988987
-8.135261,-6.6906376,14.098795
-3.4100218,-2.672992,5.6259875
0.025454767,-0.48452115,0.28862268
7.454279,-2.0625877,-6.240854
9.593661,-2.6583238,-8.062941
7.0329437,-1.97651,-5.9114842
23.626757,-6.434273,-19.787083
14.443851,-3.9480872,-12.099527
1.547413,-0.5123666,-1.2507154
9.7543745,-2.7013092,-8.170875
-5.436467,-4.4519625,9.337053
4.5186357,-1.2997257,-3.7843256
-10.61968,-8.745982,18.429495
27.455317,-7.4715624,-22.995605
14.040175,-3.8434293,-11.745552
-2.8592339,-2.296211,4.8437085
-10.270705,-8.471383,17.755104
8.477018,-2.3677323,-7.1193414
16.151766,-4.424653,-13.517872
-7.527803,-6.201067,13.036903
26.1906,-7.1323314,-21.932447
-4.232798,-3.4456644,7.2591686
10.643105,-2.9326346,-8.911792
-3.8597264,-3.1472104,6.6071725
-1.3693568,-1.0817264,2.2701278
11.924643,-3.293956,-9.989824
18.185541,-4.9675155,-15.235231
-1.5330452,-1.1996082,2.5204072
-5.4535475,-4.4663234,9.414732
-2.2075877,-1.7633878,3.7085774
3.986257,-1.1531961,-3.3564296
16.000738,-4.368548,-13.391401
1.1203305,-0.4709603,-0.84151816
0.44637448,-0.4107147,-0.18716651
1.1662059,-0.44898924,-0.9259575
6.8416796,-1.9294094,-5.7406797
-0.22595602,-0.55127925,0.59213835
-10.412769,-8.595027,18.041054
-7.6704636,-6.31153,13.232983
-6.952088,-5.724301,12.018471
-1.544047,-1.1921339,2.5326748
-10.739962,-8.874219,18.64397
6.228474,-1.7573578,-5.2248745
16.777994,-4.5694394,-14.035049
-4.704641,-3.8484662,8.071241
1.6558822,-0.5169874,-1.3859712
10.027227,-2.7832875,-8.414803
3.3233078,-0.96990144,-2.7889633
4.799732,-1.3742032,-4.036145
-3.5399635,-2.8871262,6.0589643
7.2495832,-2.0269015,-6.0833845
-2.430658,-1.9499345,4.0991836
-4.5113907,-3.6873689,7.7221947
4.306348,-1.2360741,-3.6085079
6.4591103,-1.8221909,-5.4308915
10.286921,-2.8638966,-8.617679
13.74798,-3.7842047,-11.524681
1.4386333,-0.48287702,-1.1710244
21.315813,-5.8090262,-17.86269
5.554101,-1.576289,-4.6722198
5.369235,-1.5263946,-4.517446
14.675701,-4.0336847,-12.306105
3.3142002,-0.9684897,-2.7937765
-4.7236032,-3.8623085,8.13059
6.3452444,-1.786026,-5.327955
25.975624,-7.061769,-21.75531
-4.6352987,-3.7845702,7.9635444
-1.1647503,-1.4750081,2.2224984
-6.7586393,-5.570176,11.738395
11.623766,-3.2047923,-9.758429
18.835474,-5.130555,-15.767824
14.546139,-4.00415,-12.170812
9.346039,-2.584771,-7.838392
3.0710304,-0.90497047,-2.5926385
15.343187,-4.209948,-12.866348
-0.10348257,-0.5625196,0.529506
-2.7359605,-2.2034674,4.618707
0.029976785,-0.78288627,0.63051546
-5.265272,-4.307198,9.049957
10.727603,-2.9700015,-8.985117
-2.2205245,-1.7691573,3.7205787
-5.571501,-4.593188,9.656396
-6.9415364,-5.7010756,11.977495
-0.19509572,-0.54331976,0.5553331
4.7740335,-1.3738258,-3.9989967
4.5745454,-1.30295,-3.84578
-1.2963629,-1.021896,2.1436048
9.788347,-2.7180083,-8.195377
-5.4374113,-4.566283,9.446443
-0.87184924,-0.8017009,1.4907835
1.0865899,-0.42681906,-0.8638969
4.6007423,-1.321137,-3.8572853
1.8465354,-0.56849504,-1.5449325
5.1490045,-1.459788,-4.3166456
-3.7003295,-2.9971473,6.323666
-0.62944776,-0.6115233,1.111196
3.9802413,-1.1481355,-3.328354
0.38463745,-0.41906765,-0.11988962
6.5198874,-1.8132999,-5.456966
-3.5483456,-2.8930964,6.0707436
1.4827043,-0.47862178,-1.2328311
1.2172092,-0.45563567,-0.973132
8.36659,-2.335585,-7.0121284
6.101022,-1.7250934,-5.12944
-1.6117055,-1.2831013,2.7111156
2.4136593,-0.7229374,-2.0342662
7.5342293,-2.0973084,-6.3407054
11.160577,-3.0883596,-9.362975
2.7566135,-0.8103929,-2.2537627
0.4758914,-0.46516204,-0.13954902
6.719421,-1.8920758,-5.648724
7.3445396,-2.0634508,-6.169206
8.451292,-2.3548925,-7.092879
8.15904,-2.2761867,-6.847865
-3.104397,-2.5104778,5.2586265
-10.350517,-8.54545,17.975311
3.5948682,-1.0452623,-3.0189862
-9.45422,-7.8018837,16.36029
2.431103,-0.72936803,-2.0512633
-2.2238274,-1.8028476,3.8004012
-10.811689,-8.908376,18.78028
11.6154175,-3.2104769,-9.729237
-7.327883,-6.0246305,12.697887
-0.72922236,-0.59959346,1.1792974
15.76376,-4.3110957,-13.211433
9.284717,-2.5827622,-7.791147
-6.0226912,-4.9430847,10.363906
1.6126071,-0.5300876,-1.286775
2.9280186,-0.8661696,-2.4720235
2.3115687,-0.69460243,-1.9459833
4.7745476,-1.3626338,-4.0171714
-1.8334135,-1.455226,3.0578423
2.6407652,-1.1248723,-1.8642834
24.204794,-6.59674,-20.274883
8.485489,-2.3701427,-7.1261315
4.1307187,-1.1923717,-3.477903
4.893525,-1.3910981,-4.1110864
-6.5433135,-5.380824,11.292934
13.726737,-3.7752705,-11.508157
-7.6558666,-6.32668,13.322519
9.376926,-2.6049495,-7.868445
7.9315195,-2.2182782,-6.6483665
12.029894,-3.3273726,-10.082225
-0.9552576,-0.8267873,1.6045337
1.4630613,-0.54763126,-1.118497
-9.8751335,-8.144507,17.103565
12.250033,-3.3760035,-10.2709875
-10.969254,-9.04761,18.9738
-6.6764,-5.4827495,11.502377
1.2714232,-0.45301563,-1.0327581
10.9631405,-3.0425508,-9.183045
-10.203978,-8.407889,17.644121
-13.114067,-10.808464,22.728178
1.7911472,-0.5522478,-1.4932278
-2.6767735,-2.1409752,4.540096
1.0901799,-0.4284655,-0.86721814
-1.9864427,-1.5723441,3.3101633
-10.27231,-8.458832,17.805416
-7.7508945,-6.3672876,13.431206
