leg1hip,leg1knee,leg2hip,leg2knee
2.501488,-0.78949445,2.2243774,0.70447594
0.21746722,3.571381,0.4002546,-0.4450583
1.8201969,-0.2760867,1.6521463,-0.055341955
2.5492036,-1.2341154,1.3264802,-0.8974125
2.6716359,-0.87440985,0.061493766,-2.5480833
1.6838996,1.0716983,0.67490256,-0.024026368
2.7088125,-0.7639531,1.6944404,-0.3955999
-0.31048235,4.2968493,0.573873,-0.27668753
2.744894,-1.2209084,2.022337,-0.0043271817
1.4848402,0.64624304,1.7893772,0.6353493
2.6060097,-0.7716665,1.5549252,-0.1907949
1.9012089,-0.22690618,2.3590128,0.70876056
2.0863507,-1.3938427,0.013814174,-1.9675591
-2.8013408,4.805098,2.7555988,1.8525882
-0.17685282,0.16154815,0.8406637,0.58969295
-0.34273976,5.312083,0.41799688,-0.3396262
1.4995008,-0.23211008,2.6403337,1.4710183
-0.02533231,3.2825806,0.35268033,-0.5664255
-0.075637355,-0.121924,2.3899174,2.1125112
2.4085233,-0.19030419,-0.036608525,-1.5643368
1.4397664,-0.4466719,1.7364801,-0.23390448
1.6448538,1.1698079,1.3455102,-0.36032164
0.8166133,-0.13711181,3.09924,1.1471944
1.5086467,1.1141891,0.30648735,-0.32635677
-2.1724699,3.9441288,1.5545092,1.4631224
-0.55693054,4.3893104,0.5222069,-0.2011897
2.8108077,-1.2261931,0.21825787,-2.002193
3.5354319,-0.9438098,-0.13720424,-2.8189812
1.3405704,-0.26631463,1.8811527,1.3674335
2.8322039,-1.1080698,1.4639568,-0.8385288
0.5409589,3.382355,0.26303285,-0.7856216
0.093518935,0.47409424,1.4860768,1.2052907
2.66632,-1.5166917,1.4924726,-0.2182163
-0.47336343,-0.6414841,1.588517,1.2269464
1.7725968,0.015136283,1.6036161,-0.35130697
-1.7365155,5.201135,1.0881677,0.82427895
-1.1813881,4.8575997,0.84750444,0.5065355
2.7540898,-0.6254105,2.092655,-0.21797848
-2.5993176,4.6402392,1.5631785,1.9417354
2.0848281,-0.06836067,2.3522758,1.235346
0.9286267,-0.13180839,2.8178823,1.7744966
1.3080955,0.15965165,0.70947945,0.124403745
1.7895414,-0.38457748,1.3694642,-0.29487422
-0.6592442,4.8905683,0.5672432,-0.15161271
1.1934496,-1.5319474,1.6786219,-0.4061478
2.002366,0.7648215,-0.0015898645,-1.0009084
2.1513693,-0.62313294,1.952888,0.08041908
0.67551595,1.9428062,0.050363556,-0.99715763
0.8323537,0.2151957,0.51978046,-0.67983454
-0.38956234,4.710883,0.85682267,0.9414677
