leg1hip,leg1knee,leg2hip,leg2knee
2.6978178,-1.3995223,2.0823815,0.099158555
3.0489836,-1.2436385,0.16217566,-1.7689569
3.3564973,-1.8823211,0.16532786,-2.3070796
0.4826968,2.130205,0.5600893,-0.030401539
1.3734772,-1.5062778,1.4724221,0.14011288
-0.8183335,5.052989,0.71048534,0.4346316
2.8436968,-0.7592453,-0.023726925,-1.832781
1.3302929,0.7446905,0.32891583,-1.1171753
1.3536135,0.8917535,0.08454026,-0.78548044
2.8419795,-0.013930302,0.046864115,-1.727705
-0.13820317,3.1387591,0.9132545,1.0944368
2.072996,-1.2418181,1.5853624,-0.23528379
-0.35912126,4.6781583,0.5417258,0.09981096
-0.11400206,3.3928485,0.4866804,-0.26247317
-3.2220573,2.2199504,0.9613325,0.07265572
0.78573906,-0.1896199,1.1157298,0.6282366
2.2639554,-1.1649004,2.5723557,-0.095154405
2.0735998,-0.48184687,1.603836,-0.0918348
1.1223155,-0.3069685,2.8376381,1.9254742
2.0320795,0.45588714,0.22627686,-0.80594677
-1.6458094,2.5044396,3.4859006,2.3209713
-0.17315665,3.583964,0.8272855,0.7632459
3.305067,-1.3215547,0.77208155,-1.4185153
-1.0171485,5.268461,0.8467617,0.7256629
2.5239017,-0.5826631,2.2566402,-0.7195501
2.4377651,-0.6408964,1.3645068,-0.74248844
3.2515957,-0.6380543,1.9497664,-0.015491564
2.645075,-0.91094285,1.9610896,-0.14914106
3.0131278,-0.13127264,1.992985,-0.23033333
3.1510139,-1.0489142,2.0030499,-0.26087135
-0.36245307,1.8293692,1.7957206,1.2539821
2.600921,-1.2358367,1.2294252,-1.331527
3.2827127,-1.3782673,0.72198343,-2.1320531
-2.6588087,4.9014697,2.119394,2.4256454
2.6292722,-0.9221217,2.028595,-0.20652728
3.3353717,-1.2477512,1.800018,-0.4871901
-2.8644712,4.5099807,1.9942733,2.1478252
3.3320794,-0.548039,1.1900795,-0.8060147
2.0566802,-0.670119,1.5065079,-0.51117224
2.1473563,0.68387926,-0.026596352,-1.1928483
-1.1939385,3.5560424,1.1056573,1.3910115
0.25277498,2.9395316,1.0002786,-0.14894937
1.4607522,-0.5967397,0.36515808,-1.2100916
0.9416239,-1.6319389,1.1372699,-0.30900607
0.2879161,0.7681586,1.8560988,0.89972144
2.9163768,-1.4838743,1.9280145,-0.27063182
3.6546338,-0.3973319,1.6987201,-0.7520759
-0.474897,4.5556107,2.136434,1.1609943
1.6214137,0.2696563,2.00656,1.4725974
1.6010106,-0.16166681,0.38591188,-0.913117
