leg1hip,leg1knee,leg2hip,leg2knee
1.7765448,-1.2394974,1.6335298,-0.13792183
2.6474378,-1.4091868,2.1568692,0.41907534
-1.364692,2.1488438,3.5801036,1.8939893
-0.5479279,4.2002654,0.44861776,-0.32887185
0.2508021,4.7411847,0.40428537,-0.40509355
1.4953222,-0.71258944,1.3529062,-0.51088136
2.592392,-0.16634,0.063265204,-1.520112
2.489004,-0.37804425,1.5943581,0.08653033
0.5281757,4.223162,0.40580118,-0.46848834
-1.5679833,4.02177,1.5775256,1.3012159
1.0470403,0.075503804,2.093816,1.1639087
1.3370879,-1.0260057,1.2955582,-0.07633876
1.4982855,0.44425642,0.6393745,0.09421274
-0.8809297,3.8932698,2.0796163,1.095823
3.144943,-0.8073499,0.21469848,-2.1690276
-0.6520983,-0.2789255,1.0969622,-0.67288357
0.2674616,0.42274782,2.3256936,2.0761123
2.6268427,-1.5374658,1.9726424,-0.36966825
1.9141316,-0.70644695,1.6433986,0.0754717
1.9257852,-1.3632112,1.4964199,-0.089291364
1.2355119,1.0042092,1.0546169,0.19151112
0.08777136,-1.1622778,-0.10006966,-0.8505301
2.8772335,-1.8173099,1.0138717,-1.3034751
2.750027,-1.1946708,2.0020144,-0.16087654
0.56938744,0.19777633,1.8485931,0.3593359
-0.8285631,4.4842095,1.2159457,0.18188673
2.5574806,-1.1942172,2.0387733,-0.50113463
-2.9214885,5.5253425,3.041636,2.0333395
1.8297443,-0.1388379,1.4183387,-0.17200457
2.887942,0.19138107,0.97923714,-0.844531
2.738806,-0.91258293,1.3417807,-0.68427414
1.9252094,-0.33320165,3.1003194,0.30833173
2.4927394,-0.18746382,0.3026181,-1.6202583
0.121646784,-0.09903219,1.661859,2.381175
-0.90941775,4.7566333,1.6148999,0.5724843
-1.7495556,5.2864704,1.0469965,0.66319305
-1.627271,5.9366555,1.5025928,1.8998927
2.5358126,-1.5958272,2.0004733,0.31898737
0.112576924,0.40980977,-0.15695861,-0.9943481
0.47583327,2.518317,1.797493,-0.032151707
1.058649,-0.48779863,0.51458955,-0.29438987
2.2021868,-0.2540986,1.3745229,0.5366983
1.8289393,-1.8877391,0.43759835,-1.3958071
-3.0236118,4.748097,2.754414,2.4285383
0.3123193,0.24316153,0.6653316,-0.03729378
-0.20802957,3.837946,0.39855886,-0.58978975
-0.6643714,4.7294703,1.6550426,0.8525481
0.99943614,-0.3418265,1.4102713,0.18242195
1.6033082,1.0862408,0.11063279,-0.5807697
-1.1945982,3.8623536,0.75467026,0.45964438
