Hull Angle,Hull Angular Velocity,Velocity X,Velocity Y,Hip Joint 1 Angle,Hip Joint 1 Speed,Knee Joint 1 Angle,Knee Joint 1 Speed,Leg 1 Ground Contact Flag,Hip Joint 2 Angle,Hip Joint 2 Speed,Knee Joint 2 Angle,Knee Joint 2 Speed,Leg 2 Ground Contact Flag,Lidar Sensor 1,Lidar Sensor 2,Lidar Sensor 3,Lidar Sensor 4,Lidar Sensor 5,Lidar Sensor 6,Lidar Sensor 7,Lidar Sensor 8,Lidar Sensor 9,Lidar Sensor 10
0.108092204,-0.002657924,0.56032026,0.041450907,0.12319386,-0.9931519,-0.51952434,0.56984806,1.0,1.1209126,-0.00014406815,-0.16410315,0.40449297,1.0,0.3323599,0.3361689,0.34756652,0.3668945,0.39698458,0.4497107,0.5329,0.6760087,0.89383465,1.0
0.106836826,-0.01123726,0.6121634,-0.009652843,-0.09576805,-1.0146843,-0.33548057,0.66411775,1.0,1.1240923,0.0,0.2729165,1.0000042,0.0,0.31684735,0.322381,0.33654702,0.36094886,0.39970815,0.45209363,0.5368013,0.6818498,0.8866775,1.0
0.11885163,-0.006670583,0.5727911,0.03468977,-0.054980893,-1.0043048,-0.38773847,0.69149184,1.0,1.1254537,9.095669e-05,0.28121537,1.0008605,0.0,0.33727595,0.34136188,0.3531914,0.372562,0.40587142,0.45558527,0.52590835,0.63353854,0.9095373,1.0
-0.008335578,0.047138866,0.5670123,0.033161387,-0.22663365,0.83126783,-0.23201787,-1.0000205,0.0,1.1358945,-3.784895e-06,0.12228382,-1.0412992,1.0,0.32760048,0.33599696,0.35215405,0.37799394,0.41498142,0.46867308,0.54410887,0.65332705,0.8806839,1.0
0.10101639,-0.013087852,0.6155686,0.008092731,-0.026537951,-1.0051603,-0.38957727,0.6532733,0.0,1.1201489,0.00010897219,0.29519475,1.0010339,0.0,0.33168796,0.33541507,0.34585705,0.3659767,0.40286177,0.45511487,0.5341778,0.6620827,0.92977697,1.0
0.099620216,0.01704023,0.57892996,-0.03728178,0.33152092,0.9621706,-0.7702086,-1.5253807,1.0,1.1260595,0.0,-0.11451912,-0.99999946,0.0,0.32942098,0.33358806,0.3453156,0.365941,0.39657187,0.44498232,0.52530956,0.67038894,0.9009437,1.0
0.0875228,-0.009745133,0.6087231,-0.0046762866,0.0085041,-1.0004842,-0.39310718,0.59961075,0.0,1.1219859,1.0207295e-05,0.33676416,0.80618745,0.0,0.32623145,0.3317532,0.34812474,0.37517184,0.41588107,0.48030946,0.59565663,0.7574539,1.0,1.0
-0.037588708,-0.0617576,0.6193811,-0.07755063,0.04390285,0.9999995,-0.5189153,-0.99999994,0.0,1.149777,0.70903265,0.1057871,-0.99999976,0.0,0.33845752,0.34707052,0.3616151,0.38518837,0.41999966,0.4695128,0.5464808,0.68554026,0.9569899,1.0
0.11140576,-0.014953408,0.59183735,0.039386883,-0.13527866,-1.0004342,-0.2891543,0.79104495,1.0,1.1236063,9.208918e-06,0.40494442,1.00009,0.0,0.3393142,0.3431676,0.35439426,0.37383083,0.40827248,0.45643893,0.52673244,0.6359332,0.91446465,1.0
0.29273626,-0.006492543,0.23628508,-0.10354224,-0.1074885,0.8151213,-0.4085946,-0.6842572,1.0,1.1233772,0.0,-0.1634965,-0.99999976,0.0,0.3417569,0.34563807,0.3577346,0.37954137,0.41408235,0.46707958,0.5497932,0.6868505,0.92828673,1.0
0.115325525,0.021307325,0.54508746,-0.014033901,0.24641064,0.9999996,-0.583967,-0.5590644,1.0,1.1301507,0.0,-0.0890367,-0.75390244,0.0,0.33140287,0.33514816,0.3436263,0.36366186,0.4000573,0.45125946,0.5301318,0.6658958,0.90158784,1.0
0.10511363,0.049998816,0.55688584,-0.013075965,0.26829314,-0.37283313,-0.6826241,-0.000315696,1.0,1.1158011,7.4505806e-07,-0.04855895,-1.0171901,1.0,0.32516077,0.3314867,0.34483522,0.36652228,0.3965819,0.44738805,0.51837856,0.65510464,0.90220857,1.0
0.08350097,-0.044265427,0.60667,-0.038411047,-0.22839643,1.0000005,-0.26207256,-0.99999994,0.0,1.1158154,0.0,0.09404576,-1.0000004,0.0,0.3267661,0.33553874,0.35440177,0.37648627,0.41764694,0.48637322,0.58792835,0.73893595,0.9592405,1.0
0.28688964,-0.007480899,0.467896,-0.00085823954,-0.60932857,-0.88713956,-0.11308515,0.80213183,0.0,1.1161429,0.0,0.08575064,-0.99999934,0.0,0.28610063,0.28934973,0.2994763,0.31773177,0.34664762,0.39101407,0.46025747,0.57499456,0.7649377,1.0
0.107058465,0.027050072,0.58157676,0.014373572,-0.43981463,-1.2875712,-0.04606843,0.99999994,0.0,1.0978229,-0.084272504,0.2128278,0.9999995,1.0,0.32412285,0.33245507,0.3449778,0.36571714,0.39766112,0.44832882,0.5144176,0.6339912,0.846958,1.0
0.1291551,0.03199979,0.57008564,-0.022279901,0.2616942,0.9999991,-0.7016369,-1.4519911,1.0,1.1292369,1.4901161e-08,-0.08492565,-0.99999934,0.0,0.33417967,0.33410555,0.34496963,0.36445466,0.39465702,0.4451663,0.50961876,0.61318666,0.79643804,1.0
0.112425715,-0.018342903,0.592288,-0.022682596,-0.014353875,-0.99999994,-0.4188658,0.5919746,1.0,1.1262442,0.47601497,0.14877176,1.0000001,0.0,0.31659183,0.32212102,0.33586866,0.36014113,0.39861962,0.45278412,0.53644,0.6827401,0.8907603,1.0
0.062350597,0.0035157066,0.54138994,-0.03226966,0.26195475,0.75195014,-0.5823189,-1.3855513,1.0,1.130278,-1.8626451e-09,-0.08825302,0.9999993,0.0,0.33872372,0.34192628,0.3524207,0.3728938,0.4083493,0.45323488,0.52488923,0.6500039,0.90935963,1.0
-0.034545697,-0.06595652,0.5639458,0.0045764176,-0.008684706,1.0,-0.4286909,-0.99999994,0.0,1.0954027,-0.13238513,0.2711482,0.9999997,0.0,0.3522872,0.35363463,0.36702415,0.39001662,0.4268916,0.49004877,0.5785979,0.70768255,1.0,1.0
0.12541012,-0.013942025,0.5700438,0.07220788,-0.072010845,-0.99883586,-0.15479016,0.7970567,1.0,1.1255527,0.36062878,0.43953812,0.9683688,0.0,0.35657817,0.35534388,0.36160767,0.37947166,0.413764,0.4667165,0.5475162,0.6795603,1.0,1.0
0.085574664,-0.008885254,0.56871873,0.05845227,0.013323627,-0.99373937,-0.36588728,0.71383667,1.0,1.1240667,-0.0001321286,-0.11775756,0.5989476,1.0,0.3371362,0.34094107,0.35268322,0.3715392,0.40203297,0.44883022,0.52248794,0.6745125,0.9162333,1.0
0.12009085,0.003817617,0.61207485,-0.01893163,0.28765967,-0.99179006,-0.5655042,0.29814836,1.0,1.1212741,-0.00017119013,0.05863309,0.9985464,1.0,0.33494604,0.33334926,0.3411183,0.3585305,0.39054215,0.44203722,0.5159404,0.64158225,0.8927306,1.0
0.108808674,0.04400328,0.5855397,0.010102756,-0.13948841,0.99999356,-0.39653313,-1.0000002,0.0,1.1340178,1.1920929e-07,-0.11093366,-0.9999973,1.0,0.31592417,0.3201679,0.3319226,0.3550033,0.39338762,0.4539206,0.53647506,0.664677,0.88283974,1.0
0.21285719,-0.022353426,0.34900668,-0.07889204,-0.33924016,-1.2608755,-0.20043647,0.83812076,1.0,1.1107423,0.0,0.21695232,1.0000001,0.0,0.3204118,0.32405058,0.33539158,0.35583636,0.38822,0.4379072,0.51545477,0.6439519,0.87090343,1.0
0.08816925,-0.021496058,0.59441173,0.08213832,-0.117841944,-1.0030324,-0.21964073,0.9044768,1.0,1.1170112,6.444752e-05,0.12682867,1.0005782,0.0,0.3429157,0.34645975,0.35685802,0.37545162,0.41107634,0.46412563,0.5583022,0.7014617,0.91959983,1.0
0.08432724,0.047090497,0.5473756,0.013540207,-0.12718867,1.0000023,-0.40350497,-1.0,0.0,1.13491,-2.9802322e-08,-0.07225132,-1.0000008,1.0,0.32116893,0.32812145,0.34350583,0.3648185,0.39911932,0.45445108,0.54152185,0.6602823,0.86665446,1.0
0.14636959,0.02779699,0.49282905,0.037698224,0.102351576,1.0000002,-0.547096,-0.7767849,0.0,1.1277889,-0.03626217,0.113600135,0.99999934,0.0,0.3400933,0.3439556,0.35224748,0.3674458,0.39236727,0.43622258,0.5033769,0.6038585,0.8073318,1.0
0.057147127,0.047067657,0.55569744,0.08562028,-0.1582794,0.82744884,-0.19873631,-0.99992687,0.0,1.1361907,-4.798174e-06,0.15668344,-1.0540181,1.0,0.3267147,0.33003154,0.3424797,0.36369264,0.39346915,0.4421723,0.5201938,0.6636638,0.89070946,1.0
-0.023054551,0.04757748,0.5587495,0.0084449155,0.08175895,0.9999993,-0.5783508,-0.9999998,0.0,1.1089565,0.0,-0.041045308,-0.99999994,0.0,0.35350588,0.35837725,0.37227732,0.40050703,0.43682134,0.49056184,0.5868029,0.7342964,1.0,1.0
-0.03833583,-0.048977632,0.6333694,-0.04886915,-0.123540685,1.0000007,-0.31875038,-1.0,0.0,1.1314936,0.0,0.24802387,-0.06133163,1.0,0.32801962,0.3317448,0.34492958,0.3687741,0.40579954,0.45942968,0.53016466,0.65450805,0.86089855,1.0
0.08721829,0.044644743,0.5637905,0.02732139,-0.08586131,0.9999993,-0.4243889,-0.9999998,0.0,1.1290954,2.9802322e-08,-0.07469392,-0.9999997,1.0,0.3315921,0.33535784,0.34707654,0.3681835,0.39962444,0.4526992,0.5355272,0.6622706,0.9299885,1.0
0.04822607,-0.057440825,0.54673505,-0.043500613,0.18812221,0.9999997,-0.50302136,0.7046077,0.0,1.1557698,0.7482654,0.028833508,-1.0000001,0.0,0.34874347,0.35253456,0.3648107,0.38703728,0.42216882,0.4719793,0.55559456,0.72630835,1.0,1.0
0.008929111,0.04780754,0.5248675,-0.05028016,0.46087834,-0.52378756,-0.5501298,-0.91240644,1.0,1.081577,-0.22398594,-0.06671977,1.0000001,0.0,0.35439345,0.36035258,0.37388885,0.39604566,0.43119088,0.49166206,0.5825327,0.7299503,1.0,1.0
0.17670983,-0.01939638,0.5005481,0.04964204,-0.465083,-0.969659,-0.029715419,1.0019084,0.0,1.1244652,1.1056662e-05,0.22463274,1.0001674,0.0,0.3138141,0.31737792,0.32848543,0.34850922,0.38022605,0.4229727,0.49097124,0.62528944,0.8753762,1.0
0.06065953,0.047116112,0.54766196,0.033486295,-0.20618065,1.0006014,-0.29223,-0.9999049,0.0,1.1364595,-1.052022e-05,0.0442456,-1.013985,1.0,0.3194641,0.3261792,0.34147254,0.36405554,0.3976642,0.45216858,0.5398907,0.66188306,0.8662777,1.0
0.13100044,0.02386965,0.4507589,0.049909454,-0.31373748,0.9990736,-0.26220465,-0.9999373,0.0,1.1280259,2.0116568e-05,0.00052273273,-0.72559696,1.0,0.320947,0.32459185,0.33595178,0.35643074,0.38458526,0.42856672,0.5038477,0.6479561,0.8914725,1.0
0.11019201,-0.009643544,0.6538508,-0.001310753,0.042308,-1.054308,-0.38172567,0.58530337,1.0,1.1167806,0.0,0.34586763,0.32242483,0.0,0.3273511,0.32792398,0.3366796,0.35671526,0.38993537,0.43934312,0.51244265,0.64203644,0.8876004,1.0
0.14101516,0.032980796,0.5022628,-0.016711336,0.1344115,0.99981946,-0.5824529,-0.3044237,0.0,1.1344078,4.246831e-06,-0.3415302,-0.8193903,1.0,0.32541716,0.3279721,0.33798492,0.35669023,0.38585946,0.42999768,0.50662607,0.6536919,0.9230345,1.0
0.11325053,0.024887176,0.6287034,0.01022436,0.007437166,-1.2901287,-0.29908347,0.6475267,1.0,1.1069909,0.0,0.29059476,-0.99999976,0.0,0.35192588,0.35592255,0.3644928,0.38088438,0.40885675,0.45038223,0.5190387,0.6481806,0.8786554,1.0
0.08981818,-0.0331895,0.6514503,-0.026615469,-0.37387922,0.3467615,-0.058790922,-0.9999998,1.0,1.1349092,0.0,0.2165708,-0.9999997,0.0,0.31464958,0.318891,0.33079824,0.35160336,0.38736066,0.4465844,0.5351301,0.66574144,0.8908355,1.0
0.15247554,-0.07009263,0.56889665,0.03804659,-0.258402,0.6771454,-0.11304855,-0.9999998,0.0,1.1152656,0.2221213,0.3932742,0.9566894,0.0,0.34974584,0.34773108,0.3576362,0.37586483,0.4039569,0.445499,0.507963,0.63310456,0.8582049,1.0
0.087073326,-0.049564052,0.5491533,-0.0064250543,-0.22908704,1.0000007,-0.24988556,-1.0,0.0,1.1101303,0.0,0.062442362,-0.034035485,1.0,0.32836527,0.32982677,0.33843875,0.35835156,0.39429638,0.45175126,0.5414341,0.6841905,0.9275295,1.0
0.25388145,-0.066008665,0.46199396,0.0010746937,-0.64688957,-0.4609243,-0.016757727,0.7758599,0.0,1.1148397,0.0,0.20826596,0.9999997,0.0,0.28602535,0.2892736,0.2993975,0.31764817,0.3465564,0.3909112,0.46013635,0.5748432,0.7646762,1.0
0.06329125,-0.017740393,0.67481464,0.0044902875,-0.21304269,-1.1522794,-0.14503121,0.9340871,1.0,1.1017549,0.0,0.4393294,0.9999997,0.0,0.33276227,0.33832145,0.35070053,0.36939573,0.39763597,0.44679305,0.5206948,0.63556135,0.8254518,1.0
0.14741457,-0.0008396681,0.5528673,-0.0143461,0.1472277,-0.07532759,-0.6024724,0.0,1.0,1.103155,0.0,-0.08182633,-1.0000006,0.0,0.3222508,0.32655326,0.3403332,0.3604395,0.38933185,0.43065697,0.5052292,0.6229728,0.89969033,1.0
0.14345205,0.036073085,0.6000415,0.081577875,-0.19346164,-1.4953709,-0.024246335,1.0213212,1.0,1.1239827,9.210408e-05,0.3239115,-0.99864703,0.0,0.35857514,0.35711938,0.36341447,0.38366315,0.41841617,0.47193116,0.55222124,0.6924,1.0,1.0
-0.025358343,0.026918255,0.7065869,-0.009380989,-0.03573973,-1.5012383,-0.30742812,0.8757785,1.0,1.1195508,0.0,0.33960414,-0.9999997,0.0,0.34416965,0.35457516,0.36965176,0.3927294,0.4270884,0.48098484,0.5600858,0.6737098,0.8869649,1.0
0.05867701,-0.007437223,0.5632335,0.04458375,-0.0013854243,-1.0066259,-0.40679932,0.7177996,1.0,1.1262361,0.0001487732,0.02038145,1.0879008,1.0,0.33626154,0.34165773,0.35434452,0.3758272,0.40601698,0.4490352,0.5143787,0.63194335,0.8776208,1.0
-0.013688731,0.035800163,0.5654747,0.0008238756,0.11669001,0.9982999,-0.6277225,-0.999708,0.0,1.136409,3.874302e-05,0.005904913,-0.9418111,1.0,0.34053347,0.3484816,0.362804,0.38571432,0.4197827,0.46891305,0.54833245,0.6861128,0.9583725,1.0
-0.015416124,0.04544218,0.068820074,-0.13915068,0.065613896,-0.9999998,-0.0703845,1.0000002,0.0,1.1315567,0.0,0.27821982,0.9999997,0.0,0.38421467,0.388578,0.40217733,0.42669326,0.46552536,0.52510667,0.61809605,0.77218056,1.0,1.0
