leg1hip,leg1knee,leg2hip,leg2knee
0.41061446,-5.6733947,2.3011765,-2.5112245
0.9371284,2.5336106,0.4995796,-0.5022351
2.1943896,-0.4641425,1.6805679,0.3289193
2.9264247,-1.313196,2.1508934,-0.6307353
-0.4939328,4.3432565,0.50373167,-0.068138316
-1.2789584,5.692532,1.2238716,1.1923804
1.2459342,0.64091545,1.0141178,-0.025429841
0.3785633,2.1363566,1.8556268,0.913385
2.9423249,-0.60166305,1.900157,-0.4391321
1.2068553,1.2158734,0.72305274,-0.060357336
-0.042267233,1.5637932,0.8735702,0.3624404
2.8515947,-0.93309826,2.0691535,0.10981029
3.1669927,-1.202507,1.7409444,-1.1104829
2.5968263,-1.225984,-0.06390038,-2.39678
0.7010712,-0.59210837,0.6768002,0.10704231
1.9987838,-0.89598364,1.5906477,-0.02726131
1.4491694,1.4852185,3.0186558,0.8074458
2.7752938,-1.0154843,2.0269938,0.0857043
2.8644934,-1.2848885,1.3680923,-0.7230167
-0.39565027,2.921016,0.47857267,-0.2678696
0.95148665,-1.4911442,0.83239275,0.04145525
1.2712647,0.8490306,0.6388079,-0.6134028
-0.45473504,2.356067,2.4238682,1.3955243
3.5244815,-1.0768006,0.42977536,-2.9246976
1.7314347,0.26767936,1.099435,0.49753767
0.8555205,0.3252203,2.9506843,0.753128
1.0793936,-0.12140411,-0.31587064,-1.6838017
-0.4984511,4.9826694,0.5853995,-0.3501303
2.2998595,-0.7672856,1.617002,0.13213375
0.0028241053,4.292395,1.6471364,0.8227971
-1.2078384,-0.48862773,1.2548232,-0.56977314
1.6264524,-1.7169816,0.9917916,-0.5263593
-2.052706,5.3324537,1.310915,1.2132484
1.9825625,-0.87530684,1.5081269,-0.18982717
2.522058,-1.1600461,1.2628024,-0.24390903
3.119607,-1.3282697,0.23996209,-2.7331603
-0.02464313,3.4789834,0.3219275,-0.75371736
-1.0727551,2.2513447,2.126012,1.1876311
-0.26777413,-1.5443919,1.4778826,0.7463108
-2.9193347,5.089051,1.4444923,0.8938518
-0.9050224,5.1275315,0.63789433,-0.061217126
1.6251919,-0.22012058,2.72978,1.93975
0.28780523,2.4596794,0.4513535,-0.42810804
2.472442,-1.2507207,1.4708886,-1.2664554
-1.1113586,0.025851738,2.9525564,0.67596513
1.6049281,0.4021688,0.52858734,-0.7507164
2.6540873,-1.7116874,1.2699767,-0.75693613
2.6891208,-0.9403451,2.1747658,0.5920647
0.21073052,3.6181407,0.5879247,-0.26325795
0.41258258,-1.2911675,1.247055,-0.110263586
