leg1hip,leg1knee,leg2hip,leg2knee
2.5138876,-1.2646844,1.7108288,-1.049823
0.14799488,2.4637349,1.2395287,0.53951985
-0.957574,4.4247203,0.9949399,0.23501652
-0.034185402,4.6615024,0.3732773,-0.5488994
0.27548173,4.010689,0.9744999,0.54810953
-0.025068901,4.134619,0.33448845,-0.6628477
-1.2306604,4.7097,0.9289177,-0.10048112
1.5206208,-0.37446836,2.4350433,1.8960075
2.9170053,-0.66989744,0.24002637,-2.0086222
1.6384043,-0.67064726,-0.51148,-2.1329126
-0.22141045,2.7206018,0.09459816,-0.7266209
-0.12732488,2.0151546,2.149531,-0.2715176
1.6311831,0.79708993,0.6252593,-0.3259971
0.067246355,0.38044292,2.6076434,0.49987847
2.4835052,-0.65680414,1.1443338,-0.8975826
0.78002274,0.2835603,-0.42935842,-1.7920842
2.4621387,-1.49365,1.4186077,-0.26822865
0.49111566,4.1703095,0.33016866,-0.6972558
2.6348503,0.09009804,2.0388656,-0.15966542
2.3059661,-0.9643535,2.1892865,-0.033056494
3.351145,-0.6857081,1.7039566,-0.9978715
3.1235435,-0.4855935,1.9121337,-0.2817136
3.7661831,-1.1190523,-0.010700017,-3.326462
-0.5511099,4.345061,0.4530242,-0.44365227
-0.17033607,3.5220916,0.64989686,-0.35504648
3.064061,-0.40415543,1.4262078,-0.6928808
2.1448798,2.0760837,0.26477337,-1.0878673
-0.25354788,4.323608,2.0588565,0.9590209
-1.0241803,5.6399264,0.5808844,-0.11796224
2.7621107,-1.0858531,2.0081208,-1.6496148
-1.5598419,3.7562025,2.6978884,1.7704417
1.7610514,-1.3673159,1.4823685,-0.0083842315
-0.8816079,2.8542619,0.9898273,1.1742138
1.192639,-1.1621172,1.6851307,-0.13371101
3.1386962,-0.8679882,-0.0002111122,-2.7567296
1.1442337,-1.3563712,0.8480976,0.2547785
-0.7179854,3.3122623,0.49277276,0.4401146
3.4633076,-0.36267984,2.268604,-0.5556517
3.039615,-0.58628255,1.2452068,-0.64321744
0.18006673,0.72520393,2.5542638,0.7958272
-2.2860053,4.1181483,2.3565607,2.0376558
-0.21164218,1.6006247,0.55561525,-0.2785362
0.083864026,0.62803966,2.6746316,0.89990324
1.197444,3.6206133,0.40970254,-0.45920083
-0.037148245,-4.7589297,2.9649532,-0.551855
3.025622,-1.6528137,0.5561555,-2.6154938
-0.559374,2.8797112,0.8881366,0.8812876
-1.7219386,5.878761,0.9072279,0.4657969
-0.6170934,5.725143,0.89035296,0.7691376
-0.1484942,0.63700163,2.8038807,0.9969118
