leg1hip,leg1knee,leg2hip,leg2knee
-1.459078,3.582104,0.7600386,0.37548554
-0.8850147,1.442471,3.0205233,1.7513394
0.3616934,2.0265214,0.45685148,-0.41808107
2.499791,0.14510089,1.6515825,0.30085614
2.0701306,0.59110594,-0.08564173,-1.1897409
2.5100567,-1.4947528,1.4541924,-0.2068591
1.4412205,1.7223622,0.12794073,-0.50587153
-2.5768461,3.3981044,1.6641202,1.621599
0.46856996,0.05726433,2.114423,1.3262112
0.030955374,1.5410817,2.0792577,0.8378263
2.9099114,-1.1928701,1.065217,-1.6806103
0.5146883,2.0668256,0.35153842,-0.6293693
2.0784662,0.035220224,0.19685246,-1.0004784
1.2685481,0.6524356,-0.38726676,-1.5684398
-2.5730383,5.2725616,1.9598793,2.2500458
0.31733707,1.974628,0.6408288,0.32511693
2.3196123,-0.5874631,2.2253864,0.09451738
3.571735,-0.94096094,-0.028483167,-2.7297761
0.86945206,0.8185253,-0.12431882,-0.79644436
2.4104564,-1.1294341,0.6158982,-0.9584235
-1.4063438,4.7383175,0.7610855,0.18230838
1.5745912,0.95369595,0.87282,-0.28770322
1.1508493,-0.40021068,1.6930263,0.24923149
1.185897,0.6157739,2.8367512,2.0100272
1.3632817,0.14727634,2.770003,1.9142241
-0.39819643,-0.48051304,1.3310616,0.79299
1.2305954,0.22247608,2.7993152,1.9986246
2.6996362,-0.8189313,0.20783226,-2.019611
0.52421516,0.6345411,1.2804861,-1.0351974
-0.07516066,1.1056074,0.7997669,0.48709756
1.339319,1.2987124,1.7241213,0.29953733
2.9676917,-1.0862353,1.231616,-1.8391833
2.5623057,-1.2443233,2.10497,-0.032856774
0.33668846,-0.39461616,2.256454,1.712718
0.6487706,1.3632324,0.27821204,-1.1505657
2.1017184,-0.20643646,2.281885,0.45135814
2.5087147,-1.2663064,2.1342952,0.14464784
2.4232965,-0.6469802,2.0980666,0.046551827
-0.7866812,4.682809,0.5866997,0.14562371
2.0185413,-0.2644449,1.7094347,0.29900742
2.4770448,-0.54352766,2.2816117,0.7082337
2.1260483,-0.030602422,1.7426338,0.5294957
1.872314,-0.21520123,-0.13035102,-1.449033
-1.2836046,5.54063,0.8662809,0.56896836
-0.5438983,-0.6318099,1.5572699,0.8912837
3.2429307,-1.0139911,0.9498824,-1.2697034
-1.0917273,5.2399735,1.0980605,1.0552781
0.7109182,1.045638,0.24397737,-1.2835758
1.9750617,-1.8484368,0.31291595,-1.6523659
0.9083622,-0.34800503,3.3778439,1.3259451
