leg1hip,leg1knee,leg2hip,leg2knee
3.0663276,-1.2438056,1.7095495,-1.1377866
-1.373359,1.8257853,0.6210377,-0.30405232
-1.7333133,4.4823995,1.5721626,2.3403761
2.8886664,-0.5377267,2.0073643,-0.0950011
1.7264216,-0.22260708,1.6083786,-0.22161585
1.2636518,-1.1433871,1.7664108,0.17908812
0.74583197,-0.11904627,0.6795392,-0.5378988
1.0670255,1.2507428,-0.071419686,-0.986475
-1.4193453,3.95748,2.7268999,1.7933552
-2.2408917,5.5307155,1.5008353,1.0949497
-1.2257447,5.2543063,0.71335995,0.2700503
-0.3710173,4.188969,0.52885467,-0.05320875
0.50662744,1.3046696,1.0729667,0.19913673
-2.6916177,5.819834,1.7000294,1.9884214
1.3732227,0.04729351,0.52047384,-1.2068982
1.4963226,-0.36602092,2.7717884,2.0184221
3.028764,-0.19396162,1.9854741,-0.54940367
-1.0070988,3.171003,0.45094502,0.12647548
-1.8848276,3.7327678,2.7602286,2.1106937
3.1160724,-1.3402814,0.3213281,-1.6041436
-0.33479908,3.8639956,0.5000513,-0.16579683
0.76133394,1.3996673,0.7347925,-0.20576772
1.4422117,-0.9464193,1.0442519,0.26462165
1.1924822,0.9043413,-0.0037159026,-1.5778444
2.6310034,-0.5585649,0.12326385,-1.873896
-1.9978836,6.6107244,1.221042,0.9795342
-0.041481867,3.3042347,1.3744586,0.657667
-0.089333236,3.8053918,0.3032247,-0.598329
-1.4304103,5.234628,1.0410876,1.029948
3.2867806,-0.48076135,1.072409,-1.0675703
1.2430768,1.417114,2.2650754,0.087759346
-0.5258341,4.4467034,0.4633891,-0.16459583
2.231318,-0.3936106,2.4694345,1.1767048
-0.9563062,4.540102,0.7394488,0.36823496
1.5205612,0.9086849,-0.40744853,-1.3692524
1.2742512,-0.17886911,3.1207526,0.8336014
0.22747985,0.55357397,2.6486168,0.7689356
-0.32050607,4.123488,0.39921325,-0.4529719
0.20478037,4.0354366,0.26345065,-0.73108786
-1.0635364,5.016587,0.6363942,-0.3476057
-0.023285013,1.0607393,3.1774695,0.65448946
1.593951,0.55654925,1.3556349,0.16009682
1.411629,1.6525557,-0.118162334,-1.706916
3.1351483,-1.3568904,0.058531873,-2.7817347
-2.1690907,1.4630783,1.4689867,1.1541191
1.2032363,1.1797682,0.6450545,-0.6042977
2.4158924,-0.90710825,1.6063725,0.1775758
-1.6548569,3.0792158,1.4164579,2.0390346
1.7576011,1.832516,0.59885633,-0.53325313
-0.41702616,4.223133,0.48776162,-0.1147753
