leg1hip,leg1knee,leg2hip,leg2knee
1.5470142,0.88443846,-0.16910025,-0.93442076
0.99669003,0.66086537,-0.32042164,-1.2730253
2.6538289,-0.1169067,1.4961636,-0.1366831
1.3508307,0.541851,0.09490236,-1.7346457
-0.94234014,4.706748,0.5897069,0.5405089
0.6843881,3.7294023,0.41614413,-0.40292886
-0.7188988,5.659862,0.62112075,0.09723304
2.5576966,-0.56777346,2.2444766,0.74107647
-2.048231,1.0907062,1.4205372,0.3883574
1.6878808,1.3207116,0.7068304,-0.22381818
0.4509714,0.20504315,1.7950693,0.7520508
1.8899481,0.22723246,2.9993455,0.24408844
-1.2074147,5.1378093,0.8985864,0.7899621
1.3051922,0.63557535,0.57267797,-0.5054881
3.0182335,-1.110736,1.9089699,-0.32588136
-0.9405642,4.3723626,0.56923676,-0.41755295
-0.056710787,0.30568597,0.70698726,0.04393736
2.6689134,0.7112819,-0.015759632,-1.4655972
0.29414803,-0.318038,2.6178987,0.6404486
2.32707,-0.5926787,1.4870481,-0.34262285
3.347821,-1.5253986,0.09829932,-2.7734132
-1.2803888,4.713805,0.8707601,0.7603034
2.7759821,-1.3708975,1.3836513,-1.0097327
2.4833205,-1.711077,2.136411,-1.2763493
-2.7199771,4.371674,1.7257574,1.554887
-0.32866243,3.4035003,1.4224825,0.20686859
2.4603198,-0.6790983,1.3820198,-0.035419
-2.651269,3.5166554,2.8668685,3.849342
-1.3174496,4.572718,0.73521316,0.6911282
0.62224394,-1.6844296,0.8428523,0.12154636
-0.7807363,4.2975574,0.8198528,0.80344075
0.33407807,4.6841345,0.8310869,0.12435657
3.3542356,-1.8470265,0.07673882,-2.6370187
3.4223483,-0.41922277,1.7023051,-0.8692929
-1.6302413,3.4372525,1.2407069,1.6223416
1.4325805,1.2467644,-0.21522121,-0.7107498
-0.12718603,3.148394,1.6449106,0.91037184
2.5746996,-1.3264776,1.3666799,-0.6069551
-0.7989261,4.520675,0.802894,0.6236278
1.1466796,1.0539904,0.14136973,-1.5377426
2.0457225,0.18142383,0.5734941,-0.37351933
1.9217365,-1.3978333,0.33819455,-1.5390383
-2.7920234,5.220374,1.3201813,0.85676986
1.6911259,-0.28065145,0.14932379,-1.3714743
1.8086708,-0.38472098,0.00013976544,-2.4272425
2.6914663,-1.3078935,1.369304,-0.71388936
1.5522346,-0.44085327,1.8424149,0.7355563
1.6630989,-0.1438896,0.46063226,-1.416765
0.69688797,0.8775399,3.4118707,1.4372537
-2.6544836,3.0697944,1.4997191,1.3784275
