leg1hip,leg1knee,leg2hip,leg2knee
-2.9660556,4.803022,1.7717315,2.169845
-2.1735868,4.2934756,1.3858132,1.6746591
-1.2330716,4.8922324,1.0766215,1.2247798
-0.07000325,-0.2745092,2.1886516,1.2663308
0.016405016,2.0351481,0.48873305,-0.52468944
1.8843538,-1.128797,2.238438,0.030579414
3.8041189,-1.1805911,0.0051164776,-2.9891968
1.1956034,0.6124481,2.727032,0.56899387
1.9698684,-0.63889104,1.7080202,0.25890803
-1.9036328,5.3724074,1.2133625,1.1538935
-1.3747504,5.3082323,1.030728,1.0177522
1.3460038,0.28915644,1.8555293,0.42766637
-2.3628676,5.5977836,2.9602888,2.9386206
1.2000426,0.9579688,2.5193083,1.6485875
3.2924404,-0.22911435,1.8880566,-0.23812637
-1.6407696,3.0086691,2.7829766,2.357101
-1.3538297,4.662144,0.7649464,0.3591615
1.2482026,0.20093669,-0.5033903,-2.0440416
3.277239,-1.0082833,1.6851981,-1.110602
-0.4306007,5.26919,0.68030816,0.7127742
2.074857,-0.8961862,1.5338752,0.3816927
-1.0251004,1.2879202,1.4745829,2.1948986
0.22571957,0.9738527,3.2339063,0.99734896
1.7291162,1.467448,0.23080087,-1.3498595
1.8030217,0.3878858,1.5281119,0.06225789
2.7784104,-1.0248489,1.3202221,-0.73885816
-0.88197744,4.2106595,0.72512484,0.46809977
-2.8143575,5.132217,2.3685977,2.3737679
1.4643209,0.38740772,1.6893976,0.028119918
-0.116857514,3.2792397,0.46333647,-0.19227947
0.53178346,-1.2975751,0.8069026,-0.38466537
0.23299733,0.5897012,0.29922462,-0.015937522
2.7791858,-0.28940204,0.09993501,-2.0492206
0.43913713,2.4532926,0.43680948,-0.76311904
-2.0284002,3.7360346,3.0543828,2.307
2.4922945,-0.9960584,2.2566342,-1.0483954
1.1534989,0.50696576,-0.265957,-1.535938
1.3333786,0.09687731,2.8063338,2.0003433
2.3216217,-0.37283337,-0.071423575,-1.7888342
2.6257794,-0.69127387,1.4781785,-0.19284828
-0.21358836,1.0578734,1.0554559,0.9007252
-0.99059445,4.6182523,0.59789133,0.09553298
-0.2482349,-0.61741126,2.078949,1.6641173
-0.11362366,-0.43876016,2.5992615,2.108976
1.1391644,0.7216913,1.3776826,0.087373495
2.8848505,-0.928541,0.075208955,-2.6497724
-1.7505318,4.802978,0.6803796,-0.0035390295
1.0938667,-0.5130587,3.2200987,0.3988414
-0.81073,3.5721242,0.28419763,-0.18475354
2.8654068,-1.9417055,1.194191,-0.7275689
